Date,ANZ.AX,ASX.AX,BHP.AX,CBA.AX,COH.AX,CSL.AX,FMG.AX,GMG.AX,NAB.AX,QBE.AX,RMD.AX,S32.AX,STO.AX,TLS.AX,WBC.AX,WES.AX,WOW.AX
2023-01-03,20.271953582763672,61.603424072265625,40.9431266784668,91.89934539794922,194.3431396484375,272.2149353027344,16.629810333251953,16.93605613708496,26.452585220336914,11.806629180908203,30.07673454284668,3.8090527057647705,6.333028316497803,3.5329225063323975,20.205883026123047,42.03213882446289,30.820964813232422
2023-01-04,20.818178176879883,62.25468063354492,41.584415435791016,93.80007934570312,197.33660888671875,274.3887939453125,17.094467163085938,17.386119842529297,26.704345703125,12.104503631591797,30.91631317138672,3.934731960296631,6.22568941116333,3.5508105754852295,20.8370418548584,42.92899703979492,30.914106369018555
2023-01-05,20.809368133544922,62.12626647949219,41.593441009521484,93.96377563476562,198.38914489746094,271.0168762207031,17.143381118774414,17.298063278198242,26.920135498046875,11.987159729003906,30.51133918762207,3.934731960296631,6.1720194816589355,3.5508105754852295,20.86370849609375,43.012210845947266,30.960683822631836
2023-01-06,20.853418350219727,61.11726760864258,42.912147521972656,93.83646392822266,198.9588623046875,268.86236572265625,17.771074295043945,17.170869827270508,26.758291244506836,11.978133201599121,30.066852569580078,4.108749866485596,6.279358863830566,3.5508105754852295,20.801481246948242,43.465267181396484,30.942052841186523
2023-01-09,20.8974666595459,60.851261138916016,43.35472869873047,93.96377563476562,200.4169921875,267.62567138671875,17.632492065429688,17.415468215942383,26.974082946777344,11.851762771606445,29.691513061523438,4.263431549072266,6.35986328125,3.5508105754852295,20.774812698364258,43.761138916015625,31.389135360717773
2023-01-10,20.8974666595459,60.79621887207031,43.17407989501953,93.96377563476562,200.89981079101562,266.30206298828125,17.746618270874023,17.454608917236328,26.911144256591797,11.526810646057129,30.195262908935547,4.302102088928223,6.306193828582764,3.5418663024902344,20.81037139892578,43.42828369140625,31.323936462402344
2023-01-11,21.1529598236084,60.72283935546875,43.81536865234375,94.1547622680664,199.88589477539062,268.6594543457031,18.178667068481445,17.95358657836914,27.028030395507812,11.617074012756348,30.610111236572266,4.350440979003906,6.315138816833496,3.5508105754852295,20.712587356567383,43.82585906982422,31.621994018554688
2023-01-12,21.36440086364746,62.364742279052734,44.60117721557617,95.65534210205078,201.24742126464844,271.88641357421875,18.68408203125,18.217756271362305,27.69339370727539,11.671232223510742,30.67925262451172,4.398779392242432,6.377753734588623,3.5865871906280518,20.890378952026367,44.21418762207031,31.882795333862305
2023-01-13,21.575841903686523,62.11708068847656,44.83601760864258,96.8558120727539,200.65838623046875,273.40325927734375,18.586259841918945,18.237321853637695,28.142959594726562,11.761496543884277,30.610111236572266,4.447116851806641,6.529818534851074,3.5955309867858887,21.121503829956055,44.519309997558594,31.5195369720459
2023-01-16,21.928245544433594,62.841732025146484,44.88117218017578,97.62884521484375,202.73448181152344,277.2099914550781,18.203123092651367,18.638463973999023,28.457656860351562,11.74344539642334,31.02496337890625,4.543793201446533,6.5655975341796875,3.5955309867858887,21.272624969482422,45.037078857421875,31.603364944458008
2023-01-17,21.94586753845215,63.492984771728516,44.38440704345703,97.710693359375,203.17868041992188,280.7267761230469,17.958566665649414,19.000473022460938,28.47564125061035,11.797603607177734,31.558345794677734,4.408446788787842,6.601377487182617,3.658139705657959,21.272624969482422,45.406917572021484,32.37644958496094
2023-01-18,21.840145111083984,63.34620666503906,44.3302116394043,97.90167999267578,204.86854553222656,282.919921875,18.097148895263672,18.667818069458008,28.47564125061035,12.032292366027832,32.289268493652344,4.360108375549316,6.583487510681152,3.658139705657959,21.17483901977539,45.76750946044922,32.4137077331543
2023-01-19,21.91943359375,63.55718994140625,44.87214279174805,98.89295959472656,206.88671875,285.258056640625,18.40692138671875,18.775440216064453,28.51160430908203,12.131582260131836,32.97081756591797,4.408446788787842,6.4761481285095215,3.7118043899536133,21.290407180786133,45.60108184814453,32.534793853759766
2023-01-20,21.804906845092773,63.06186294555664,45.11601638793945,98.82022857666016,204.36642456054688,288.9004211425781,18.4232234954834,18.775440216064453,28.412702560424805,12.131582260131836,32.9609375,4.41811466217041,6.574542045593262,3.676028251647949,21.33485221862793,45.61957550048828,32.36713790893555
2023-01-23,21.954675674438477,63.46546936035156,44.61924362182617,98.77474975585938,201.5274658203125,288.2724914550781,18.243881225585938,18.618900299072266,28.33177947998047,12.176714897155762,32.9609375,4.4761199951171875,6.583487510681152,3.649195432662964,21.23706817626953,45.27747344970703,32.43233871459961
2023-01-24,21.69037437438965,63.33705139160156,44.89923858642578,98.26545715332031,196.4192657470703,287.7314453125,18.349857330322266,19.12766456604004,28.178926467895508,12.276007652282715,32.931304931640625,4.669473171234131,6.583487510681152,3.658139705657959,21.023719787597656,45.45314407348633,32.404396057128906
2023-01-25,21.672754287719727,62.896751403808594,44.4747314453125,98.97482299804688,198.93955993652344,286.0986022949219,18.32539939880371,18.990692138671875,28.3048038482666,12.393350601196289,32.55596160888672,4.601799964904785,6.4761481285095215,3.649195432662964,21.0414981842041,45.61957550048828,32.357826232910156
2023-01-27,22.007535934448242,63.24531173706055,44.74569320678711,99.90245056152344,199.43202209472656,284.7266845703125,18.33355140686035,19.48967170715332,28.583538055419922,12.51069450378418,33.23750686645508,4.55346155166626,6.4761481285095215,3.658139705657959,21.272624969482422,45.87845993041992,32.73971176147461
