Date,ABX.TO,BMO.TO,BNS.TO,CM.TO,CNR.TO,CP.TO,ENB.TO,GIL.TO,KXS.TO,MFC.TO,RY.TO,SHOP.TO,SU.TO,T.TO,TD.TO,TRP.TO
2023-11-29,22.964,103.7318,53.5014,49.542,150.6698,95.9405,43.1082,47.3962,151.39,24.8613,113.4018,99.72,41.9746,21.5783,77.1751,43.2769
2023-11-30,23.1583,104.9378,54.3884,52.0859,152.5395,96.6728,43.5308,47.8836,151.0,25.1835,117.0384,98.85,42.4058,21.9582,76.6563,43.6889
2023-12-01,23.2554,107.0859,54.6573,52.5037,155.223,99.9384,43.6135,48.8584,154.65,25.2308,117.3439,99.72,42.2068,22.5912,75.8874,43.8349
2023-12-04,23.0417,107.6229,54.4332,52.8658,155.5911,99.9681,43.7422,49.1898,152.75,25.4487,117.6398,98.2,41.8182,22.8173,76.2024,44.3156
2023-12-05,23.0029,109.0645,53.9942,53.3764,154.3123,98.8301,43.8065,49.0631,152.5,25.5151,118.3556,101.58,41.259,22.8897,75.9893,44.2555
2023-12-06,22.9251,109.9595,53.5014,53.5714,155.8116,99.503,43.5217,48.9754,151.6,25.4109,118.1933,96.71,38.9842,23.1429,76.2116,44.2212
2023-12-07,22.7503,110.2327,53.8867,53.8128,156.6197,98.6025,43.4573,49.3166,154.45,25.6003,118.6038,97.79,38.9747,23.2876,74.7478,44.4187
2023-12-08,22.1772,111.646,54.5676,54.2677,155.8311,98.0285,43.6043,48.3612,154.47,25.6572,119.5392,98.59,39.5908,22.9994,75.0535,44.3414
2023-12-11,21.9635,112.362,54.6035,54.0821,157.1747,98.1077,43.6319,43.1069,152.38,26.4815,119.7587,98.88,38.9463,22.6965,75.7669,44.8393
2023-12-12,21.5943,112.2395,54.6035,54.407,157.5544,99.404,43.3103,44.9786,151.46,26.9078,119.816,98.54,38.1311,22.5772,75.0998,44.4788
2023-12-13,22.8474,114.9341,55.625,55.744,157.6225,100.1165,44.0545,44.306,154.63,26.8889,122.7653,99.73,39.0031,22.8985,76.5173,44.9423
2023-12-14,23.0029,117.1764,56.6016,56.5796,157.7491,101.9275,43.7973,43.2336,155.29,27.1542,124.9033,103.92,39.733,22.6139,78.1479,45.011
2023-12-15,22.7406,116.5829,55.5443,56.5332,156.756,100.5421,43.5125,44.9883,153.14,26.7752,125.4092,103.03,39.2211,21.9899,77.379,44.6419
2023-12-18,23.0611,118.6368,55.9027,56.5517,157.642,100.9676,43.6962,44.1012,153.59,26.7468,126.3733,103.3,39.932,21.8063,76.8972,44.8307
2023-12-19,23.4303,120.7567,56.4403,57.6751,159.5599,102.5806,44.0086,44.8713,154.0,27.4289,127.3086,104.5,40.6144,21.7971,78.3981,45.114
2023-12-20,23.0709,120.0406,55.8669,58.0558,159.0147,102.165,43.439,43.2044,148.47,27.391,126.3064,100.79,40.2448,21.5401,77.2307,44.9595
2023-12-21,23.168,121.6894,56.3776,58.78,159.8423,103.9759,43.687,42.9607,150.5,27.4384,127.0318,101.13,40.2258,21.531,78.5093,45.3287
2023-12-22,23.4303,122.6786,56.736,59.5785,161.2929,104.3124,43.9351,42.2101,151.01,27.5332,127.5854,101.87,40.2448,21.375,78.8613,45.5089
2023-12-27,23.6926,123.8752,57.2557,59.9646,161.8284,104.253,44.027,42.366,149.0,27.6374,128.1199,103.48,40.5007,21.4576,79.306,45.8352
2023-12-28,23.236,123.1215,57.5514,59.795,161.0884,104.0052,43.834,42.7657,148.62,27.6848,127.9386,104.63,39.9984,21.6319,78.9818,45.2673
2023-12-29,23.2554,123.5266,57.7933,60.0775,162.1497,103.9358,43.8248,42.717,148.71,27.7416,127.9004,103.16,40.2353,21.6411,79.3246,45.2236
