Date,AENA.MC,ANA.MC,BBVA.MC,CIE.MC,CLNX.MC,FER.MC,GAM.MC,IBG.MC,ITX.MC,MAP.MC,MEL.MC,REP.MC,SAB.MC,SAN.MC,TEF.MC
2023-01-02,111.94084167480469,161.0789794921875,4.855467319488525,22.587722778320312,31.186649322509766,23.468570709228516,1.1200000047683716,12.082520484924316,24.311405181884766,1.570560336112976,4.653685092926025,13.027371406555176,0.776811420917511,2.621307611465454,2.9637529850006104
2023-01-03,112.72948455810547,160.8004608154297,4.928525924682617,22.55968475341797,31.236469268798828,23.439905166625977,1.1200000047683716,12.172690391540527,24.102479934692383,1.5575231313705444,4.689254283905029,12.735779762268066,0.7867528796195984,2.628207206726074,2.972358465194702
2023-01-04,115.4665298461914,162.75010681152344,5.122509956359863,23.17647933959961,31.605125427246094,23.697906494140625,1.1549999713897705,12.307941436767578,24.833721160888672,1.5862051248550415,4.750513076782227,12.397014617919922,0.805950403213501,2.7257187366485596,3.0437846183776855
2023-01-05,117.73968505859375,160.5219268798828,5.167856216430664,23.45684051513672,32.24281311035156,23.640575408935547,1.2000000476837158,12.398110389709473,24.995162963867188,1.5653455257415771,4.88291072845459,12.662879943847656,0.8179488182067871,2.735837697982788,3.048948287963867
2023-01-06,118.5283203125,163.58567810058594,5.214882850646973,23.81196403503418,32.501869201660156,24.099241256713867,1.1950000524520874,12.307941436767578,25.460498809814453,1.5888127088546753,4.950098037719727,13.014508247375488,0.8414313793182373,2.8025317192077637,3.0566930770874023
2023-01-09,118.20358276367188,164.79261779785156,5.271146297454834,23.81196403503418,32.73103713989258,24.319021224975586,1.1950000524520874,13.119455337524414,25.545969009399414,1.5992424488067627,5.04890251159668,13.010117530822754,0.8390316963195801,2.7776942253112793,3.054971933364868
2023-01-10,118.48192596435547,167.39215087890625,5.298858165740967,23.868038177490234,32.481937408447266,24.605690002441406,1.184999942779541,13.389960289001465,25.394023895263672,1.6227096319198608,5.108184814453125,12.983782768249512,0.8520585894584656,2.792872667312622,3.0704619884490967
2023-01-11,120.56950378417969,172.96261596679688,5.267786979675293,23.849346160888672,31.684837341308594,24.328575134277344,1.2200000286102295,13.976051330566406,25.8973445892334,1.596635103225708,5.300853252410889,12.939888000488281,0.8378318548202515,2.7730941772460938,3.085952043533325
2023-01-12,122.6106948852539,172.86976623535156,5.308095932006836,23.924108505249023,31.415815353393555,24.68213653564453,1.190000057220459,14.156386375427246,26.144258499145508,1.5992424488067627,5.55774450302124,13.054011344909668,0.846573531627655,2.836108684539795,3.127258777618408
2023-01-13,125.02302551269531,174.2623748779297,5.342525959014893,24.466140747070312,31.76454734802246,24.940135955810547,1.2300000190734863,13.795714378356934,26.10626983642578,1.6079339981079102,5.661489009857178,13.080348014831543,0.8464021682739258,2.885324239730835,3.122955799102783
2023-01-16,124.3735580444336,175.09796142578125,5.372756481170654,24.727807998657227,32.232845306396484,25.102581024169922,1.2300000190734863,13.570295333862305,26.096773147583008,1.6140180826187134,5.562685012817383,13.005729675292969,0.8314898014068604,2.85082745552063,3.1263978481292725
2023-01-17,125.39413452148438,177.2332763671875,5.387032985687256,25.008169174194336,33.079769134521484,25.389249801635742,1.2599999904632568,13.795714378356934,26.039796829223633,1.628793716430664,5.602206707000732,13.106684684753418,0.827033281326294,2.858646869659424,3.119513750076294
2023-01-18,127.80646514892578,176.58340454101562,5.410545825958252,24.858644485473633,33.69752502441406,25.58991813659668,1.25,13.660462379455566,26.163249969482422,1.627055287361145,5.859097480773926,13.352489471435547,0.8289187550544739,2.8834848403930664,3.0704619884490967
2023-01-19,125.11581420898438,173.42681884765625,5.298858165740967,24.316614151000977,33.109657287597656,25.217247009277344,1.1749999523162842,13.660462379455566,25.545969009399414,1.6035882234573364,5.829456806182861,13.291038513183594,0.8220625519752502,2.8034515380859375,3.030876398086548
2023-01-20,127.57451629638672,174.72657775878906,5.346724510192871,24.76519012451172,36.367820739746094,25.475250244140625,1.2000000476837158,13.795714378356934,25.80238151550293,1.6122797727584839,6.017185211181641,13.479781150817871,0.8313184976577759,2.848987579345703,3.0730435848236084
2023-01-23,126.878662109375,174.355224609375,5.416424751281738,24.839954376220703,36.148616790771484,25.723695755004883,1.1950000524520874,14.156386375427246,25.906843185424805,1.621840476989746,6.0073041915893555,13.63340950012207,0.8397173285484314,2.8476078510284424,3.085952043533325
2023-01-24,127.48172760009766,175.09796142578125,5.4004693031311035,25.10162353515625,36.42760467529297,26.048585891723633,1.1950000524520874,14.066219329833984,26.115766525268555,1.6227096319198608,6.051766395568848,13.42271900177002,0.8464021682739258,2.8554270267486572,3.0480875968933105
2023-01-25,131.10020446777344,173.05545043945312,5.283742904663086,24.839954376220703,36.17850875854492,25.857471466064453,1.1950000524520874,13.885882377624512,26.33418846130371,1.6148872375488281,6.120929718017578,13.198861122131348,0.8541154265403748,2.8457679748535156,2.9964542388916016
2023-01-26,130.07960510253906,171.10580444335938,5.388712406158447,25.13900375366211,35.50096893310547,26.125032424926758,1.2000000476837158,13.5252103805542,26.875497817993164,1.6357468366622925,6.145630359649658,13.326153755187988,0.9478744268417358,2.9382197856903076,2.9697768688201904
2023-01-27,130.45074462890625,170.8272705078125,5.402988433837891,25.624963760375977,36.01908493041992,26.19192123413086,1.2300000190734863,13.840799331665039,26.97046661376953,1.613148808479309,6.0073041915893555,13.400773048400879,0.9975821375846863,2.9175217151641846,2.995593786239624
