Date,0001.HK,0002.HK,0003.HK,0004.HK,0005.HK,0006.HK,0007.HK,0011.HK,0012.HK,0016.HK,0017.HK,0070.HK,1072.HK,2208.HK,600941.SS
2023-09-08,39.0228,54.6279,5.3593,16.8869,52.3187,36.2993,0.166,86.1965,19.2312,75.8611,15.6717,0.06,8.5554,3.9255,93.4058
2023-09-11,39.1169,54.4659,5.3452,16.8577,52.478,36.3464,0.162,85.7276,18.8368,72.0962,15.1822,0.06,8.6988,3.9158,94.1613
2023-09-12,38.7874,54.7436,5.3074,17.5966,52.7511,36.2993,0.152,85.7723,18.8368,72.3667,15.1247,0.06,8.8422,3.8965,95.0602
2023-09-13,38.7874,55.2526,5.2507,17.6744,53.7069,36.1579,0.139,86.3527,19.1616,73.5841,15.355,0.06,8.6032,3.7901,95.2802
2023-09-14,39.0698,54.6973,5.2318,18.1216,54.3896,36.1107,0.138,86.7099,19.0224,72.8627,15.1055,0.06,8.8326,3.8191,96.9442
2023-09-15,39.4935,54.9749,5.2413,18.1994,55.3909,36.535,0.129,88.1387,18.976,74.1252,15.163,0.061,8.9187,3.7901,97.518
2023-09-18,38.9286,54.2808,5.213,19.1132,55.2999,36.205,0.126,85.9509,18.6048,72.7725,14.8943,0.061,8.5745,3.7418,94.8977
2023-09-19,39.0228,55.1138,5.2696,19.2493,55.2543,36.7236,0.125,86.6206,18.6512,72.998,14.7792,0.061,8.6319,3.7418,96.4756
2023-09-20,39.1169,54.6973,5.2507,19.541,55.6185,36.9593,0.119,85.4597,18.6976,72.4569,14.76,0.061,8.5267,3.6934,96.0166
2023-09-21,38.7403,54.0032,5.2035,19.6868,55.3454,36.4407,0.116,84.9239,18.3728,71.7355,14.5297,0.062,8.4885,3.6354,95.9975
2023-09-22,39.4464,54.3271,5.2696,19.6382,55.8915,36.865,0.116,86.1741,18.6976,73.4488,14.6832,0.062,8.5076,3.7901,95.5002
2023-09-25,38.8815,54.0957,5.2224,19.4924,55.5729,36.6293,0.121,85.8169,18.5399,72.3216,14.3569,0.063,8.1635,3.6838,94.8785
2023-09-26,38.4579,53.7255,5.1185,18.6077,54.9813,36.3464,0.117,84.3435,18.2058,71.465,13.8195,0.067,8.0488,3.6741,92.9372
2023-09-27,39.0698,54.0494,5.1469,18.7632,55.3909,36.5821,0.112,85.3704,18.3357,71.6002,13.9155,0.067,8.0297,3.7418,93.0041
2023-09-28,38.3637,53.7255,5.0335,18.841,55.1633,35.9693,0.105,84.3882,18.3728,72.6373,13.8579,0.063,7.9914,3.7805,92.5929
2023-09-29,39.4464,53.633,5.1563,19.0938,56.1646,35.7336,0.105,87.0225,19.1616,75.568,14.6256,0.063,8.3164,3.8191,92.9451
2023-10-03,37.9872,53.0314,5.0241,18.7438,55.4364,34.8379,0.101,84.3435,18.1873,73.3136,13.8579,0.062,7.7907,3.5871,93.2974
2023-10-04,37.9401,51.5969,5.0146,18.841,55.3909,34.1308,0.103,83.8523,18.4842,74.8015,14.2417,0.062,7.6186,3.4227,93.6496
2023-10-05,38.1284,52.2447,5.0524,18.6466,55.4819,34.555,0.101,84.4328,18.744,75.3876,14.5488,0.062,7.7429,3.5194,94.0019
2023-10-06,38.552,53.0314,5.213,18.7827,56.4832,34.8379,0.104,85.9062,19.0688,75.8385,14.5488,0.061,7.6664,3.6838,94.3541
2023-10-09,38.4108,52.5224,5.1752,18.491,56.4377,34.885,0.119,85.3704,18.8368,75.6582,14.3569,0.057,7.5517,3.6451,94.7064
2023-10-10,38.6462,52.3835,5.2791,18.6271,56.6198,35.0736,0.105,85.9062,19.2544,76.6501,14.4913,0.062,7.7238,3.6354,94.4099
2023-10-11,38.8345,52.9388,5.298,19.0355,57.1659,35.545,0.1,86.1295,19.3008,76.7403,14.4721,0.058,7.762,3.7321,93.9605
2023-10-12,39.2581,54.0494,5.3829,19.016,57.5301,35.9693,0.099,88.0941,19.8111,77.2363,14.3761,0.058,7.9054,3.7708,94.3717
2023-10-13,38.4108,53.0314,5.2885,18.8605,56.8929,35.3093,0.105,86.3974,19.1616,75.3876,13.8387,0.058,7.5995,3.6451,95.3758
2023-10-16,38.1755,53.2165,5.2696,18.7632,56.2557,35.3093,0.105,85.8616,19.0688,75.072,13.8579,0.058,7.4466,3.5581,95.5002
2023-10-17,38.3637,53.6792,5.3357,19.1521,56.3012,35.5922,0.105,86.7992,19.208,75.4327,14.165,0.058,7.4657,3.5967,98.9047
2023-10-18,38.505,53.8643,5.3168,19.4243,56.6653,35.8279,0.11,85.896,19.3472,75.2524,14.165,0.058,7.2458,3.5967,98.1205
2023-10-19,37.5635,52.8,5.1941,18.8216,55.2999,35.215,0.104,83.8186,18.8832,73.3587,13.9538,0.058,7.1502,3.5291,96.1027
2023-10-20,37.3752,52.2447,5.2035,18.841,54.4351,34.885,0.101,82.8702,19.0688,73.4939,14.2417,0.057,7.0068,3.5291,94.19
2023-10-23,37.1869,52.129,5.1657,18.9285,53.8889,35.1207,0.0995,82.0799,19.092,72.7725,14.021,0.057,7.0307,3.5871,94.4386
2023-10-24,36.9987,52.0133,5.128,19.016,53.3427,35.3565,0.098,81.2896,19.1152,72.0511,13.8003,0.057,7.0546,3.6451,91.8087
2023-10-25,36.9516,52.0596,5.1657,19.4049,53.2062,35.1207,0.11,80.3864,18.976,71.6904,13.6467,0.058,7.1598,3.6838,87.8877
2023-10-26,36.6221,52.3835,5.1563,19.1521,51.9773,35.1207,0.098,80.2961,18.5584,71.3748,13.5892,0.055,7.1311,3.5967,88.758
2023-10-27,37.3282,53.4941,5.1752,19.7354,52.8421,35.6864,0.095,82.0573,19.1616,72.7725,13.8771,0.059,7.3032,3.6354,88.8345
2023-10-30,37.5164,53.4941,5.2791,19.8326,52.0683,35.6864,0.095,81.0638,19.208,73.4038,13.8579,0.061,7.2458,3.7031,87.1896
2023-10-31,37.234,52.9851,5.1469,19.2882,51.1125,35.2622,0.09,80.9735,18.9296,72.4569,13.7619,0.059,7.1693,3.6064,88.3085
2023-11-01,37.234,53.2628,5.1657,19.4438,51.7953,35.5922,0.092,80.7025,19.0688,73.1332,14.1458,0.066,7.2076,3.7224,89.4178
2023-11-02,37.9401,54.0494,5.2507,19.4243,51.8863,36.5821,0.093,81.8315,19.9503,74.4859,14.2801,0.066,7.0451,3.7321,89.59
2023-11-03,38.4579,54.5585,5.3546,19.541,52.9786,37.5721,0.1,82.8251,20.5999,76.4698,14.8368,0.066,7.4083,3.7998,89.5804
2023-11-06,38.6462,55.1138,5.3452,19.0743,53.2972,37.4307,0.1,83.8186,20.4607,75.8097,14.8559,0.073,7.5613,3.8771,87.1704
2023-11-07,37.1869,54.2345,5.2224,18.5299,53.3883,36.7707,0.098,82.2831,19.7183,74.3482,14.3185,0.065,7.4752,3.8191,87.1609
2023-11-08,36.9516,53.6792,5.1563,18.5882,53.0697,36.3936,0.098,80.3412,19.5791,73.5939,14.3377,0.065,7.3318,3.7611,87.486
2023-11-09,36.9045,53.8643,5.1091,18.6271,53.0515,36.3464,0.095,80.4316,19.3936,73.4053,14.2609,0.063,7.3032,3.7321,86.8357
2023-11-10,36.5279,53.309,5.0052,18.6855,52.8669,36.0636,0.092,78.3541,19.1616,72.5096,13.9538,0.061,7.1598,3.6934,86.8357
2023-11-13,36.8574,54.0494,5.0996,18.7632,53.2821,36.4879,0.094,78.8961,19.6255,72.981,14.2226,0.062,7.2458,3.6451,87.027
2023-11-14,37.2811,54.142,5.1563,18.8799,53.8357,36.7707,0.094,79.3928,19.9503,73.4525,14.2609,0.062,7.351,3.6741,86.8166
2023-11-15,38.4579,55.6228,5.2791,19.6868,55.2658,37.855,0.089,82.5089,20.8782,76.1397,14.9711,0.073,7.5517,3.7611,86.3002
2023-11-16,37.9401,55.4377,5.2413,20.0757,54.8045,37.3836,0.093,80.4767,20.2287,75.2911,14.8559,0.073,7.4848,3.7128,86.6444
2023-11-17,37.846,55.1138,5.2035,20.1243,54.4815,37.525,0.093,80.7477,20.2751,74.1596,14.6448,0.067,7.3796,3.6838,85.5255
2023-11-20,38.1755,56.2244,5.2791,20.3187,55.5426,37.7607,0.09,82.1928,20.4607,75.7626,14.8751,0.068,7.4466,3.7224,84.9709
2023-11-21,38.2696,55.9004,5.2885,20.416,55.3119,37.525,0.09,82.0122,20.5999,74.8197,15.0671,0.068,7.4752,3.7128,84.4257
2023-11-22,38.3637,56.2706,5.2507,20.9993,55.1274,37.6664,0.09,81.967,20.7854,75.1968,15.1822,0.068,7.3414,3.6644,85.7646
2023-11-23,38.6462,56.8722,5.2696,20.9993,55.2658,37.9493,0.082,82.4186,20.9246,75.8569,13.0301,0.068,7.3892,3.7224,85.9559
2023-11-24,37.9401,56.4557,5.1941,20.8048,54.8506,37.5721,0.083,81.1993,20.6926,74.8197,12.8932,0.068,7.2267,3.6161,86.4245
2023-11-27,37.7989,56.1781,5.1846,20.416,55.2197,37.7607,0.076,80.4767,20.4607,74.0654,12.0714,0.063,7.0451,3.5677,84.923
2023-11-28,37.5164,55.7616,5.0807,20.0271,55.0351,37.7607,0.085,80.6574,20.3679,73.4053,11.9541,0.063,6.959,3.5484,84.3779
2023-11-29,36.8574,55.9004,5.0052,19.2688,54.8967,37.5721,0.084,79.0316,19.7183,72.0381,11.4649,0.063,6.7392,3.4517,84.6457
2023-11-30,36.8574,56.2244,5.0713,19.7354,54.6199,38.4207,0.081,78.1283,19.7183,72.2738,11.3671,0.063,6.6914,3.4614,87.0079
2023-12-01,37.2811,54.8361,5.0146,20.6104,54.6199,38.1378,0.081,77.4058,19.7183,71.7081,10.8584,0.063,6.5862,3.4034,88.6336
2023-12-04,37.3282,55.3787,5.0524,20.3674,55.0813,38.0435,0.076,77.4058,19.7647,71.8495,10.6237,0.049,6.5862,3.3357,88.1746
2023-12-05,37.3282,55.1916,4.9769,19.9299,54.6199,38.0435,0.067,76.638,19.44,71.5667,10.3693,0.052,6.4524,3.297,87.5052
2023-12-06,37.846,55.6593,5.043,20.7076,54.9429,38.6564,0.068,78.1283,20.0431,72.3681,10.7997,0.052,6.5576,3.3164,86.7114
2023-12-07,37.5635,56.8286,5.0146,21.9715,55.2197,38.9392,0.071,78.6703,19.8111,73.0282,10.7606,0.051,6.5002,3.2487,86.9792
2023-12-08,37.846,57.2496,5.0524,22.6034,55.3581,39.2221,0.069,77.5412,19.7183,72.7924,10.7802,0.051,6.4046,3.2487,87.7251
2023-12-11,37.1399,56.8754,5.0713,22.0687,55.6348,39.5992,0.07,77.5864,20.0431,73.0753,10.8389,0.051,6.2325,3.2197,88.5571
2023-12-12,37.2811,57.4834,5.1374,23.0409,55.9578,40.2592,0.07,78.309,20.3679,73.2167,11.015,0.05,6.3186,3.181,88.4615
2023-12-13,37.1399,57.2028,5.0996,23.1867,55.8655,39.1278,0.072,77.3606,20.6926,73.4996,10.8976,0.05,6.223,3.0553,88.4424
2023-12-14,37.7047,59.3543,5.3357,23.527,56.2807,41.5792,0.07,77.8122,21.3886,75.9983,11.2693,0.053,6.223,3.094,88.9397
2023-12-15,38.8815,59.4947,5.4963,23.4297,56.6036,41.8149,0.079,80.9735,21.8989,78.9685,11.6215,0.05,6.2899,3.2197,88.6049
2023-12-18,38.8345,59.4011,5.4302,23.2353,55.681,42.0978,0.079,79.7541,21.435,77.5541,11.4062,0.052,6.2134,3.1713,89.3126
2023-12-19,38.552,59.214,5.3735,23.1381,55.6348,41.4849,0.077,78.4445,21.435,77.4598,11.4062,0.05,6.1274,3.152,90.948
2023-12-20,38.3167,58.8866,5.4207,23.6728,56.4652,41.3435,0.073,78.6703,21.3422,77.3655,11.4258,0.05,6.1656,3.181,89.963
2023-12-21,38.2696,59.2608,5.4679,23.8672,56.5113,41.6263,0.085,79.3025,21.6206,77.9784,11.641,0.049,6.3473,3.1907,88.4424
2023-12-22,38.505,59.214,5.4679,23.8672,57.0188,41.9563,0.076,80.567,21.5278,78.0256,11.5236,0.049,6.4046,3.1907,90.2307
2023-12-25,38.6619,59.4323,5.4868,23.932,57.2494,41.9878,0.0743,80.8079,21.6051,78.3242,11.5954,0.049,6.4524,3.1939,91.1393
2023-12-26,38.8188,59.6506,5.5057,23.9969,57.4801,42.0192,0.0727,81.0488,21.6824,78.6227,11.6671,0.049,6.5002,3.1971,92.5738
2023-12-27,38.9757,59.8688,5.5246,24.0617,57.7108,42.0506,0.071,81.2896,21.7598,78.9213,11.7388,0.049,6.548,3.2003,94.7638
2023-12-28,39.4935,60.2898,5.6379,24.3047,58.2643,42.3806,0.072,82.6444,22.3629,80.0057,11.8171,0.053,6.787,3.3744,93.3293
2023-12-29,39.3993,60.2898,5.6474,24.4505,58.1259,42.6635,0.074,82.238,22.3165,79.6285,11.8562,0.05,6.8252,3.3937,95.1368
