Date,ASIANPAINT.NS,BHARTIARTL.NS,BPCL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,RELIANCE.NS,SBIN.NS,TCS.NS,TITAN.NS
2023-08-01,3299.49,882.6541,169.3681,1639.8571,2498.1431,969.9915,1325.114,443.0952,1846.4542,2622.0383,9536.0918,1247.9412,601.7587,3378.3335,2992.1094
2023-08-02,3319.1804,869.2408,165.5994,1618.4,2515.6223,962.5791,1317.0092,438.6147,1820.2046,2601.6982,9474.3115,1234.6088,588.5797,3367.1768,2967.4402
2023-08-03,3292.9758,862.9054,165.1059,1606.7097,2498.3389,941.1711,1324.2404,434.7538,1819.7555,2577.8359,9454.4004,1229.4197,580.7609,3327.3457,2892.635
2023-08-04,3296.2327,880.6743,161.696,1629.9424,2493.1492,946.5353,1337.8778,433.7052,1836.4872,2606.4111,9381.7861,1246.1289,563.8445,3370.0146,2894.9272
2023-08-07,3299.5396,882.4067,161.8082,1629.0052,2515.8674,951.5582,1352.0978,433.6575,1829.5448,2615.3411,9434.6855,1253.2296,558.5336,3409.6499,2895.127
2023-08-08,3304.5237,876.4672,160.552,1627.6735,2512.5872,963.6046,1349.3798,431.2266,1825.9987,2611.6699,9453.2607,1245.6819,563.6478,3396.4875,2911.7224
2023-08-09,3287.6953,874.7843,161.6736,1628.2653,2499.2205,964.3977,1353.4567,437.2324,1829.4949,2630.9187,9374.5537,1253.8999,564.2871,3388.5601,2946.2593
2023-08-10,3195.8054,865.9741,162.7055,1613.8126,2484.042,955.8711,1348.3123,430.6546,1798.8784,2622.8818,9309.666,1259.4861,564.1888,3368.5959,2978.803
2023-08-11,3143.939,865.7255,162.2065,1596.9924,2449.8667,944.7171,1331.5687,427.7947,1789.4886,2617.9209,9269.2979,1264.7992,564.6805,3375.1528,3007.4094
2023-08-14,3160.9648,862.2449,161.7529,1589.1989,2480.5168,951.3599,1352.6317,428.2237,1792.1357,2639.1538,9234.4277,1279.7456,551.5507,3376.1804,3000.8308
2023-08-16,3152.5259,852.2009,162.3653,1584.562,2499.6121,948.3359,1376.8489,429.2247,1784.2444,2670.061,9331.4111,1278.7028,556.0256,3384.5479,3001.2795
2023-08-17,3141.866,851.9523,161.9343,1575.7821,2490.4563,943.5274,1370.103,420.4066,1763.7668,2631.8118,9287.5752,1260.2559,562.7135,3362.3816,3061.7317
2023-08-18,3122.4221,851.5048,160.097,1569.3202,2501.7173,942.5359,1348.0211,421.0263,1748.8833,2621.344,9367.5693,1269.5911,563.5003,3295.1975,3040.501
2023-08-21,3140.9287,867.1177,159.7113,1568.087,2509.5513,947.0471,1364.1335,426.8891,1758.4227,2641.4856,9350.4814,1255.738,562.2709,3329.0098,3068.2603
2023-08-22,3138.3621,872.7861,157.375,1561.3787,2512.5378,943.8744,1362.5321,433.0379,1761.1697,2657.9065,9403.085,1255.439,559.1237,3309.9258,3065.5691
2023-08-23,3127.6042,863.3388,156.4223,1565.2261,2520.6167,958.5976,1366.6086,429.4153,1778.1012,2696.4041,9511.1143,1256.8344,567.3852,3325.6821,3059.9873
2023-08-24,3183.6655,864.6316,159.3484,1558.0245,2527.6672,960.6797,1381.7992,429.8443,1779.0001,2667.1836,9484.1191,1235.7061,567.4343,3315.4062,3051.2161
2023-08-25,3216.9272,868.6591,158.8948,1540.4642,2510.3345,962.1174,1378.402,422.6469,1776.9025,2617.8215,9416.7559,1230.0005,560.5498,3309.094,3057.1965
2023-08-28,3217.3223,865.5266,161.1858,1556.4954,2502.6475,962.2661,1374.0826,420.788,1788.3899,2674.3276,9507.8945,1217.7419,563.4019,3303.467,3038.6074
2023-08-29,3242.9841,850.4606,161.8662,1568.8763,2473.7109,959.4899,1376.0239,419.5486,1781.1478,2697.7434,9531.2246,1206.0817,565.369,3304.054,3069.3567
2023-08-30,3251.8672,852.9964,159.666,1557.4325,2479.3906,950.7155,1393.0101,422.1226,1772.9568,2687.8711,9704.7354,1204.9355,558.0419,3318.5381,3072.1475
2023-08-31,3213.7693,851.6539,154.4943,1550.2802,2453.0491,950.5668,1393.3013,419.1673,1756.8245,2681.6201,9910.1943,1199.4292,552.0916,3285.1174,3094.325
2023-09-01,3217.1746,861.151,156.1501,1553.4865,2452.8042,960.4318,1401.4546,420.4543,1769.1609,2681.0249,10234.5811,1202.2445,560.1564,3307.0391,3106.6348
2023-09-04,3193.4863,860.5046,156.377,1563.2039,2449.4749,959.0933,1422.0807,417.0701,1760.2706,2689.9546,10265.4893,1201.2728,566.0574,3345.5,3090.1885
2023-09-05,3181.3958,861.1013,158.8721,1553.6838,2455.0076,960.1344,1435.4755,422.4086,1769.1111,2711.634,10166.0771,1207.7012,563.5494,3356.1182,3125.9216
2023-09-06,3183.3696,875.4214,160.2104,1574.0062,2471.116,949.3275,1434.068,426.5555,1768.3619,2709.1536,10083.6064,1210.2424,561.0907,3356.6562,3165.6917
2023-09-07,3204.146,870.4492,160.8682,1589.1494,2455.3989,957.4079,1423.1483,425.0778,1787.0414,2824.1992,10184.5537,1211.8868,569.4997,3381.4648,3162.4521
2023-09-08,3195.9536,880.9407,164.2026,1601.5304,2461.6174,962.2661,1426.4485,421.9796,1791.2367,2878.969,10235.3232,1219.9595,573.8271,3368.3997,3188.6665
2023-09-11,3217.0261,885.8632,165.0192,1609.8173,2483.6011,969.9003,1433.0974,426.3171,1805.9207,2871.6265,10435.2842,1233.1149,581.941,3406.3223,3202.8201
2023-09-12,3214.5093,885.4655,158.0555,1614.8485,2446.978,982.0458,1457.0236,430.0826,1809.217,2921.1375,10405.3174,1215.3003,578.6463,3504.3337,3175.4097
2023-09-13,3235.1375,910.0783,161.3219,1621.7543,2454.5181,981.3517,1454.3544,432.3229,1822.6024,2884.0786,10375.4014,1221.3796,586.6127,3491.6606,3252.5571
2023-09-14,3198.1252,909.8795,162.7509,1620.7677,2448.8872,979.2697,1462.7017,428.9387,1819.5558,2895.8362,10390.0127,1222.5009,587.4487,3484.0271,3250.7134
2023-09-15,3155.0918,930.962,159.8021,1639.3638,2418.4326,983.9791,1467.2152,427.4134,1811.9142,2885.8645,10426.7656,1224.7682,588.924,3521.4604,3238.0049
2023-09-18,3164.6167,915.1003,163.4768,1607.1044,2436.9895,981.7484,1447.9967,430.9406,1796.3811,2897.0764,10423.6445,1214.1044,593.989,3529.1426,3328.6084
2023-09-20,3172.562,905.653,159.9382,1542.6346,2415.6421,978.7244,1446.4922,431.7986,1787.4908,2867.4592,10249.9355,1187.0461,591.186,3529.0449,3295.8655
2023-09-21,3202.0237,912.8628,161.1631,1532.4241,2422.0071,951.1121,1457.6545,426.6031,1753.7778,2876.7363,10188.0703,1178.4005,578.4496,3508.7378,3293.7227
2023-09-22,3232.2754,906.3491,159.666,1509.0433,2430.9182,942.1888,1452.219,422.4086,1754.527,2895.7371,10436.5732,1173.4922,588.2847,3526.6963,3263.8203
2023-09-25,3280.0461,905.3547,159.6433,1510.3751,2424.4553,948.1872,1430.865,421.9319,1782.4464,2879.8618,10489.127,1166.2667,584.2523,3500.7617,3273.2395
2023-09-26,3249.9919,907.6419,159.5299,1516.9355,2427.4907,940.6025,1417.7614,421.7889,1762.1686,2889.8335,10457.8721,1167.2882,584.5966,3509.1294,3251.9592
2023-09-27,3258.875,915.15,158.3277,1506.281,2449.8174,935.0503,1423.9248,428.1761,1763.2175,2941.9238,10580.8105,1180.4436,580.0232,3512.6526,3204.0659
2023-09-28,3129.134,920.5201,156.0367,1503.1735,2409.2771,934.5546,1397.1837,420.1683,1731.3024,2986.5232,10466.4902,1163.1025,580.2199,3461.2244,3146.9529
2023-09-29,3119.9548,921.266,157.2389,1505.7385,2414.418,943.7753,1393.3013,423.6479,1733.7997,2999.9678,10511.3164,1168.5341,588.678,3453.2488,3138.5305
2023-10-03,3125.6794,920.1721,154.8572,1487.7344,2417.6494,932.2742,1391.8938,419.215,1725.1593,3049.28,10250.085,1155.1544,593.0055,3438.8137,3185.8257
2023-10-04,3128.6895,919.1279,154.8572,1508.9447,2455.7908,922.1117,1401.9399,415.7354,1720.1647,3004.1348,10035.0645,1153.1611,576.5809,3462.2034,3156.322
2023-10-05,3164.5671,923.7024,156.2635,1515.0612,2467.2478,932.8195,1420.479,415.6878,1732.3513,3071.9021,10114.6143,1153.1364,582.3837,3512.7014,3206.0095
2023-10-06,3154.2039,920.9179,157.5111,1513.3842,2447.5161,937.1324,1435.2812,421.5029,1741.9907,3069.5706,10205.6533,1155.0797,584.449,3544.0664,3298.9553
2023-10-09,3111.8123,919.4262,154.2448,1495.8239,2459.1692,930.5887,1432.1266,419.8823,1717.4177,3050.7185,10148.9395,1145.238,575.4499,3560.655,3256.8433
2023-10-10,3110.5288,943.0943,154.4262,1504.308,2463.9675,943.0812,1451.2484,423.6479,1754.1774,3052.0085,10277.9209,1150.2959,581.8919,3551.4067,3258.5376
2023-10-11,3122.7678,950.3041,155.4016,1518.8593,2503.333,944.965,1450.5203,427.3181,1769.4607,3064.6094,10314.6738,1168.559,578.6463,3532.8125,3269.8008
2023-10-12,3118.0305,945.0832,158.1916,1528.9712,2503.9204,946.1052,1422.4689,429.6537,1761.9188,3057.7136,10481.8955,1170.7266,576.3842,3466.9009,3274.2861
2023-10-13,3107.864,948.9119,157.738,1515.0612,2516.1121,943.1804,1389.1276,427.4134,1760.0709,3065.5024,10627.1729,1170.6768,566.6475,3494.5964,3273.0403
2023-10-16,3071.5918,941.3043,157.5338,1508.994,2505.1936,943.2795,1392.0394,427.9854,1747.8344,3077.7065,10604.3379,1168.0607,566.1558,3448.7957,3290.6326
2023-10-17,3073.0723,948.365,160.9136,1520.4377,2503.0884,945.7582,1400.0956,432.2752,1769.6105,3042.3843,10650.2051,1173.6417,566.9426,3432.1587,3297.6597
2023-10-18,3056.1948,947.5693,158.8721,1499.2767,2495.3521,935.6948,1398.2516,430.5593,1751.4803,3021.8457,10687.5029,1158.0696,563.2053,3412.782,3272.0435
2023-10-19,3061.4751,937.7242,160.4599,1494.5414,2495.2053,927.7631,1391.5542,429.3676,1736.5466,3030.5769,10670.9092,1149.1747,561.7792,3390.6067,3273.9373
2023-10-20,3065.4724,939.9618,157.1482,1502.2856,2443.3545,924.7887,1385.342,417.8327,1767.6626,2988.855,10625.291,1145.6617,553.8127,3428.7749,3255.5474
2023-10-23,3032.0625,934.0945,155.515,1485.7614,2431.9463,922.0126,1367.2882,415.5448,1738.8442,2935.2266,10454.9004,1127.7723,543.8301,3345.9634,3209.249
2023-10-25,3021.0078,917.487,154.2221,1476.34,2425.875,908.2808,1347.0342,412.4942,1726.1582,2893.3557,10489.7695,1125.1562,547.0266,3326.2908,3177.4531
2023-10-26,2921.8147,900.4818,151.9765,1443.6859,2424.9934,900.8944,1336.6122,414.0672,1692.9944,2842.2576,10326.6123,1109.4844,537.9783,3273.9451,3090.687
2023-10-27,2916.7314,909.5313,151.9538,1449.3584,2430.5266,904.9594,1357.1613,413.4952,1700.8358,2879.2664,10461.8838,1129.068,551.895,3287.8777,3110.522
2023-10-30,2928.5264,921.1168,157.375,1465.0935,2427.4417,917.0057,1353.9166,410.3493,1715.6196,2903.5259,10300.4092,1152.339,555.8781,3314.9583,3106.2859
2023-10-31,2956.7544,909.3325,158.4411,1456.6094,2432.4358,907.5372,1345.4119,408.395,1737.4957,2906.2048,10295.0596,1140.0806,556.2224,3305.3425,3179.2471
2023-11-01,2896.3992,908.3878,161.9116,1454.6364,2420.9299,906.2483,1331.4012,408.109,1722.5121,2872.718,10132.0488,1144.8145,557.0583,3267.9592,3163.05
2023-11-02,2916.978,918.7301,163.5675,1456.856,2453.0381,912.098,1347.1326,411.0166,1735.7975,2895.3401,10207.1895,1156.1759,562.6643,3296.8555,3191.0586
2023-11-03,2944.2673,925.5919,163.9985,1463.7617,2475.1833,925.8297,1365.7151,413.0185,1731.3524,2888.5435,10180.1445,1155.9268,568.6146,3287.8286,3263.8203
2023-11-06,2995.137,933.9951,166.1534,1474.3668,2463.4939,937.3803,1379.7257,415.0205,1738.2948,2952.2427,10188.6143,1165.5442,564.8772,3316.626,3256.3948
2023-11-07,2999.1414,931.9564,169.1248,1467.2145,2462.5569,940.0076,1380.7089,412.4942,1749.3326,2938.2031,10157.3604,1157.9698,570.1881,3307.0103,3259.5344
2023-11-08,3060.3433,931.5586,174.2966,1471.4567,2485.146,927.7631,1367.6323,416.5457,1744.3381,2973.0789,10225.7139,1163.9994,570.7291,3317.9016,3301.0486
2023-11-09,3045.4629,927.183,174.0017,1465.6361,2443.075,929.3494,1351.7045,414.1148,1743.0396,3001.2576,10303.0342,1151.3673,568.8112,3284.4438,3273.0403
2023-11-10,3041.7551,930.3156,174.2285,1471.4072,2452.7915,930.5887,1345.8544,416.1644,1743.5389,3009.592,10291.5918,1153.5349,569.9423,3270.707,3245.7297
2023-11-13,3050.8022,929.8183,175.6122,1468.7437,2444.5054,926.4742,1350.4755,415.6401,1746.286,3024.7231,10301.1025,1153.3855,571.7617,3268.8428,3254.1023
2023-11-15,3081.0569,944.7352,178.0846,1484.1335,2452.6433,933.0674,1386.8047,421.3123,1767.5627,3041.0447,10358.2129,1174.2396,575.0565,3340.2236,3285.2004
2023-11-16,3094.9978,944.2877,180.852,1488.0303,2457.3782,928.0109,1420.6268,418.1664,1770.9091,3027.3523,10386.3965,1176.3574,575.0073,3432.0127,3325.0698
2023-11-17,3133.1626,942.0501,177.0412,1484.8241,2494.4678,913.9817,1413.4003,418.7383,1762.6681,3084.7512,10425.0322,1173.7911,553.7635,3436.5259,3327.9607
2023-11-20,3104.9346,956.072,177.8351,1484.9227,2472.4211,913.5851,1412.4662,416.4027,1768.6116,3064.7087,10467.3818,1170.7017,554.452,3453.3535,3334.9377
2023-11-21,3097.9148,965.4696,176.0205,1497.5009,2471.2375,918.1954,1414.8259,415.8784,1765.2651,3050.8677,10436.5732,1185.4266,552.2391,3444.1301,3383.3792
2023-11-22,3097.6672,964.3757,182.4171,1492.1737,2487.6614,914.874,1433.3102,419.1673,1743.7389,3058.2595,10396.3525,1190.0609,549.7312,3463.7046,3418.6638
2023-11-23,3087.7307,971.2375,186.5908,1500.8059,2485.6885,915.1219,1424.9037,419.787,1737.3959,3021.8953,10390.3594,1193.6986,550.7147,3442.217,3397.2837
2023-11-24,3100.7817,967.7569,186.2732,1511.4603,2481.0522,921.4673,1413.2528,417.356,1742.0906,3030.4282,10417.2559,1192.9012,551.1081,3392.0298,3385.8711
2023-11-28,3112.8445,979.4418,192.5791,1508.0569,2476.4656,917.6006,1418.4637,414.9251,1740.3425,3026.2114,10438.9502,1193.1504,555.1405,3404.834,3431.1726
2023-11-29,3112.8445,989.8836,194.4618,1538.146,2490.7686,931.5802,1435.0798,416.7841,1751.5303,3059.698,10500.0732,1196.2898,559.222,3447.6135,3418.1155
2023-11-30,3084.7151,1009.0766,197.6601,1537.8007,2510.9905,926.9699,1430.7046,415.4494,1753.5281,3084.9495,10509.4346,1184.7041,555.4355,3421.9556,3479.2156
2023-12-01,3137.6116,1009.0766,198.7035,1534.4465,2528.8445,938.6196,1427.9025,428.7957,1748.5835,3165.7642,10486.6504,1193.1007,562.3201,3445.553,3478.1191
2023-12-04,3158.5234,1027.1758,209.3646,1587.719,2566.97,982.7398,1439.75,432.8472,1816.5591,3287.7058,10500.2715,1206.0068,584.8916,3446.3374,3477.0227
2023-12-05,3189.8657,1025.3857,214.2188,1601.8263,2528.45,1004.7999,1429.5248,430.6546,1826.4481,3289.5908,10621.5762,1214.7522,598.2181,3465.1277,3533.7373
2023-12-06,3215.8694,1018.7725,214.5136,1605.8712,2532.7903,994.687,1449.533,441.6176,1819.4059,3365.8416,10526.3252,1226.3877,598.4148,3536.2629,3535.3318
2023-12-07,3215.1277,994.4581,215.3529,1608.4854,2484.061,990.4732,1441.274,436.7081,1824.8499,3329.428,10596.5625,1224.3695,601.6112,3546.8596,3573.7063
2023-12-08,3195.551,994.7067,213.4249,1630.929,2488.0562,1002.222,1466.0999,428.1761,1836.4371,3352.0996,10519.1924,1223.7217,604.0208,3558.4373,3622.7957
2023-12-11,3196.5398,995.3033,211.1792,1628.7585,2469.6592,1008.4187,1463.4943,431.3219,1842.0311,3359.3923,10443.1113,1225.5156,604.1191,3574.3325,3618.6594
2023-12-12,3188.3826,989.7344,212.6283,1612.5795,2468.7712,1007.0307,1451.2535,431.9416,1822.3527,3316.3306,10241.6641,1207.9253,602.2997,3602.9829,3559.752
2023-12-13,3207.0696,994.3586,212.6045,1608.9293,2477.7971,1005.246,1424.658,434.3725,1824.2006,3373.2832,10282.9238,1212.8585,609.6267,3525.9116,3590.6013
2023-12-14,3204.7957,999.6293,211.7493,1627.92,2482.1868,1024.8275,1476.2268,438.6147,1851.8203,3406.3235,10256.3252,1227.9075,613.3641,3598.2244,3579.6868
2023-12-15,3276.5273,987.0494,213.3171,1634.2339,2488.6477,1028.5455,1551.8842,436.8034,1848.5739,3460.7952,10190.1504,1243.5793,637.5583,3788.3274,3588.8071
2023-12-18,3294.4727,984.7621,212.4857,1633.3953,2501.0767,1012.7316,1538.0701,430.5593,1844.9279,3464.3672,10223.0391,1256.2363,637.8043,3786.5613,3607.7949
2023-12-19,3298.4275,982.9721,213.6735,1630.6331,2525.9346,1006.7828,1532.1218,434.8015,1844.5284,3471.6597,10137.8438,1274.7236,644.5905,3744.3706,3598.6746
2023-12-20,3259.9661,966.1657,208.78,1634.6777,2522.7781,998.0579,1510.5896,429.9396,1824.5004,3391.8372,9986.9199,1259.3009,625.953,3708.9009,3542.5085
2023-12-21,3265.7007,972.4806,213.5784,1663.9775,2518.5366,995.8271,1510.1963,430.3687,1850.6716,3397.4431,9919.1592,1276.9412,633.1326,3716.2107,3568.324
2023-12-22,3303.6184,984.066,212.2007,1648.3412,2540.6323,985.8133,1536.6444,433.9435,1858.4631,3450.8235,10121.5488,1278.1869,626.248,3752.0239,3615.5198
2023-12-26,3345.1943,994.3089,214.5524,1659.7849,2549.6582,986.6064,1518.0128,435.1352,1884.7842,3462.8291,10174.5479,1284.6649,627.5266,3724.1091,3644.7739
2023-12-27,3366.0562,1015.5406,216.0252,1680.3541,2572.8884,993.6955,1540.7739,435.7548,1900.2672,3516.3584,10192.2305,1289.05,637.8534,3739.4646,3677.2178
2023-12-28,3358.9373,1030.9546,221.2987,1682.2777,2598.0422,997.3143,1536.3987,442.4279,1919.2465,3490.6108,10175.4883,1298.3684,640.6564,3728.3772,3702.9834
2023-12-29,3364.0291,1026.4796,214.101,1686.2239,2627.783,988.0937,1516.9805,440.5213,1906.011,3498.4988,10205.9512,1288.1031,631.4606,3721.9998,3663.4626
