Date,ASIANPAINT.NS,BHARTIARTL.NS,BPCL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,RELIANCE.NS,SBIN.NS,TCS.NS,TITAN.NS
2023-01-02,2987.737548828125,805.2925415039062,149.7842254638672,1588.5416259765625,2484.99560546875,880.1657104492188,1459.6324462890625,310.4675598144531,1821.5521240234375,2036.105224609375,8247.0615234375,1180.5860595703125,590.6256103515625,3152.5322265625,2540.4501953125
2023-01-03,2969.10888671875,809.3511962890625,151.13018798828125,1598.92919921875,2469.114990234375,879.0928344726562,1458.2437744140625,308.83526611328125,1829.337158203125,2035.618408203125,8226.8935546875,1171.9466552734375,590.8185424804688,3200.765625,2587.828369140625
2023-01-04,2957.931884765625,803.6097412109375,150.88340759277344,1570.3515625,2463.335693359375,876.8984375,1431.665771484375,305.010986328125,1817.26025390625,2017.68798828125,8266.19921875,1154.3013916015625,583.872314453125,3203.955322265625,2571.9365234375
2023-01-05,2945.67578125,798.9570922851562,153.59780883789062,1560.2568359375,2509.569580078125,857.4411010742188,1412.8934326171875,311.02728271484375,1816.8111572265625,2034.05908203125,8303.7861328125,1152.239013671875,583.7757568359375,3200.524169921875,2536.836181640625
2023-01-06,2920.232421875,787.9691162109375,154.65216064453125,1555.0875244140625,2502.527587890625,848.6145629882812,1387.3212890625,312.5196533203125,1783.37548828125,2033.279541015625,8227.1875,1162.7115478515625,579.482666015625,3104.29833984375,2513.07275390625
2023-01-09,2925.8701171875,811.133056640625,155.5718994140625,1558.1109619140625,2548.76220703125,851.7843017578125,1421.7528076171875,315.3179016113281,1808.4273681640625,2067.531982421875,8221.2509765625,1190.164794921875,586.2841796875,3209.078369140625,2460.149658203125
2023-01-10,2902.53515625,784.8508911132812,155.84107971191406,1529.631103515625,2567.994140625,840.08056640625,1407.6737060546875,310.9806213378906,1792.108642578125,2052.8662109375,8138.95947265625,1172.5654296875,574.176513671875,3176.64892578125,2443.86181640625
2023-01-11,2882.974365234375,757.8263549804688,158.15167236328125,1551.673828125,2518.845703125,844.9083862304688,1409.1103515625,309.4881896972656,1798.396484375,2071.089111328125,8130.4208984375,1157.78466796875,575.671875,3217.53662109375,2413.365478515625
2023-01-12,2859.002197265625,749.2636108398438,154.8091583251953,1559.9642333984375,2515.73779296875,839.39794921875,1418.0654296875,307.6693115234375,1776.08935546875,2104.610595703125,8213.595703125,1132.783203125,573.935302734375,3222.997314453125,2422.474853515625
2023-01-13,2852.334716796875,756.5889282226562,157.07489013671875,1561.1834716796875,2548.713623046875,851.8818359375,1440.1419677734375,306.643310546875,1776.8878173828125,2098.4228515625,8296.23046875,1130.9500732421875,578.9520263671875,3261.855224609375,2393.364990234375
2023-01-16,2859.10009765625,751.4909057617188,156.55894470214844,1546.2119140625,2522.58544921875,843.8843383789062,1461.0692138671875,307.995849609375,1781.3792724609375,2082.636474609375,8224.2919921875,1120.179443359375,581.7498168945312,3230.36572265625,2382.126953125
2023-01-17,2883.46484375,757.9747924804688,156.3121795654297,1569.22998046875,2591.01416015625,843.786865234375,1474.477783203125,309.907958984375,1794.20458984375,2156.598876953125,8321.697265625,1136.0831298828125,572.0540161132812,3273.33642578125,2384.2060546875
2023-01-18,2887.72998046875,768.71533203125,155.25782775878906,1596.9296875,2609.128662109375,848.0293579101562,1480.128662109375,312.1465759277344,1795.6517333984375,2208.63525390625,8336.1240234375,1134.2041015625,570.6068115234375,3284.57568359375,2400.197021484375
2023-01-19,2810.1748046875,764.2112426757812,156.87298583984375,1603.56201171875,2573.724609375,844.7620849609375,1473.903076171875,309.81463623046875,1763.912841796875,2215.06689453125,8343.5830078125,1132.9896240234375,569.0631713867188,3268.201416015625,2361.531982421875
2023-01-20,2733.354736328125,756.7374877929688,155.39244079589844,1619.9964599609375,2475.622802734375,848.8583374023438,1461.116943359375,312.09991455078125,1759.521240234375,2192.5078125,8282.8828125,1119.5150146484375,571.3304443359375,3258.5126953125,2347.91748046875
2023-01-23,2730.0703125,764.9042358398438,156.85057067871094,1631.846923828125,2521.9052734375,850.1751098632812,1482.61865234375,315.0380859375,1780.3311767578125,2176.477783203125,8260.6044921875,1113.8546142578125,579.2896728515625,3308.70166015625,2341.38232421875
2023-01-24,2755.709716796875,767.824462890625,156.55894470214844,1653.6947021484375,2525.887939453125,849.2484741210938,1486.3541259765625,316.1574401855469,1756.876220703125,2151.1416015625,8537.0673828125,1107.27783203125,573.4046020507812,3329.43603515625,2347.372802734375
2023-01-25,2720.80517578125,768.6658935546875,155.5718994140625,1607.9998779296875,2547.111083984375,834.1800537109375,1477.8299560546875,316.4372253417969,1746.4462890625,2119.178955078125,8620.78125,1091.9698486328125,548.6585693359375,3323.08984375,2333.362548828125
2023-01-27,2669.477294921875,766.68603515625,150.99559020996094,1575.9598388671875,2537.203369140625,797.0208129882812,1454.9873046875,322.73333740234375,1709.816650390625,2104.7080078125,8575.0478515625,1071.2537841796875,520.9217529296875,3304.971435546875,2308.262451171875
2023-01-30,2712.1767578125,762.429443359375,150.34503173828125,1574.3505859375,2494.466064453125,803.1652221679688,1473.807373046875,321.6139831542969,1722.94140625,2058.956787109375,8653.0693359375,1081.520263671875,519.2333984375,3326.868408203125,2312.52001953125
2023-01-31,2672.61474609375,762.5284423828125,154.0015869140625,1563.9630126953125,2502.81884765625,811.3578491210938,1468.9705810546875,328.65631103515625,1727.6822509765625,2070.163330078125,8729.9140625,1078.8160400390625,533.9942016601562,3254.2490234375,2353.709716796875
2023-02-01,2690.165283203125,761.3405151367188,150.1655731201172,1587.420166015625,2500.390625,827.0115356445312,1485.587890625,337.0977478027344,1741.35595703125,2090.7734375,8605.814453125,1072.422607421875,508.7657165527344,3302.355224609375,2322.767578125
2023-02-02,2652.809326171875,769.9032592773438,149.04393005371094,1563.8167724609375,2559.25244140625,836.7158203125,1516.8587646484375,353.1411437988281,1758.373291015625,2090.1396484375,8705.232421875,1066.4873046875,509.4892883300781,3352.786376953125,2285.340576171875
2023-02-03,2706.489990234375,784.9004516601562,146.57630920410156,1617.8995361328125,2572.753662109375,842.4700927734375,1531.847900390625,355.05328369140625,1776.8878173828125,2111.2373046875,8776.0400390625,1067.4268798828125,525.02197265625,3374.00537109375,2438.812255859375
2023-02-06,2700.410888671875,781.2872314453125,149.73934936523438,1611.0234375,2561.923583984375,832.6195678710938,1503.5457763671875,357.6183776855469,1743.6517333984375,2101.053955078125,8742.3779296875,1059.38330078125,526.1796875,3352.3505859375,2433.762451171875
2023-02-07,2704.185791015625,777.9710693359375,149.021484375,1613.4129638671875,2526.567626953125,831.6929321289062,1496.41064453125,348.1509094238281,1771.9971923828125,2110.01904296875,8599.5341796875,1056.839599609375,527.8197021484375,3364.55859375,2422.771728515625
2023-02-08,2711.58837890625,767.2799682617188,149.94125366210938,1613.2178955078125,2508.69580078125,837.8861083984375,1523.32373046875,350.2962646484375,1762.1162109375,2076.44873046875,8670.4404296875,1077.9453125,530.3764038085938,3410.630126953125,2442.426025390625
2023-02-09,2759.631591796875,758.915283203125,149.71690368652344,1609.85302734375,2512.48388671875,839.544189453125,1548.7044677734375,349.08367919921875,1767.505859375,2092.575927734375,8637.5634765625,1079.8243408203125,531.389404296875,3430.73486328125,2438.267822265625
