Date,ALFA.ST,ASSA-B.ST,ATCO-A.ST,AXFO.ST,CAST.ST,ERIC-B.ST,HM-B.ST,KINV-B.ST,LIAB.ST,NWG.ST,SAAB-B.ST,SAND.ST,SWED-A.ST,TEL2-B.ST,VOLV-B.ST
2023-01-17,316.1297302246094,236.34097290039062,128.1053009033203,254.52224731445312,125.75469970703125,56.574363708496094,118.06564331054688,166.64999389648438,145.89637756347656,154.7849884033203,104.20185089111328,200.53521728515625,150.72457885742188,82.7958755493164,182.99237060546875
2023-01-18,316.6139831542969,237.3048553466797,130.43272399902344,257.3810119628906,122.52052307128906,56.84376907348633,118.67357635498047,166.75,145.8016357421875,156.81436157226562,104.42288208007812,203.86953735351562,152.9084014892578,81.17481994628906,185.5857391357422
2023-01-19,308.5751647949219,232.6782684326172,125.29298400878906,258.3031921386719,120.79843139648438,55.59553527832031,115.44975280761719,156.6999969482422,138.60154724121094,153.12460327148438,105.18418884277344,195.20030212402344,151.77603149414062,80.80877685546875,180.5536651611328
2023-01-20,317.87310791015625,234.31683349609375,128.4738006591797,259.68646240234375,123.40257263183594,52.98234176635742,115.87345886230469,153.89999389648438,140.49632263183594,151.46421813964844,105.6016845703125,204.63165283203125,152.94883728027344,81.7151870727539,183.8568115234375
2023-01-23,322.0378112792969,239.52174377441406,130.60726928710938,259.68646240234375,126.34272766113281,54.48200988769531,116.88665771484375,161.85000610351562,142.77003479003906,154.0470428466797,104.47199249267578,206.82276916503906,153.27236938476562,81.80233001708984,185.90423583984375
2023-01-24,315.9360656738281,235.666259765625,128.6483612060547,254.15338134765625,127.30877685546875,53.58400344848633,118.50778198242188,162.5,142.01211547851562,151.83319091796875,104.59477996826172,206.82276916503906,156.66944885253906,81.36656188964844,187.58763122558594
2023-01-25,313.4178466796875,234.79876708984375,128.41561889648438,253.6923065185547,127.43478393554688,53.108062744140625,117.5866928100586,161.75,139.16998291015625,148.8813934326172,104.61934661865234,206.15589904785156,156.3054656982422,80.65190124511719,187.67864990234375
2023-01-26,312.83673095703125,236.82290649414062,120.7157211303711,246.0381622314453,126.51073455810547,54.0599479675293,120.84735107421875,167.35000610351562,141.72792053222656,151.09524536132812,105.69991302490234,205.2032470703125,155.25399780273438,80.58218383789062,184.0843048095703
2023-01-27,313.7083740234375,238.1723175048828,120.13386535644531,245.94593811035156,129.3668975830078,54.27547073364258,115.87345886230469,167.0,143.90687561035156,150.3572998046875,104.98772430419922,208.156494140625,158.89369201660156,82.56927490234375,187.0416717529297
2023-01-30,314.6769104003906,237.78675842285156,119.92052459716797,248.7124786376953,122.98255157470703,54.29343032836914,118.82095336914062,163.75,140.02261352539062,150.3572998046875,105.208740234375,205.9653778076172,159.33856201171875,81.83718872070312,187.5421600341797
2023-01-31,316.71087646484375,236.5337371826172,119.61019897460938,247.97470092773438,119.95838928222656,54.22159194946289,118.01038360595703,160.5500030517578,140.02261352539062,150.72625732421875,104.88948822021484,205.2032470703125,162.08856201171875,78.61250305175781,188.22462463378906
2023-02-01,319.9070129394531,239.6181182861328,120.03689575195312,233.5886993408203,122.47852325439453,54.54487228393555,120.05521392822266,163.5500030517578,143.33843994140625,153.67807006835938,105.87183380126953,207.48963928222656,167.5076904296875,78.43820190429688,189.27105712890625
2023-02-02,347.8976745605469,248.3893585205078,126.06879425048828,228.1478271484375,137.01129150390625,56.21516036987305,126.30021667480469,191.75,151.9595947265625,161.61102294921875,104.88948822021484,213.11033630371094,168.23562622070312,82.09864807128906,194.548828125
2023-02-03,343.15185546875,259.28106689453125,126.4566879272461,228.70114135742188,132.3490447998047,56.18821716308594,126.6502456665039,183.89999389648438,152.0543212890625,155.52294921875,105.69991302490234,214.3488006591797,167.10328674316406,80.44273376464844,191.72793579101562
2023-02-06,332.4979553222656,254.36534118652344,123.72198486328125,231.83653259277344,124.36862182617188,55.326133728027344,124.0711898803711,174.14999389648438,148.17007446289062,157.92127990722656,105.77359008789062,209.68075561523438,164.0297393798828,79.3271713256836,188.22462463378906
2023-02-07,330.85150146484375,253.01589965820312,123.93533325195312,228.70114135742188,126.0067138671875,54.6167106628418,123.37115478515625,173.85000610351562,146.27532958984375,158.65924072265625,105.6016845703125,210.6334228515625,162.8973846435547,80.35558319091797,188.90708923339844
2023-02-08,331.5294189453125,250.0279083251953,123.74137115478516,228.4244842529297,127.68679809570312,54.77835464477539,125.17649841308594,172.89999389648438,144.00161743164062,155.33843994140625,107.00152587890625,211.58609008789062,164.0297393798828,81.05281066894531,187.17816162109375
2023-02-09,331.14202880859375,249.35324096679688,123.50863647460938,235.34083557128906,122.73053741455078,54.0599479675293,123.6290512084961,167.39999389648438,143.05422973632812,151.64869689941406,105.5771255493164,210.44288635253906,163.787109375,80.1812744140625,188.40660095214844
2023-02-10,324.6528625488281,245.40135192871094,121.2975845336914,235.06417846679688,123.27656555175781,53.557064056396484,119.2999267578125,161.0,141.06471252441406,154.7849884033203,118.0774154663086,205.2032470703125,163.30178833007812,80.6170425415039,185.17625427246094
2023-02-13,335.5972900390625,246.84715270996094,123.35346984863281,234.60308837890625,116.2201919555664,53.700748443603516,118.01038360595703,166.5,146.27532958984375,156.26089477539062,126.77113342285156,206.5369873046875,166.29446411132812,79.85009002685547,187.2691650390625
2023-02-14,334.53192138671875,245.4977264404297,122.28673553466797,233.9575653076172,121.9324951171875,53.844425201416016,117.66036987304688,163.14999389648438,148.07534790039062,156.44537353515625,125.54322052001953,205.29852294921875,164.6768035888672,81.48857879638672,186.85968017578125
2023-02-15,342.8612976074219,248.1001739501953,123.87714385986328,236.17080688476562,120.5044174194336,54.508949279785156,117.1998291015625,163.85000610351562,145.8016357421875,154.969482421875,127.26229858398438,208.7281036376953,165.162109375,81.20968627929688,189.54405212402344
2023-02-16,343.829833984375,246.94354248046875,122.267333984375,234.6953125,116.13618469238281,54.69753646850586,119.02360534667969,165.6999969482422,145.04373168945312,155.52294921875,131.14256286621094,208.9186248779297,169.0444793701172,81.05281066894531,189.81703186035156
2023-02-17,340.4399719238281,246.4615936279297,121.49153137207031,235.9863739013672,115.25413513183594,54.15873336791992,120.20259094238281,160.75,142.2963409423828,158.8437042236328,129.86550903320312,208.0612335205078,168.72093200683594,81.61058807373047,190.49952697753906
2023-02-20,337.53436279296875,242.99168395996094,121.82125091552734,233.03538513183594,114.58209991455078,53.71870803833008,118.61832427978516,159.10000610351562,139.0752410888672,159.3971710205078,130.50404357910156,208.8233642578125,169.85328674316406,82.23809814453125,188.7705841064453
2023-02-21,330.2703552246094,240.7747802734375,120.34721374511719,233.1276092529297,111.68394470214844,53.117042541503906,117.29193115234375,153.75,138.03311157226562,157.73678588867188,136.5945587158203,203.77426147460938,171.8753662109375,82.32524871826172,186.95066833496094
2023-02-22,329.0112609863281,246.07606506347656,121.00664520263672,232.8509521484375,111.7259521484375,52.443538665771484,116.42610931396484,155.5500030517578,136.51731872558594,155.33843994140625,136.93836975097656,204.34585571289062,168.8826904296875,83.99860382080078,187.8151397705078
2023-02-23,330.1734924316406,245.78689575195312,120.63813781738281,232.02101135253906,112.27198028564453,52.515380859375,115.79977416992188,156.60000610351562,138.3173370361328,153.30909729003906,140.03274536132812,205.48904418945312,171.8753662109375,82.32524871826172,188.95257568359375
2023-02-24,328.5270080566406,244.7266387939453,119.61019897460938,231.83653259277344,109.62583923339844,52.03045654296875,115.57870483398438,153.6999969482422,135.28573608398438,149.2503662109375,144.5023956298828,202.53579711914062,172.27976989746094,82.23809814453125,186.7231903076172
2023-02-27,331.33575439453125,246.65435791015625,120.0950698852539,234.4186553955078,111.51593780517578,52.50640106201172,120.44207763671875,154.9499969482422,138.2226104736328,154.2315216064453,146.22149658203125,203.96478271484375,177.05181884765625,83.17935180664062,188.04263305664062
2023-02-28,334.1445007324219,245.88330078125,120.90968322753906,231.19102478027344,112.43998718261719,52.174137115478516,121.6210708618164,156.14999389648438,137.7489013671875,155.89190673828125,148.43177795410156,205.5843048095703,172.9268341064453,83.96372985839844,190.9089813232422
2023-03-01,337.53436279296875,244.5338592529297,120.11446380615234,226.76455688476562,107.77774047851562,51.689208984375,120.5710220336914,152.6999969482422,136.9910125732422,156.44537353515625,148.87380981445312,207.48963928222656,169.6106414794922,82.39498138427734,191.68243408203125
2023-03-02,336.7595520019531,245.4977264404297,118.17495727539062,229.07000732421875,108.40777587890625,51.90473175048828,121.584228515625,153.35000610351562,138.50680541992188,157.55230712890625,148.57911682128906,207.29910278320312,170.82388305664062,82.49955749511719,193.7753448486328
2023-03-03,343.0550231933594,250.70265197753906,121.51093292236328,228.88555908203125,110.17186737060547,54.14974594116211,122.68952941894531,159.25,139.54891967773438,162.53346252441406,150.93673706054688,211.96714782714844,172.52239990234375,83.73713684082031,198.1886444091797
2023-03-06,345.57318115234375,249.6423797607422,122.44189453125,227.5945281982422,111.43193817138672,53.727691650390625,124.90018463134766,160.8000030517578,140.49632263183594,160.68858337402344,152.95054626464844,213.11033630371094,173.08859252929688,84.93985748291016,199.28057861328125
2023-03-07,343.3455810546875,249.44956970214844,120.65753936767578,230.26882934570312,109.03780364990234,53.557064056396484,123.0948257446289,159.0,139.26470947265625,159.21270751953125,154.32582092285156,209.20443725585938,171.79446411132812,84.08574676513672,197.59716796875
2023-03-08,344.6046447753906,250.89537048339844,120.83209228515625,229.07000732421875,107.81974029541016,53.673805236816406,124.0711898803711,159.4499969482422,139.3594512939453,154.6005096435547,152.90139770507812,209.3949737548828,173.41212463378906,85.54993438720703,196.68722534179688
2023-03-09,342.2801513671875,252.34120178222656,120.75450897216797,229.07000732421875,103.5775146484375,54.29343032836914,125.02912139892578,157.5,140.78053283691406,154.0470428466797,153.68728637695312,205.6795654296875,170.82388305664062,85.8985366821289,196.00473022460938
2023-03-10,335.2098693847656,246.07606506347656,119.3774642944336,225.65792846679688,100.80536651611328,52.91948318481445,121.8421401977539,144.75,142.10684204101562,153.67807006835938,150.59291076660156,198.153564453125,160.9966583251953,85.04444885253906,191.136474609375
2023-03-13,331.9168701171875,242.41334533691406,118.27193450927734,222.61471557617188,104.20755004882812,52.892539978027344,122.3947982788086,146.4499969482422,139.73841857910156,150.1728057861328,148.57911682128906,194.34291076660156,156.06280517578125,85.0618667602539,183.99330139160156
2023-03-14,344.9920654296875,246.26882934570312,121.64669799804688,221.96920776367188,105.67762756347656,52.01249313354492,123.7211685180664,147.3000030517578,143.81214904785156,152.9401092529297,154.17845153808594,200.82101440429688,157.96356201171875,85.13159942626953,187.99713134765625
2023-03-15,329.0112609863281,237.4976043701172,115.90570831298828,225.28907775878906,101.72941589355469,50.5128288269043,113.2391357421875,140.3000030517578,141.06471252441406,149.4348602294922,147.15472412109375,189.6272430419922,149.8753204345703,85.2884750366211,178.04220581054688
2023-03-16,336.2752990722656,245.30496215820312,118.95075988769531,222.43028259277344,102.23344421386719,50.54874801635742,115.4865951538086,142.10000610351562,146.27532958984375,153.12460327148438,147.64590454101562,193.96185302734375,147.2061767578125,85.1490249633789,180.7538604736328
2023-03-17,324.26544189453125,239.8109130859375,116.8754653930664,216.15943908691406,100.34334564208984,50.054847717285156,113.0364990234375,138.1999969482422,140.2121124267578,149.9883270263672,142.97976684570312,191.00860595703125,141.58485412597656,87.01410675048828,178.56997680664062
2023-03-20,335.3067626953125,242.5097198486328,119.82353973388672,222.5225067138672,99.75531005859375,50.25239944458008,112.7785873413086,141.60000610351562,140.78053283691406,149.9883270263672,144.89532470703125,194.6287078857422,143.9708709716797,87.41502380371094,180.00770568847656
2023-03-21,337.4375305175781,243.47361755371094,120.07568359375,232.3898468017578,97.0251693725586,50.42302322387695,114.69445037841797,145.6999969482422,143.62265014648438,149.9883270263672,148.28440856933594,196.7245635986328,147.44883728027344,85.96826934814453,185.2217559814453
2023-03-22,338.9871826171875,238.557861328125,120.59935760498047,231.2832489013672,95.34507751464844,50.62956619262695,115.00762939453125,145.75,140.11734008789062,147.7744598388672,148.72647094726562,197.2008819580078,146.76132202148438,85.5673599243164,185.5402374267578
2023-03-23,341.40850830078125,235.08792114257812,123.4504623413086,229.3609619140625,95.72309875488281,50.41404724121094,114.16022491455078,147.0,142.95948791503906,150.3572998046875,150.7402801513672,196.81983947753906,142.0701446533203,86.99668884277344,183.58383178710938
2023-03-24,329.59234619140625,226.4130859375,116.31301879882812,231.142578125,93.24496459960938,50.566707611083984,111.63642883300781,142.14999389648438,136.612060546875,146.66754150390625,151.96820068359375,190.8180694580078,140.4120635986328,85.72423553466797,179.38893127441406
2023-03-27,336.17840576171875,229.88302612304688,119.51321411132812,225.23509216308594,93.83300018310547,51.4647102355957,112.39173126220703,145.60000610351562,139.54891967773438,147.40548706054688,153.63816833496094,193.2949676513672,138.30909729003906,87.1361312866211,182.17340087890625
2023-03-28,340.4399719238281,232.00355529785156,120.42478942871094,224.86000061035156,91.90089416503906,51.1324462890625,112.28120422363281,144.60000610351562,139.73841857910156,145.5606231689453,154.57139587402344,196.53404235839844,138.59219360351562,86.59577178955078,184.49378967285156
2023-03-29,345.3794860839844,234.99156188964844,121.53031921386719,229.82981872558594,94.96705627441406,51.814937591552734,113.16545104980469,148.85000610351562,141.06471252441406,147.95895385742188,154.57139587402344,203.2979278564453,140.77601623535156,88.63516998291016,186.26820373535156
2023-03-30,347.7039794921875,238.1723175048828,123.66378784179688,235.5497589111328,100.76336669921875,55.171180725097656,131.6241455078125,152.0,145.8016357421875,150.1728057861328,155.11167907714844,206.72750854492188,144.69882202148438,87.76363372802734,191.59146118164062
2023-03-31,358.06732177734375,239.32896423339844,127.56224060058594,237.42515563964844,101.14138793945312,55.722896575927734,136.15591430664062,154.5,150.25430297851562,150.1728057861328,154.96434020996094,209.3949737548828,145.5542755126953,89.98605346679688,194.5943145751953
2023-04-03,356.22705078125,234.41322326660156,126.60215759277344,236.95631408691406,100.72136688232422,55.428646087646484,135.0874481201172,152.6999969482422,146.74900817871094,145.3761444091797,154.3749237060547,209.10916137695312,144.7843780517578,89.11450958251953,194.09384155273438
2023-04-04,354.7742614746094,232.19631958007812,126.60215759277344,240.5195770263672,102.19144439697266,55.419456481933594,137.8875732421875,156.1999969482422,146.4647979736328,143.9002227783203,158.64813232421875,208.7281036376953,145.041015625,88.67874145507812,196.18675231933594
2023-04-05,350.5127258300781,221.6901397705078,124.32322692871094,244.08279418945312,99.29328918457031,55.998756408691406,136.39540100097656,155.14999389648438,141.91738891601562,139.4725341796875,157.37106323242188,202.91685485839844,144.9982452392578,89.98605346679688,178.91929626464844
2023-04-06,348.3819580078125,220.6298828125,122.33522033691406,243.33265686035156,100.25933837890625,57.19412612915039,139.08497619628906,159.5,139.26470947265625,139.8415069580078,156.20718383789062,202.72633361816406,148.76219177246094,91.51123046875,180.2924041748047
2023-04-11,356.9050598144531,226.6058807373047,124.6141586303711,250.55294799804688,102.48545837402344,56.715980529785156,139.9324188232422,162.5500030517578,142.01211547851562,140.0260009765625,158.33685302734375,205.77484130859375,152.35507202148438,91.81626892089844,182.79412841796875
2023-04-12,358.2610168457031,226.22032165527344,124.03230285644531,251.11553955078125,104.41756439208984,56.09989929199219,138.47708129882812,163.75,143.52792358398438,140.94842529296875,160.31790161132812,210.15708923339844,151.4568634033203,91.68553924560547,196.2337646484375
2023-04-13,360.9729309082031,225.35284423828125,123.64440155029297,246.89590454101562,103.28350067138672,56.348167419433594,140.22715759277344,165.89999389648438,146.65426635742188,141.68638610839844,159.7235870361328,209.77601623535156,154.36538696289062,92.16488647460938,197.40936279296875
2023-04-14,361.65087890625,226.89503479003906,125.63240814208984,249.0526123046875,108.40777587890625,57.26768493652344,142.56674194335938,166.3000030517578,149.21218872070312,142.42433166503906,154.07754516601562,210.82395935058594,157.65884399414062,92.0341567993164,198.0207061767578
2023-04-17,362.9100036621094,226.99142456054688,125.82636260986328,248.95884704589844,108.74378967285156,57.405616760253906,144.18785095214844,161.0,150.53851318359375,144.2692108154297,156.60342407226562,213.9677276611328,154.10873413085938,91.6419677734375,199.61953735351562
2023-04-18,366.2030029296875,229.6902618408203,126.7961196899414,250.1778564453125,107.7357406616211,52.47698974609375,143.10096740722656,165.1999969482422,151.3911895751953,145.74510192871094,154.12709045410156,214.44407653808594,156.0334930419922,91.5548095703125,199.24334716796875
2023-04-19,357.3893127441406,230.4613494873047,125.29298400878906,253.17848205566406,107.147705078125,51.768959045410156,142.8061981201172,161.25,151.2017059326172,142.6088104248047,153.03749084472656,213.9677276611328,158.34320068359375,92.81854248046875,196.656982421875
2023-04-20,358.7452697753906,231.42523193359375,126.16578674316406,251.0218048095703,105.0055923461914,50.51841354370117,142.62197875976562,160.1999969482422,149.68589782714844,145.3761444091797,151.74978637695312,213.77719116210938,157.61607360839844,92.33918762207031,198.63201904296875
2023-04-21,356.8081970214844,233.0637969970703,126.02030181884766,251.86570739746094,105.5096206665039,50.9138069152832,143.04568481445312,159.1999969482422,149.87538146972656,141.87088012695312,148.72865295410156,205.01271057128906,158.21487426757812,90.77043151855469,198.53797912597656
2023-04-24,358.35784912109375,234.60598754882812,127.03855895996094,250.08409118652344,103.82952880859375,50.72071075439453,142.73252868652344,164.35000610351562,151.9595947265625,141.68638610839844,150.21444702148438,207.48963928222656,159.02755737304688,89.07093048095703,201.82969665527344
2023-04-25,370.2708435058594,232.3891143798828,126.50519561767578,249.708984375,102.6534652709961,50.39887619018555,140.87193298339844,165.39999389648438,146.93849182128906,131.35507202148438,147.78765869140625,204.34585571289062,156.9744873046875,91.11904907226562,198.96119689941406
2023-04-26,370.5660400390625,230.5577392578125,124.7596206665039,239.113037109375,97.15117645263672,50.38048553466797,139.4165802001953,165.8000030517578,148.45428466796875,129.1412353515625,148.28292846679688,204.06004333496094,158.08656311035156,94.51802825927734,198.63201904296875
2023-04-27,363.48138427734375,235.81539916992188,142.7971649169922,234.79959106445312,104.62757110595703,50.628753662109375,138.1638946533203,164.3000030517578,154.04383850097656,131.90853881835938,146.30186462402344,201.4878692626953,156.88893127441406,94.25657653808594,196.5159149169922
2023-04-28,369.4836730957031,237.47056579589844,144.75193786621094,238.36285400390625,104.41756439208984,51.83332824707031,138.05337524414062,167.85000610351562,155.27540588378906,135.59422302246094,142.53782653808594,203.43931579589844,152.26954650878906,94.95379638671875,198.25582885742188
2023-05-02,369.68048095703125,233.38128662109375,142.69940185546875,235.3622283935547,99.67131042480469,51.03334426879883,134.5900421142578,165.89999389648438,154.04383850097656,132.8784637451172,144.22174072265625,203.53689575195312,147.90675354003906,91.6419677734375,195.71649169921875
2023-05-03,370.8612365722656,237.17848205566406,143.09036254882812,233.8618927001953,100.9313735961914,51.005760192871094,135.52957153320312,167.60000610351562,169.5808563232422,134.43032836914062,148.72865295410156,202.8538818359375,147.008544921875,92.07772827148438,190.6848602294922
2023-05-04,374.0099792480469,235.32858276367188,144.21438598632812,234.612060546875,101.39340209960938,50.64714431762695,134.8663787841797,165.8000030517578,169.77032470703125,136.3701629638672,146.30186462402344,199.3412628173828,144.6560516357422,91.42408752441406,189.79139709472656
2023-05-05,377.84747314453125,236.69166564941406,145.045166015625,236.48745727539062,105.13159942626953,50.90461349487305,136.3264923095703,168.89999389648438,169.5808563232422,137.72804260253906,147.2428436279297,201.1951446533203,147.09408569335938,92.42634582519531,193.13014221191406
2023-05-08,375.6827087402344,235.52330017089844,144.21438598632812,238.45663452148438,104.5015640258789,51.06092834472656,136.5337371826172,167.9499969482422,170.14927673339844,137.5340576171875,145.85610961914062,202.26844787597656,146.4097137451172,92.25203704833984,195.01112365722656
2023-05-09,373.61639404296875,236.10748291015625,144.36097717285156,235.92486572265625,100.13333129882812,50.25175476074219,134.9888458251953,164.4499969482422,167.30715942382812,134.6243133544922,146.64854431152344,200.21942138671875,142.645751953125,92.0341567993164,193.64739990234375
2023-05-10,373.0260009765625,235.6206817626953,143.8722686767578,234.14320373535156,102.0999984741211,49.948307037353516,132.89759826660156,164.9499969482422,167.9702911376953,134.8182830810547,145.36085510253906,198.26795959472656,140.3788299560547,91.598388671875,192.23666381835938
2023-05-11,375.5843505859375,239.1257781982422,146.60899353027344,236.58123779296875,105.30000305175781,49.18510818481445,135.0453643798828,167.6999969482422,168.8229522705078,137.5340576171875,143.72647094726562,194.41383361816406,141.57644653320312,91.81626892089844,192.9890594482422
2023-05-12,377.6506652832031,238.63894653320312,146.80445861816406,235.08091735839844,101.05000305175781,49.644866943359375,134.7062530517578,164.14999389648438,168.72679138183594,138.6979522705078,147.5895538330078,196.02377319335938,141.96139526367188,91.16262817382812,194.30577087402344
2023-05-15,380.2090148925781,240.19676208496094,146.90220642089844,231.70521545410156,101.0,50.43564987182617,134.55552673339844,165.75,172.1878662109375,139.86184692382812,148.8277130126953,198.56068420410156,144.35665893554688,92.55707550048828,194.6819610595703
2023-05-16,377.257080078125,238.0547637939453,145.97369384765625,229.82981872558594,102.19999694824219,49.98509216308594,135.6482391357422,165.4499969482422,170.16891479492188,138.50396728515625,150.2639923095703,195.4383544921875,144.1000213623047,91.65672302246094,192.75393676757812
2023-05-17,383.4561462402344,237.76266479492188,148.2216796875,226.54786682128906,101.19999694824219,49.81038284301758,138.04092407226562,158.5,169.97662353515625,134.8182830810547,153.5327606201172,196.41407775878906,144.69882202148438,91.29656982421875,192.42477416992188
2023-05-19,391.8199768066406,245.16233825683594,153.64620971679688,228.14195251464844,100.44999694824219,51.1161003112793,135.78012084960938,164.5,171.61102294921875,139.86184692382812,148.18386840820312,201.68301391601562,143.8861541748047,91.11650085449219,195.9045867919922
2023-05-22,388.6712341308594,244.09130859375,151.8869171142578,226.3603057861328,102.25,51.38276290893555,136.66561889648438,165.1999969482422,169.7843475341797,140.4438018798828,149.0258331298828,200.21942138671875,144.7843780517578,90.26116180419922,196.656982421875
2023-05-23,384.8337097167969,240.09939575195312,148.8570098876953,227.8606414794922,108.9000015258789,51.45631790161133,135.45985412597656,164.5,170.6496124267578,139.66786193847656,144.66749572753906,196.99951171875,146.83743286132812,91.11650085449219,195.48138427734375
2023-05-24,378.0442810058594,236.8863983154297,147.34202575683594,226.3603057861328,104.3499984741211,50.748291015625,131.65414428710938,159.25,165.1696014404297,137.34007263183594,142.83497619628906,192.70631408691406,144.74159240722656,92.01686096191406,189.60330200195312
2023-05-25,381.88177490234375,235.13385009765625,151.25160217285156,221.6718292236328,102.9000015258789,51.33678436279297,129.5629119873047,154.39999389648438,166.13101196289062,137.72804260253906,142.68641662597656,190.51092529296875,144.27110290527344,89.83799743652344,189.08602905273438
2023-05-26,388.0808410644531,239.51522827148438,157.36032104492188,221.5780792236328,102.30000305175781,52.21952819824219,130.5237579345703,153.0,169.97662353515625,139.08590698242188,145.80657958984375,193.5356903076172,145.68260192871094,91.8818130493164,191.9075164794922
2023-05-29,385.9161071777344,238.63894653320312,154.9168243408203,225.98524475097656,99.80000305175781,52.421817779541016,129.37451171875,152.9499969482422,169.30364990234375,138.50396728515625,148.18386840820312,193.09658813476562,145.0837860107422,91.47664642333984,192.09561157226562
2023-05-30,386.5064697265625,238.24949645996094,156.08969116210938,227.8606414794922,101.4000015258789,52.3482551574707,129.5063934326172,154.75,166.61170959472656,139.2799072265625,145.5589599609375,191.1939239501953,143.24456787109375,90.5312728881836,190.21461486816406
2023-05-31,383.5545349121094,234.45230102539062,154.4770050048828,219.42135620117188,101.5999984741211,51.60344696044922,127.584716796875,155.75,165.26571655273438,137.72804260253906,146.30186462402344,186.02256774902344,142.0469512939453,88.77555847167969,188.33363342285156
2023-06-01,384.53851318359375,237.27584838867188,153.64620971679688,220.9216766357422,102.3499984741211,51.90688705444336,130.99476623535156,156.25,162.4776611328125,138.89193725585938,147.7381134033203,189.4376220703125,145.46873474121094,88.46944427490234,190.77891540527344
2023-06-02,390.6391906738281,241.94932556152344,156.18743896484375,221.6718292236328,108.3499984741211,51.971256256103516,134.0845184326172,160.89999389648438,166.22714233398438,143.35354614257812,147.7381134033203,198.36553955078125,149.01882934570312,85.46223449707031,195.48138427734375
2023-06-05,391.13116455078125,242.14404296875,156.13856506347656,224.76622009277344,110.05000305175781,52.09079360961914,132.52078247070312,158.85000610351562,169.20750427246094,142.38363647460938,145.5589599609375,198.95095825195312,149.01882934570312,86.09249877929688,197.03317260742188
2023-06-07,393.9847106933594,248.66741943359375,154.77023315429688,223.17214965820312,113.0,52.00803756713867,135.72361755371094,157.9499969482422,172.9569854736328,143.5475311279297,141.1510772705078,202.8538818359375,153.0821990966797,85.44422912597656,199.66656494140625
2023-06-08,394.3782958984375,249.8358154296875,155.8453369140625,223.35968017578125,110.8499984741211,51.89768981933594,135.0076904296875,159.75,162.95835876464844,143.5475311279297,143.97410583496094,205.87864685058594,151.67071533203125,84.56187438964844,200.98324584960938
2023-06-09,388.9664001464844,249.15423583984375,155.45440673828125,225.6101531982422,112.30000305175781,52.054012298583984,134.91348266601562,158.6999969482422,161.323974609375,145.48736572265625,144.71701049804688,201.97572326660156,153.38162231445312,84.92202758789062,200.3249053955078
