Date,ALFA.ST,ASSA-B.ST,ATCO-A.ST,AXFO.ST,CAST.ST,ERIC-B.ST,HM-B.ST,KINV-B.ST,LIAB.ST,NWG.ST,SAAB-B.ST,SAND.ST,SWED-A.ST,TEL2-B.ST,VOLV-B.ST
2023-08-29,371.55,238.931,146.1203,247.5523,113.95,51.1621,152.6043,125.3,148.0565,145.8753,142.2407,204.4151,166.2989,69.832,208.225
2023-08-30,376.1747,239.1258,145.7294,248.1149,112.6,51.1437,152.8869,126.45,155.5555,143.3535,143.5284,203.6345,166.4272,69.994,207.8488
2023-08-31,379.0283,240.3915,141.6732,248.2087,117.0,51.7965,157.7664,128.95,154.7864,149.561,143.2807,202.366,166.085,69.6339,208.0369
2023-09-01,381.685,241.6572,141.8198,249.8965,115.2,52.2011,158.294,126.2,155.171,148.2031,144.0732,203.3417,166.0422,69.868,206.9084
2023-09-04,383.1609,243.0203,143.0415,247.9274,115.8,52.2103,157.7664,126.85,156.1324,144.9054,144.5684,203.9272,165.7428,69.5439,206.297
2023-09-05,383.8497,242.7282,144.3121,246.8022,115.05,53.0839,157.2013,126.5,156.2285,142.3836,145.5094,205.5859,166.9832,69.5078,207.3316
2023-09-06,384.0465,239.9047,145.6316,246.052,115.35,53.6356,155.4491,127.0,154.9787,141.6077,145.757,205.8786,165.6573,69.6879,209.1655
2023-09-07,380.7994,239.2231,143.7257,247.5523,114.4,53.2586,157.0317,122.9,150.8446,139.4739,146.5495,201.5854,164.2886,69.5979,206.25
2023-09-08,378.733,237.4706,143.4324,249.0526,112.9,52.2287,157.0694,121.05,151.9022,137.922,146.8466,199.5364,163.8181,69.7239,206.8143
2023-09-11,370.6645,237.7627,146.1203,248.7713,115.55,52.5597,159.5374,121.4,155.7478,140.6378,149.1744,201.8781,164.8446,70.1921,209.965
2023-09-12,365.7446,231.8235,145.9737,250.3654,112.85,52.1735,162.4953,119.4,152.6713,139.6679,150.7593,198.1704,164.8874,70.8764,210.3412
2023-09-13,364.7606,227.9289,143.8723,247.6461,112.4,51.5943,160.6867,118.0,151.6138,136.3702,150.363,196.8044,165.1868,70.9844,208.4602
2023-09-14,365.4493,229.1946,145.9737,252.3346,117.75,51.8885,162.175,119.6,152.0945,158.8722,153.0375,198.4631,170.7044,71.4706,211.7049
2023-09-15,367.4173,231.2393,145.3873,251.5844,115.55,51.8425,150.1928,119.15,152.6713,157.5143,153.7804,201.7806,171.0038,72.5871,214.6674
2023-09-18,365.9413,233.3813,145.3384,253.7411,112.6,52.008,149.5522,115.8,152.0945,158.0963,152.9384,202.5612,168.7797,72.5511,216.6425
2023-09-19,364.5638,234.2576,143.8723,253.1785,111.6,52.2379,149.9478,114.2,150.2678,157.7083,150.7593,200.5121,171.0466,73.3434,216.9716
2023-09-20,369.4837,239.5152,143.97,246.8959,113.9,52.8172,150.6637,116.05,153.6327,159.2602,144.3703,204.2199,174.169,75.0361,218.4764
2023-09-21,361.6118,233.6734,141.9175,247.5624,112.35,52.6517,149.4768,115.45,154.8826,158.4842,143.0826,199.3413,174.6822,77.6291,218.5234
2023-09-22,360.1359,233.1866,140.7935,245.7533,111.5,52.3758,148.403,115.05,156.9977,157.9023,141.7454,196.2189,174.7678,77.0169,215.3258
2023-09-25,359.4471,232.505,142.2107,242.3255,112.85,51.1897,148.2899,113.3,154.0173,158.2903,137.7833,195.9262,173.8268,74.982,215.0436
2023-09-26,359.6439,230.2657,139.3763,244.7059,109.15,50.1138,146.0103,111.35,147.5759,157.3203,137.4861,193.0966,173.1424,75.4502,211.7989
2023-09-27,357.9711,229.7788,139.5717,244.2299,107.15,49.2771,150.9652,108.05,150.2678,156.9324,138.4271,193.1942,171.7737,74.3338,212.034
2023-09-28,361.5134,230.9472,141.3799,237.2791,107.9,49.5129,143.5988,107.45,152.9597,158.4842,139.1205,195.8286,172.0303,73.8116,214.3382
2023-09-29,369.7788,231.9208,143.9212,238.4217,111.35,50.3052,146.4436,109.2,153.825,157.7083,137.8823,196.7068,172.2014,75.3422,212.1751
2023-10-02,362.7926,231.9208,143.9212,236.8982,111.0,49.5317,147.103,109.7,154.6903,157.9023,138.5262,195.7311,171.346,75.1801,212.3632
2023-10-03,360.1359,231.2393,142.6505,233.1848,108.05,50.6543,143.2031,107.65,150.7485,156.9324,138.229,194.3163,167.1971,74.1177,211.1876
2023-10-04,355.3144,230.9472,141.3799,238.0408,107.2,49.777,141.6771,106.7,149.6909,157.1264,131.8896,191.7306,168.0098,74.856,209.5417
2023-10-05,358.0695,232.3103,143.3836,241.5638,108.3,49.0507,140.0191,107.3,152.1906,156.7384,133.9202,192.9502,168.0525,75.7744,209.5888
2023-10-06,366.1382,236.2048,144.4587,241.2782,108.8,49.211,142.9582,108.7,153.825,157.1264,129.958,194.8529,171.6882,76.2245,211.7989
2023-10-09,356.5935,234.5497,141.5266,238.993,108.35,50.2864,139.4916,107.6,149.4025,157.1264,141.7454,189.2913,170.1484,77.2939,208.7423
2023-10-10,366.7285,240.4889,147.1954,238.136,112.2,50.6543,143.4104,111.75,154.0173,157.1264,142.0426,196.9019,175.9654,79.9579,213.6799
2023-10-11,368.2045,241.1704,147.2443,238.8977,113.9,50.2958,142.506,111.8,152.0945,157.3203,143.1322,196.8044,177.5908,79.1887,214.2442
2023-10-12,375.9779,241.3651,150.1765,236.0413,113.2,51.0504,143.7871,111.55,152.1906,158.6782,146.1533,198.5607,179.2161,78.8885,215.8901
2023-10-13,368.8933,237.5679,148.3683,233.0896,111.35,50.5599,142.8828,108.45,145.9415,157.3203,144.0236,193.7796,177.9329,80.1455,213.821
2023-10-16,367.5157,237.4706,146.9999,229.1857,110.45,50.8712,148.2899,107.8,143.8264,157.3203,142.6864,193.6333,179.045,79.5077,213.5859
2023-10-17,367.3189,236.3996,145.9248,230.2331,107.75,47.8621,147.1218,105.6,142.3843,156.7384,142.7855,192.316,177.4197,77.444,212.6924
2023-10-18,361.0215,229.8762,142.0152,228.3287,104.25,47.0792,145.5958,99.2,140.6537,157.1264,141.894,187.0959,179.045,80.9522,215.796
2023-10-19,354.9208,228.4157,140.6852,228.6144,102.25,46.7019,144.0509,97.46,142.192,157.1264,139.5662,185.3396,176.8208,79.8266,209.5888
2023-10-20,344.9826,221.795,137.1385,225.377,103.05,46.5604,141.564,93.26,138.4425,157.5143,137.8823,180.9,174.5967,78.0256,206.0619
2023-10-23,339.8659,222.9633,136.6952,227.8526,102.65,46.6642,142.1481,93.62,138.1541,157.3203,138.1795,178.1192,169.6351,76.2996,204.1809
2023-10-24,335.2412,222.9633,137.04,225.6627,104.05,46.2727,143.3538,95.82,136.5197,157.1264,140.6558,180.9976,167.4109,75.4741,203.8047
2023-10-25,345.8682,227.0526,141.1778,224.3296,100.8,46.7349,140.3583,93.0,133.8277,157.5143,141.993,183.0954,163.9036,73.4104,205.4036
2023-10-26,355.0192,225.8843,140.7838,236.3269,101.1,46.8057,138.7003,94.74,149.018,157.1264,144.9151,184.0223,152.5262,73.8795,205.8268
2023-10-27,353.6416,225.4948,142.163,234.0417,102.4,46.5934,136.7221,93.16,153.152,156.7384,140.1605,182.6563,152.3123,73.5793,205.8268
2023-10-30,348.9185,227.0526,140.7838,235.1843,102.3,46.0935,138.0409,93.24,161.5163,156.5444,140.7549,183.9248,152.6545,73.3917,206.156
2023-10-31,354.8224,231.2393,142.0645,234.8034,106.55,47.1735,140.6409,94.98,165.0734,156.5444,141.6463,184.9981,156.3329,74.2359,207.7548
2023-11-01,349.3121,233.3813,142.3601,238.0408,106.9,47.1924,144.1639,94.46,166.3233,156.1564,144.8656,183.193,154.5365,74.1046,204.4161
2023-11-02,356.2,238.6389,145.7097,238.5169,115.05,47.6075,148.9305,97.26,169.5921,156.5444,142.0921,189.3888,155.8196,75.6054,208.6483
2023-11-03,359.2503,239.0284,146.9904,240.2308,117.0,47.9659,150.8145,99.02,171.0558,156.1564,142.4883,190.0231,157.1456,76.7498,212.3632
2023-11-06,360.1359,239.4179,146.7934,239.6595,114.9,48.0508,147.8943,98.34,172.1291,156.7384,140.111,190.4133,156.4185,76.9562,209.7298
2023-11-07,358.3647,238.1521,147.1875,238.5169,116.9,48.1263,151.8318,97.52,172.0315,157.7083,140.8044,188.6083,154.1087,76.6936,206.297
2023-11-08,358.6599,239.8073,147.0397,236.4221,114.5,48.0319,153.1695,96.88,171.4461,157.1264,139.4672,188.5595,153.9804,75.4929,206.9084
2023-11-09,364.7606,242.7282,151.5223,234.9939,117.05,47.9753,152.314,98.32,177.2032,157.9023,138.9719,192.7063,154.1087,75.6617,208.8834
2023-11-10,361.6118,241.1553,149.749,234.1369,115.55,47.4754,149.142,95.2,173.3001,157.9023,139.071,190.7549,154.0232,74.9488,208.4131
2023-11-13,364.2686,240.6637,149.7982,238.8025,114.55,47.4188,148.3346,96.68,174.9589,157.9023,139.5662,190.0719,155.8196,75.8493,209.1655
2023-11-14,368.5981,249.61,153.0986,242.516,128.4,48.4658,152.1217,101.8,186.0829,158.6782,138.5757,195.8286,156.8462,76.1683,213.5388
2023-11-15,372.6324,255.4102,156.2513,242.3255,125.05,49.0318,157.4469,101.3,182.3749,159.8421,137.9318,200.5121,156.7606,75.793,219.1348
2023-11-16,371.058,255.7052,155.4631,240.6116,124.1,48.6073,153.8712,99.04,180.9112,159.8421,136.8423,195.8286,156.6323,75.5492,217.2067
2023-11-17,375.3875,259.0478,156.7439,244.8964,126.35,49.2488,161.3302,100.75,183.9362,158.0963,137.6347,197.3898,157.7016,76.3559,218.8526
2023-11-20,375.7811,257.868,158.4679,243.9442,127.05,49.8242,161.3302,101.9,184.5216,158.4842,141.2501,198.7558,157.8299,76.2245,220.1693
2023-11-21,376.7651,260.1292,157.9261,245.8485,123.7,49.3808,161.9838,99.3,185.6926,158.2903,139.9129,198.1704,157.9155,76.0182,219.9342
2023-11-22,383.2593,261.5055,159.2561,246.8959,125.9,49.3525,164.7906,99.86,189.1078,158.4842,140.9034,199.634,159.9258,75.9056,222.8497
2023-11-23,381.0946,263.3734,158.5172,246.8959,127.4,49.3054,166.5592,98.6,187.8393,158.2903,140.9034,200.2194,164.203,76.2621,223.7432
2023-11-24,380.0122,263.6684,157.4827,247.8481,126.8,49.5317,166.8668,99.6,186.278,158.0963,140.6063,199.0485,165.9567,76.187,224.4485
2023-11-27,383.1609,263.9633,158.0246,246.039,128.45,49.2959,167.7511,99.52,185.2047,158.0963,133.524,200.8049,165.3579,76.7686,224.6837
2023-11-28,381.8818,261.4072,157.8768,248.6098,126.25,48.8148,167.4435,96.28,182.9604,158.6782,134.3659,198.8534,164.0747,77.2939,224.3075
2023-11-29,383.5545,265.0447,159.3546,248.8954,127.65,49.5978,168.2509,96.88,185.8877,157.9023,135.6041,199.4388,165.3151,76.8249,227.7873
2023-11-30,385.1289,264.1599,159.5024,249.0859,128.15,49.0129,161.3879,97.94,185.6926,159.6481,133.524,201.9757,164.5452,77.1626,228.7748
2023-12-01,385.2273,265.3396,160.4383,249.7524,129.25,48.9658,165.3288,97.94,188.0345,158.0963,136.1984,204.6102,166.2989,78.307,230.4677
2023-12-04,381.4882,263.6684,159.0098,254.1324,128.55,51.2202,168.8661,98.06,186.4732,158.0963,137.3375,204.2199,167.4965,79.2075,229.9974
2023-12-05,376.2731,265.4379,159.6994,258.8932,131.6,54.333,165.9632,99.84,187.6441,158.2903,137.1394,204.1223,168.0525,79.3388,235.2172
2023-12-06,379.225,268.8788,162.9013,257.084,133.6,55.0217,162.945,102.75,189.1078,158.4842,134.564,208.2204,166.7693,80.2581,237.0041
2023-12-07,375.8795,268.2889,161.0294,259.274,136.15,54.5972,162.6759,103.25,187.5466,158.0963,132.2363,208.5131,169.0791,80.3519,235.2172
2023-12-08,379.0283,270.1568,162.7042,259.8453,132.7,55.9366,165.8479,104.55,188.9127,158.4842,134.7126,205.9762,169.849,80.577,237.6625
2023-12-11,382.177,273.9909,164.9702,264.3205,134.7,56.1725,169.8081,105.95,191.7425,158.2903,133.8707,209.5864,171.6882,80.3519,239.7315
2023-12-12,382.8658,273.5977,164.9209,262.5114,132.8,56.5969,167.8857,104.1,191.157,158.0963,137.9814,208.8058,170.8327,80.108,239.9667
2023-12-13,379.5202,268.1906,163.6894,259.9406,134.0,55.8989,167.8472,103.75,189.4006,158.0963,140.111,206.6592,172.3725,79.0762,237.9446
2023-12-14,385.5225,277.2352,165.4135,263.5587,145.9,58.2477,169.8658,111.4,200.0367,158.0963,140.2101,213.5869,172.8003,80.3519,242.7881
2023-12-15,389.7536,281.2659,169.4528,254.7989,144.65,58.125,170.6732,111.75,200.8173,159.6481,141.7949,215.7335,174.2545,79.8266,245.4686
2023-12-18,387.0969,276.6453,166.8913,250.895,142.7,57.6345,174.2105,108.6,199.256,159.6481,144.0236,213.6845,173.7413,80.2768,244.1048
2023-12-19,394.6735,278.4149,168.8124,253.7515,143.1,58.1062,174.941,109.65,201.2076,159.0662,144.717,214.5626,171.4315,79.4514,244.2459
2023-12-20,396.3463,284.5101,169.3543,254.8941,141.9,59.0495,174.5181,109.25,198.8657,159.0662,147.8372,213.6845,169.1218,80.5207,245.8918
2023-12-21,394.9687,283.4287,168.6154,252.9898,141.85,58.4458,173.5761,107.05,195.9384,159.6481,148.7287,212.6112,168.7369,79.7515,244.1989
2023-12-22,394.3783,283.822,168.9109,253.2754,143.75,59.1438,169.6159,108.1,193.694,159.0662,146.7476,212.8063,170.5333,80.6708,244.2929
2023-12-27,398.9046,285.5915,169.8469,254.9893,144.2,59.6154,170.5579,108.6,194.1819,159.8421,148.7782,213.099,172.7147,81.0085,246.315
2023-12-28,398.2158,284.3135,169.9454,256.4175,144.55,59.6909,169.4621,107.6,193.7916,159.0662,150.0164,212.5136,172.5436,80.9147,245.9858
2023-12-29,396.9366,285.3949,170.9798,259.9406,143.3,59.5305,169.7696,108.1,194.2795,159.4541,150.4621,212.8063,173.9123,81.1774,246.1269
