Date,BBAR,BMA,CRES.BA,GGAL,HARG.BA,MIRG.BA,PAMP.BA,TECO2.BA,TS,YPF
2023-02-17,3.702537775039673,16.45908546447754,196.71299743652344,11.45113468170166,279.6926574707031,5605.759765625,493.0,424.0,32.27741241455078,11.40999984741211
2023-02-21,3.718496799468994,16.49164581298828,,11.330595016479492,,,,,31.637243270874023,11.399999618530273
2023-02-22,3.66264009475708,16.524206161499023,198.66900634765625,11.39947509765625,279.6926574707031,5412.044921875,477.0,408.0,30.7187442779541,11.369999885559082
2023-02-23,3.8222320079803467,17.01260757446289,209.40786743164062,11.6577730178833,279.6926574707031,5478.9462890625,486.0,420.0,31.609411239624023,11.710000038146973
2023-02-24,4.021721839904785,16.874225616455078,206.3779754638672,11.580281257629395,270.246337890625,5485.93603515625,485.0,408.5,31.201189041137695,11.880000114440918
2023-02-27,4.093538284301758,17.26494598388672,218.99615478515625,11.80413818359375,270.246337890625,5451.98583984375,493.25,411.0,31.56302261352539,12.109999656677246
2023-02-28,4.077579498291016,16.866086959838867,216.38812255859375,11.468354225158691,270.246337890625,5420.033203125,488.0,411.0,30.62596321105957,11.770000457763672
2023-03-01,4.125456809997559,16.735843658447266,222.98484802246094,11.554452896118164,270.246337890625,5420.033203125,494.0,405.0,31.275409698486328,12.100000381469727
2023-03-02,3.8541500568389893,15.588105201721191,213.5500030517578,10.745123863220215,270.246337890625,5391.07568359375,483.1000061035156,387.0,31.999080657958984,11.550000190734863
2023-03-03,3.9578847885131836,16.03580665588379,215.0457763671875,11.055079460144043,270.246337890625,5354.1298828125,485.0,384.3999938964844,32.27741241455078,11.930000305175781
2023-03-06,4.061620712280273,16.556766510009766,224.36558532714844,11.227275848388672,270.246337890625,5322.1767578125,503.6499938964844,384.0,32.37018966674805,12.710000038146973
2023-03-07,3.9020278453826904,16.15790557861328,222.06439208984375,10.908711433410645,270.246337890625,5258.27099609375,494.5,381.0,32.073299407958984,11.800000190734863
2023-03-08,4.14939546585083,16.914928436279297,222.52462768554688,11.34781551361084,270.246337890625,5322.1767578125,496.1000061035156,387.54998779296875,31.349634170532227,12.050000190734863
2023-03-09,3.9339466094970703,16.18232536315918,214.7772979736328,10.814003944396973,270.246337890625,5242.29443359375,497.0,380.0,30.356910705566406,11.5600004196167
2023-03-10,3.6466808319091797,15.417165756225586,207.106689453125,10.082164764404297,270.246337890625,5113.4833984375,473.6499938964844,379.5,29.55902099609375,10.649999618530273
2023-03-13,3.4631497859954834,15.042725563049316,199.97300720214844,9.703330039978027,266.1392517089844,4875.8330078125,456.6000061035156,362.29998779296875,28.659072875976562,9.90999984741211
2023-03-14,3.399312734603882,14.879924774169922,202.4276123046875,9.462252616882324,266.1392517089844,4971.69189453125,455.95001220703125,353.3500061035156,28.88174057006836,9.779999732971191
2023-03-15,3.1359856128692627,13.683342933654785,196.3294677734375,8.87678050994873,266.1392517089844,4778.47607421875,434.5,332.25,26.580852508544922,9.270000457763672
2023-03-16,3.3035571575164795,14.733407020568848,203.2330322265625,9.367544174194336,266.1392517089844,5038.09423828125,459.75,352.45001220703125,26.85918617248535,9.520000457763672
2023-03-17,3.1120471954345703,13.94382381439209,201.04689025878906,8.988710403442383,266.1392517089844,4977.68310546875,461.6499938964844,344.3500061035156,26.163352966308594,9.050000190734863
2023-03-20,3.0083119869232178,13.667065620422363,202.88783264160156,8.850951194763184,266.1392517089844,5007.63916015625,455.75,340.0,26.39529800415039,9.130000114440918
2023-03-21,3.2477004528045654,14.611307144165039,199.66616821289062,9.513912200927734,266.1392517089844,5111.98583984375,471.04998779296875,351.5,27.490074157714844,9.819999694824219
2023-03-22,3.1758840084075928,14.253143310546875,187.81507873535156,9.247005462646484,266.1392517089844,5178.88720703125,452.20001220703125,348.3500061035156,26.775686264038086,9.770000457763672
2023-03-23,3.05618953704834,13.870564460754395,177.99667358398438,9.109248161315918,266.1392517089844,5229.3134765625,438.1000061035156,334.3500061035156,26.107685089111328,9.65999984741211
2023-03-24,3.09608793258667,13.862424850463867,,9.169516563415527,,,,,25.653072357177734,9.619999885559082
2023-03-27,3.231741189956665,14.692702293395996,188.54379272460938,9.634450912475586,266.1392517089844,5282.2353515625,482.6000061035156,357.04998779296875,26.358184814453125,10.3100004196167
2023-03-28,3.2875983715057373,14.814805030822754,190.88331604003906,9.81525707244873,266.1392517089844,5373.10205078125,509.3999938964844,388.54998779296875,26.73857307434082,10.829999923706055
2023-03-29,3.3514349460601807,15.124124526977539,194.45016479492188,10.013285636901855,266.1392517089844,5336.65576171875,517.7999877929688,400.45001220703125,26.54374122619629,11.229999542236328
2023-03-30,3.319516658782959,15.124124526977539,194.2200469970703,9.81525707244873,266.1392517089844,5340.150390625,524.2000122070312,404.04998779296875,26.367462158203125,11.430000305175781
2023-03-31,3.1280064582824707,14.497344970703125,198.13206481933594,9.453641891479492,266.1392517089844,5271.7509765625,532.9500122070312,406.3999938964844,26.367462158203125,10.979999542236328
2023-04-03,3.223761796951294,15.002023696899414,205.91775512695312,9.780817985534668,266.1392517089844,5198.85791015625,561.2000122070312,412.70001220703125,27.415849685668945,11.649999618530273
2023-04-04,3.1679039001464844,14.578744888305664,206.8382110595703,9.548351287841797,297.23931884765625,5177.3896484375,544.9500122070312,400.8500061035156,26.627241134643555,11.399999618530273
2023-04-05,3.1679039001464844,14.676426887512207,199.32101440429688,9.548351287841797,297.23931884765625,5171.89794921875,551.0499877929688,416.3999938964844,26.367462158203125,11.470000267028809
2023-04-06,3.1280064582824707,14.481064796447754,,9.419203758239746,,,,,26.11696434020996,11.15999984741211
2023-04-10,3.3035571575164795,14.66014575958252,200.7017059326172,9.582791328430176,297.23931884765625,5145.93603515625,560.3499755859375,432.45001220703125,26.413850784301758,12.300000190734863
2023-04-11,3.542945623397827,15.246224403381348,200.77842712402344,10.03050422668457,297.23931884765625,5093.013671875,553.7999877929688,436.8500061035156,26.942684173583984,12.40999984741211
2023-04-12,3.670619249343872,15.913704872131348,210.28997802734375,10.641803741455078,297.23931884765625,5108.990234375,581.0499877929688,444.29998779296875,27.072574615478516,12.539999961853027
2023-04-13,3.7264766693115234,16.31256675720215,215.16082763671875,10.710684776306152,297.23931884765625,5170.39990234375,596.75,441.95001220703125,27.74985122680664,12.350000381469727
2023-04-14,3.9100074768066406,16.89864730834961,218.57424926757812,10.960371017456055,297.23931884765625,5237.80078125,604.25,459.75,27.378740310668945,12.449999809265137
2023-04-17,4.005763053894043,17.183547973632812,219.2262420654297,11.132569313049316,297.23931884765625,5480.4443359375,617.75,463.79998779296875,27.193185806274414,12.279999732971191
2023-04-18,3.9020278453826904,16.271867752075195,217.99896240234375,10.659026145935059,297.23931884765625,5447.49267578125,625.7999877929688,463.8999938964844,27.072574615478516,12.220000267028809
2023-04-19,3.606782913208008,14.888065338134766,211.09539794921875,10.021895408630371,297.23931884765625,5298.2119140625,608.9500122070312,436.8999938964844,26.961240768432617,11.5600004196167
2023-04-20,3.6785991191864014,15.14040470123291,214.01022338867188,10.219922065734863,297.23931884765625,5436.5087890625,614.9000244140625,444.20001220703125,26.747852325439453,11.479999542236328
2023-04-21,3.5589053630828857,14.708983421325684,221.2973175048828,10.039113998413086,297.23931884765625,5533.86572265625,622.2999877929688,455.5,26.54374122619629,11.300000190734863
2023-04-24,3.574863910675049,14.7741060256958,230.9239501953125,10.073554992675781,297.23931884765625,5650.69384765625,648.0499877929688,461.1000061035156,27.722017288208008,11.430000305175781
2023-04-25,3.526986598968506,14.749686241149902,227.81736755371094,10.013285636901855,297.23931884765625,5600.76708984375,647.0,467.8999938964844,26.478797912597656,11.119999885559082
2023-04-26,3.5110273361206055,14.619443893432617,228.62277221679688,9.892746925354004,297.23931884765625,5560.32666015625,649.75,485.25,26.432405471801758,11.020000457763672
2023-04-27,3.447190999984741,14.34268569946289,219.41799926757812,9.884137153625488,297.23931884765625,5526.8759765625,627.9500122070312,467.8500061035156,25.820072174072266,11.079999923706055
2023-04-28,3.4152722358703613,14.399666786193848,213.9718780517578,9.918577194213867,297.23931884765625,5616.24462890625,625.7000122070312,470.29998779296875,26.636518478393555,11.119999885559082
2023-05-01,3.319516658782959,14.017083168029785,,9.643060684204102,,,,,26.747852325439453,10.970000267028809
2023-05-02,3.271639108657837,14.139185905456543,213.81846618652344,9.806647300720215,297.23931884765625,5640.20947265625,624.7999877929688,457.5,25.328350067138672,10.8100004196167
2023-05-03,3.191842794418335,14.00080680847168,205.073974609375,9.729158401489258,297.23931884765625,5657.1845703125,595.5999755859375,460.8999938964844,24.957239151000977,10.619999885559082
2023-05-04,3.0881083011627197,13.683342933654785,217.82699584960938,9.410594940185547,297.23931884765625,5590.28271484375,588.3499755859375,451.3999938964844,24.920129776000977,10.539999961853027
2023-05-05,3.3035571575164795,14.489206314086914,235.31675720214844,10.039113998413086,297.23931884765625,5669.1669921875,623.4500122070312,464.6000061035156,25.337627410888672,11.390000343322754
2023-05-08,3.3833537101745605,14.595025062561035,238.70591735839844,10.271580696105957,297.23931884765625,5729.0,621.9500122070312,470.20001220703125,25.653072357177734,11.520000457763672
2023-05-09,3.4312312602996826,14.969462394714355,229.08238220214844,10.452388763427734,301.992919921875,5838.5,626.3499755859375,469.8500061035156,25.476795196533203,11.739999771118164
2023-05-10,3.503047466278076,14.90434455871582,227.99447631835938,10.633196830749512,301.992919921875,6495.5,635.3499755859375,485.70001220703125,24.957239151000977,11.649999618530273
2023-05-11,3.62274169921875,15.115984916687012,223.4337615966797,10.977590560913086,301.992919921875,6858.5,658.9500122070312,477.45001220703125,24.632516860961914,11.75
2023-05-12,3.6466808319091797,15.042725563049316,229.29159545898438,10.667634963989258,301.992919921875,6816.5,700.9500122070312,480.3999938964844,24.67890739440918,11.359999656677246
2023-05-15,3.6387007236480713,14.896204948425293,235.7770233154297,10.547097206115723,301.992919921875,6872.0,695.8499755859375,479.1499938964844,24.69746208190918,11.130000114440918
2023-05-16,3.447190999984741,13.935685157775879,240.54693603515625,9.772209167480469,301.992919921875,6827.0,682.2000122070312,466.75,24.26140594482422,10.800000190734863
2023-05-17,3.574863910675049,14.505486488342285,248.95709228515625,10.194091796875,301.992919921875,6811.0,692.1500244140625,478.75,24.920129776000977,11.0600004196167
2023-05-18,3.4312312602996826,14.09034538269043,251.55128479003906,9.92718505859375,301.992919921875,6875.0,700.1500244140625,477.54998779296875,24.762405395507812,10.880000114440918
2023-05-19,3.439210891723633,14.38338565826416,263.8526916503906,9.987456321716309,301.992919921875,7412.0,717.2000122070312,479.79998779296875,24.89229393005371,10.8100004196167
2023-05-22,3.3753738403320312,14.025223731994629,268.7481689453125,9.789429664611816,264.7098083496094,7735.5,709.5,467.04998779296875,25.06363868713379,10.800000190734863
2023-05-23,3.479109287261963,14.358965873718262,275.9030456542969,9.86691665649414,264.7098083496094,7844.5,718.6500244140625,475.1000061035156,25.2254638671875,11.170000076293945
2023-05-24,3.5190069675445557,14.440362930297852,272.38836669921875,10.125213623046875,264.7098083496094,7641.5,724.5499877929688,472.70001220703125,25.09219741821289,11.380000114440918
2023-05-25,3.4631497859954834,14.318264961242676,,10.039113998413086,,,,,24.482975006103516,11.0600004196167
2023-05-26,3.5110273361206055,14.301986694335938,,10.056333541870117,,,,,24.50201416015625,11.119999885559082
2023-05-29,,,284.8153076171875,,264.7098083496094,7696.0,740.1500244140625,479.8999938964844,,
2023-05-30,3.574863910675049,14.635725021362305,270.75653076171875,10.426559448242188,264.7098083496094,7578.0,730.75,490.54998779296875,24.368749618530273,11.279999732971191
2023-05-31,3.495068311691284,14.293844223022461,260.8819274902344,10.617985725402832,264.7098083496094,7547.0,726.0999755859375,475.8500061035156,23.569149017333984,10.989999771118164
2023-06-01,3.62274169921875,14.920624732971191,270.8402099609375,10.814781188964844,264.7098083496094,7576.5,761.9500122070312,506.6499938964844,24.454421997070312,11.300000190734863
2023-06-02,3.5988030433654785,14.985745429992676,278.3716735839844,10.573261260986328,264.7098083496094,7565.0,767.5999755859375,513.0,25.40632438659668,11.479999542236328
2023-06-05,3.7264766693115234,15.628805160522461,283.9366149902344,11.02946662902832,264.7098083496094,7580.0,779.5499877929688,545.0499877929688,25.358728408813477,11.729999542236328
2023-06-06,4.181313991546631,17.818466186523438,299.2924499511719,12.460701942443848,264.7098083496094,7696.5,811.4000244140625,592.2000122070312,25.920351028442383,12.460000038146973
2023-06-07,4.340906620025635,18.274307250976562,294.5224914550781,12.9705810546875,264.7098083496094,7650.0,795.5,588.0,26.396303176879883,12.529999732971191
2023-06-08,4.181313991546631,17.79404640197754,294.68988037109375,13.131596565246582,264.7098083496094,7660.0,789.5,581.9000244140625,26.443899154663086,12.619999885559082
2023-06-09,4.293028831481934,17.74520492553711,293.7275085449219,13.247883796691895,264.7098083496094,7693.5,779.0,572.5,26.282075881958008,12.550000190734863
2023-06-12,4.261110782623291,17.916149139404297,296.4053955078125,13.060033798217773,264.7098083496094,7640.0,777.75,593.2000122070312,25.996503829956055,12.390000343322754
2023-06-13,4.308988094329834,18.290586471557617,296.44720458984375,13.578856468200684,264.7098083496094,7604.5,770.5499877929688,567.5999755859375,26.738990783691406,12.399999618530273
2023-06-14,4.388783931732178,18.152204513549805,295.3593444824219,13.891939163208008,264.7098083496094,7396.0,768.75,576.25,26.548606872558594,12.5
2023-06-15,4.44464111328125,18.96620750427246,303.7276611328125,14.27658462524414,264.8497009277344,7497.5,781.0,611.5,27.129270553588867,13.449999809265137
2023-06-16,4.699988842010498,19.91858673095703,315.27593994140625,15.090601921081543,264.8497009277344,7649.5,831.0999755859375,618.9500122070312,26.891294479370117,14.550000190734863
2023-06-20,4.883519649505615,21.098886489868164,,15.34106731414795,,,,,26.367748260498047,14.539999961853027
2023-06-21,5.003213882446289,21.75822639465332,356.2806396484375,15.922504425048828,264.8497009277344,8289.0,891.2000122070312,687.4500122070312,26.88177490234375,15.449999809265137
2023-06-22,4.771805763244629,20.496522903442383,354.3559265136719,14.759627342224121,264.8497009277344,8226.5,861.5,661.0499877929688,26.691394805908203,14.729999542236328
2023-06-23,4.867560863494873,20.602346420288086,359.16766357421875,15.010096549987793,264.8497009277344,8791.0,872.0999755859375,659.5999755859375,26.70091438293457,14.789999961853027
2023-06-26,5.03513240814209,22.401288986206055,360.3810729980469,15.716764450073242,264.8497009277344,9306.0,868.0999755859375,646.25,27.024560928344727,15.399999618530273
2023-06-27,4.867560863494873,21.53030776977539,343.8955383300781,15.00114917755127,264.8497009277344,9146.5,853.75,629.4500122070312,27.07215690612793,14.989999771118164
2023-06-28,4.899478912353516,21.522171020507812,328.28863525390625,15.090601921081543,264.8497009277344,9097.0,840.5999755859375,629.7000122070312,27.138790130615234,14.770000457763672
2023-06-29,4.939377307891846,21.684965133666992,330.9246520996094,15.421573638916016,264.8497009277344,9078.0,861.3499755859375,634.8499755859375,27.966943740844727,15.1899995803833
2023-06-30,4.8914995193481445,21.481468200683594,335.8200988769531,15.385793685913086,264.8497009277344,9188.0,889.7999877929688,627.1500244140625,28.509531021118164,14.890000343322754
2023-07-03,4.939377307891846,21.367507934570312,336.4477233886719,15.484189987182617,264.8497009277344,9170.5,885.25,636.0,28.433380126953125,14.890000343322754
2023-07-04,,,352.0964660644531,,264.8497009277344,9189.5,897.8499755859375,621.5999755859375,,
2023-07-05,4.931397914886475,21.294246673583984,348.037841796875,15.600479125976562,264.8497009277344,9191.0,893.8499755859375,635.1500244140625,28.28107452392578,15.149999618530273
2023-07-06,4.508478164672852,19.690664291381836,330.004150390625,14.41076374053955,264.8497009277344,9064.0,842.2999877929688,624.7999877929688,27.776565551757812,14.050000190734863
2023-07-07,4.7239274978637695,20.398847579956055,346.32232666015625,14.84013557434082,264.8497009277344,9194.0,863.5499877929688,658.0,28.718950271606445,14.369999885559082
2023-07-10,4.644131660461426,19.796489715576172,338.3724060058594,14.578924179077148,264.8497009277344,9096.0,850.9500122070312,647.4000244140625,28.76654624938965,14.510000228881836
2023-07-11,4.652111530303955,20.089529037475586,334.89959716796875,14.759693145751953,264.8497009277344,9019.0,856.6500244140625,652.25,29.53759002685547,14.420000076293945
2023-07-12,4.699988842010498,20.75700569152832,339.00006103515625,15.09411334991455,264.8497009277344,9114.0,893.6500244140625,664.25,30.289592742919922,14.9399995803833
2023-07-13,4.787764549255371,21.636131286621094,359.37689208984375,15.699687957763672,264.8497009277344,9278.0,921.7999877929688,672.6500244140625,30.470455169677734,15.170000076293945
2023-07-14,4.476560115814209,20.293025970458984,355.0253601074219,14.714502334594727,264.8497009277344,9163.0,925.8499755859375,651.8499755859375,30.29911231994629,14.479999542236328
2023-07-17,4.795744895935059,21.657276153564453,366.615478515625,15.51891803741455,264.8497009277344,9162.5,957.1500244140625,650.8499755859375,30.337186813354492,15.239999771118164
2023-07-18,4.763825416564941,21.68214225769043,363.56103515625,15.753915786743164,264.8497009277344,9096.5,946.4000244140625,636.3499755859375,30.85121726989746,15.479999542236328
2023-07-19,4.580294609069824,21.209877014160156,351.88726806640625,15.455650329589844,264.8497009277344,9081.0,926.25,626.5999755859375,30.71795082092285,15.350000381469727
2023-07-20,4.699988842010498,21.58937644958496,358.45635986328125,15.726800918579102,264.8497009277344,9274.5,934.4500122070312,625.2999877929688,31.450916290283203,15.25
2023-07-21,4.860389709472656,22.196577072143555,366.5736389160156,16.133527755737305,264.8497009277344,9852.5,957.0999755859375,641.25,31.565143585205078,15.460000038146973
2023-07-24,4.771725654602051,21.648408889770508,369.2933654785156,15.708724021911621,264.8497009277344,9980.0,950.3499755859375,643.5999755859375,31.68889045715332,15.630000114440918
2023-07-25,4.755605697631836,21.98574447631836,371.51092529296875,15.979878425598145,264.8497009277344,9940.0,955.2999877929688,667.9500122070312,31.68889045715332,15.630000114440918
2023-07-26,4.860389709472656,22.095378875732422,371.6364440917969,16.052183151245117,264.8497009277344,9719.5,950.4000244140625,687.9000244140625,31.365245819091797,15.399999618530273
2023-07-27,4.457373142242432,20.77134132385254,362.80792236328125,14.93142318725586,264.8497009277344,9597.5,898.0499877929688,673.4500122070312,31.308128356933594,14.350000381469727
2023-07-28,4.578277587890625,21.302642822265625,373.2264099121094,15.260919570922852,264.8497009277344,9780.5,903.7000122070312,696.0499877929688,31.650815963745117,14.59000015258789
2023-07-31,4.562157154083252,21.21830940246582,363.1007995605469,15.47084903717041,264.8497009277344,9578.0,929.8499755859375,684.0499877929688,31.879270553588867,14.890000343322754
2023-08-01,4.425130367279053,21.58937644958496,366.5736389160156,14.959715843200684,264.8497009277344,9483.5,959.9500122070312,674.5999755859375,31.98398208618164,14.680000305175781
2023-08-02,4.223621845245361,20.64484214782715,356.2806396484375,14.43033218383789,264.8497009277344,9142.0,942.5999755859375,669.7999877929688,31.3747615814209,14.260000228881836
2023-08-03,4.134958267211914,20.34123992919922,350.5483093261719,14.311676025390625,522.2388305664062,9155.0,923.4000244140625,668.25,30.337186813354492,14.0
2023-08-04,4.247803211212158,20.944568634033203,351.5107116699219,14.923209190368652,522.2388305664062,9159.5,943.75,677.9500122070312,31.19390106201172,14.069999694824219
2023-08-07,4.2075018882751465,20.781272888183594,353.728271484375,14.695024490356445,522.2388305664062,8958.0,969.0,670.9000244140625,31.13678741455078,13.949999809265137
2023-08-08,4.376768589019775,21.451635360717773,365.8623352050781,15.270045280456543,522.2388305664062,8956.5,980.2999877929688,700.0499877929688,31.42235565185547,14.329999923706055
2023-08-09,4.296165466308594,21.279748916625977,357.7032470703125,15.160518646240234,522.2388305664062,8871.0,989.0,675.7000122070312,32.06965255737305,14.329999923706055
2023-08-10,4.376768589019775,22.087623596191406,365.4857482910156,15.708157539367676,522.2388305664062,8987.5,1030.699951171875,675.1500244140625,32.003021240234375,14.390000343322754
2023-08-11,4.412791728973389,21.932924270629883,371.6364440917969,15.306556701660156,522.2388305664062,9104.0,1082.5999755859375,662.0,32.10772705078125,14.510000228881836
2023-08-14,4.355483055114746,20.231231689453125,406.8670349121094,14.4212064743042,522.2388305664062,8814.5,1147.9000244140625,680.8499755859375,32.01253890991211,14.229999542236328
2023-08-15,4.240864276885986,20.024967193603516,431.55352783203125,14.284293174743652,522.2388305664062,8828.0,1259.949951171875,712.8499755859375,31.641298294067383,14.069999694824219
2023-08-16,4.249051094055176,20.14529037475586,465.4452209472656,14.558115005493164,522.2388305664062,9031.5,1298.050048828125,774.5499877929688,31.469955444335938,14.630000114440918
2023-08-17,4.036190032958984,19.64581871032715,495.52923583984375,13.983091354370117,522.2388305664062,9366.5,1332.5,827.7000122070312,31.42235565185547,14.739999771118164
2023-08-18,4.036190032958984,19.77725601196289,502.64227294921875,13.84618091583252,522.2388305664062,9410.0,1344.1500244140625,835.0499877929688,31.74600601196289,14.59000015258789
2023-08-21,3.9952542781829834,19.400463104248047,,13.718399047851562,,,,,31.822160720825195,14.399999618530273
2023-08-22,4.101686000823975,20.2767276763916,504.60882568359375,14.183893203735352,522.2388305664062,9145.0,1404.699951171875,822.5,31.336685180664062,14.619999885559082
2023-08-23,4.240864276885986,20.76743507385254,519.9228515625,15.087498664855957,522.2388305664062,9023.0,1426.449951171875,843.9500122070312,31.27957534790039,15.029999732971191
2023-08-24,4.210965156555176,21.056602478027344,506.9519958496094,14.60229206085205,522.2388305664062,9074.0,1417.0999755859375,860.0,30.89881134033203,14.6899995803833
2023-08-25,4.51827335357666,21.6524600982666,520.2994384765625,15.228367805480957,522.2388305664062,9169.0,1422.449951171875,864.5999755859375,30.832178115844727,14.75
2023-08-28,4.842194080352783,23.291072845458984,548.3751220703125,16.397655487060547,524.1106567382812,9723.5,1500.949951171875,931.7999877929688,31.212940216064453,14.899999618530273
2023-08-29,4.958472728729248,23.650339126586914,554.693115234375,16.802762985229492,524.1106567382812,10102.0,1551.9000244140625,959.7999877929688,31.784080505371094,14.84000015258789
2023-08-30,4.7757487297058105,23.378698348999023,546.031982421875,16.70148468017578,524.1106567382812,10105.5,1507.4000244140625,928.2999877929688,31.61273765563965,14.609999656677246
2023-08-31,4.750831127166748,23.35240936279297,518.16552734375,16.6462459564209,524.1106567382812,9746.0,1429.0999755859375,906.25,30.394302368164062,14.4399995803833
2023-09-01,4.5598015785217285,22.835416793823242,499.6715087890625,16.185895919799805,524.1106567382812,9757.5,1409.949951171875,884.5,30.746505737304688,14.210000038146973
2023-09-04,,,516.7847900390625,,524.1106567382812,9646.0,1430.1500244140625,878.5,,
