Date,4503.T,4523.T,4578.T,4661.T,6758.T,6762.T,6954.T,7203.T,7974.T,8035.T,8053.T,8306.T,8308.T,8316.T,9432.T,9984.T
2023-07-19,1892.4164,8688.2334,5114.0493,5419.5327,2626.3552,1094.0,4664.1968,2167.6609,6224.0459,20165.6348,2767.426,1019.6848,685.6786,2086.4053,152.6103,6977.1865
2023-07-20,1903.9108,8598.3223,5051.7549,5370.8599,2590.6902,1074.6,4574.0728,2163.876,6217.2734,19898.0566,2758.1438,1006.5275,678.7932,2084.4641,153.6433,6920.8154
2023-07-21,1910.3474,8548.1621,5110.1562,5347.02,2598.6157,1067.0,4576.0107,2164.3494,6209.5332,18779.0938,2755.3594,1009.8168,675.0635,2058.582,155.052,6869.3887
2023-07-24,1933.7958,8616.3047,5135.4639,5389.7329,2628.3367,1070.4,4600.2378,2198.884,6299.5127,19231.5449,2778.1003,989.6111,662.8226,2034.6412,157.2121,6950.4844
2023-07-25,1912.6464,8512.1982,5105.2896,5389.7329,2606.5415,1083.6,4620.5884,2218.2805,6233.7212,19134.2422,2798.5208,1006.5275,673.2465,2052.4351,153.0798,6889.168
2023-07-26,1925.5199,8454.4648,5192.8921,5363.9067,2607.532,1074.2,4630.2793,2196.9917,6095.3662,19323.9785,2772.0671,1004.178,668.6562,2045.6411,151.0137,6951.4731
2023-07-27,1938.3936,8464.876,5208.4658,5469.1982,2617.439,1073.0,4633.1865,2195.5725,6168.897,19849.4043,2781.813,1014.0459,671.3339,2056.3174,151.0137,7026.6353
2023-07-28,1912.6464,8490.4287,5243.5073,5425.4927,2583.7554,1067.0,4544.0308,2185.6377,6147.6123,20345.6406,2780.885,1067.6146,726.5134,2144.6394,150.8259,7019.7119
2023-07-31,1913.106,8495.1621,5085.8223,5413.5728,2638.2441,1087.4,4213.5737,2257.5461,6240.4937,20671.5977,2828.2231,1077.0126,740.5712,2165.6682,152.9859,7162.124
2023-08-01,1959.083,8665.5186,5201.6528,5368.8735,2670.937,1110.0,4089.5308,2313.843,6249.2012,21255.4062,2839.3613,1064.7953,714.1769,2114.5518,152.4225,7170.0356
2023-08-02,1891.4968,8685.3945,5162.7183,5198.0229,2622.3928,1089.2,4039.1382,2367.7742,6148.5796,20574.2969,2784.1335,1060.0962,694.0942,2093.1992,150.5442,6905.9805
2023-08-03,1849.198,8621.0371,5119.8896,5169.2168,2562.9504,977.8,4005.2205,2277.8889,6150.5146,20345.6406,2744.2209,1056.8069,687.1132,2090.2874,149.5111,6852.5767
2023-08-04,1830.8071,8509.3574,5055.6479,5187.0967,2560.969,996.4,3981.9626,2306.2734,5971.5234,20525.6465,2742.8289,1075.6029,710.4472,2129.1104,148.8537,6902.0249
2023-08-07,2014.7153,8652.2686,5097.502,5194.0503,2558.9875,986.8,3980.0244,2312.4238,6029.5747,20311.5859,2712.6624,1065.2651,706.4307,2107.1106,150.2624,6840.7085
2023-08-08,1986.2095,8827.3584,5301.9082,5215.9028,2570.876,997.2,4031.3857,2293.0273,5958.9463,20136.4434,2742.3645,1061.506,699.9277,2094.8164,151.9529,6944.5508
2023-08-09,2002.7611,8951.3418,5378.8047,5265.5684,2572.8574,1004.2,4006.1897,2266.5349,5945.4004,20199.6875,2746.5415,1029.0828,679.4625,2059.5525,152.9859,6726.9771
2023-08-10,2066.6694,8996.7705,5438.1797,5287.4214,2489.6384,1016.6,4061.4275,2298.2314,6047.9575,19898.0566,2763.7134,1053.9875,686.6349,2083.4934,153.6433,6751.7017
2023-08-14,2045.0603,9040.3057,5390.4849,5254.6421,2412.3635,1010.4,3975.179,2278.3618,6045.0552,19722.9121,2737.7239,1043.1797,686.9219,2062.1409,154.2068,6557.8628
2023-08-15,2035.4052,9024.2158,5468.354,5323.1812,2421.2795,1035.4,3967.4265,2288.7698,6089.561,20053.7363,2757.2158,1053.9875,689.7908,2070.8762,154.019,6601.3774
2023-08-16,2052.4167,8852.9131,5416.7656,5214.9092,2379.6702,1010.0,3910.2505,2242.8804,6087.626,19825.0801,2714.0549,1022.9741,674.2985,2038.5234,152.9859,6394.6836
2023-08-17,2067.1294,8753.5371,5345.71,5133.457,2403.447,1012.0,3945.1375,2249.0308,5979.2642,19912.6504,2666.7166,1032.8419,688.3563,2057.9348,153.2677,6407.5396
2023-08-18,2051.4971,8746.9121,5257.1343,4994.3931,2380.6609,1007.4,3925.7559,2222.5381,5915.4077,20048.8711,2670.8933,1028.6128,681.7578,2046.9352,152.4225,6421.3853
2023-08-21,2075.8645,8844.3945,5258.1079,5079.8184,2377.6887,1006.2,3908.312,2229.6345,5928.9531,20228.8789,2656.5063,1027.6731,683.766,2036.5823,151.859,6495.5576
2023-08-22,2058.8535,8693.9121,5293.1484,4996.3804,2390.5679,1005.8,3929.6321,2286.4043,5958.9463,20618.084,2702.4521,1060.5662,707.6739,2100.9639,153.4555,6586.5435
2023-08-23,2054.7156,8707.1621,5348.6299,5034.1255,2387.5957,1021.8,3980.0244,2280.7273,6009.2573,20496.457,2692.7061,1061.036,711.4991,2111.3162,154.3007,6530.1719
2023-08-24,2033.566,8719.4658,5325.2695,5020.2197,2380.6609,1031.4,4006.1897,2270.7925,5945.4004,21162.9668,2695.9548,1072.3136,720.106,2117.1399,155.5216,6705.2197
2023-08-25,2004.6006,8612.5195,5253.2407,5048.0327,2349.9492,1021.0,3956.7664,2266.0618,5885.4146,19907.7852,2682.9597,1068.0846,720.0104,2110.0222,155.052,6500.5024
2023-08-28,2026.6694,8590.752,5343.7632,5079.8184,2377.6887,1040.6,4010.0659,2305.3274,5974.4258,20389.4238,2732.6187,1085.9408,728.426,2128.7866,156.3668,6499.5137
2023-08-29,2019.7727,8618.1973,5385.6177,5089.7515,2367.7817,1044.2,4012.0039,2300.5967,5971.5234,20535.377,2721.4802,1085.9408,726.8002,2128.7866,156.3668,6531.1606
2023-08-30,2028.5087,8604.9482,5359.3374,5033.1323,2384.6235,1056.6,4062.3962,2324.251,6016.9971,20734.8438,2742.3645,1097.2185,742.2926,2157.2568,157.3999,6500.5024
2023-08-31,2036.3246,8762.0557,5398.2715,5213.916,2406.4192,1062.8,4024.6025,2379.6013,6063.438,20992.6914,2783.6697,1093.4592,738.5629,2161.4626,158.0573,6472.812
2023-09-01,2022.9913,8632.3945,5381.7251,5219.876,2483.6938,1048.4,4028.4788,2383.8591,6064.4053,20856.4688,2825.4385,1111.7853,747.9348,2196.7266,158.339,6428.3081
2023-09-04,2040.4625,8583.1797,5433.313,5243.7153,2479.7314,1068.4,4035.262,2457.6599,6063.438,20905.1211,2882.0586,1141.3892,781.884,2240.0791,158.9964,6344.2456
2023-09-05,2037.244,8619.1436,5387.5645,5232.7891,2472.7961,1080.8,4066.2729,2449.6174,6070.2104,21109.4531,2882.0586,1144.2085,778.6326,2240.0791,157.7756,6351.1685
2023-09-06,2044.1406,8596.4297,5411.8984,5251.6621,2514.406,1095.2,4037.2004,2508.2798,6117.6191,21518.1172,2899.6943,1155.9561,788.2913,2265.3137,158.8086,6329.4106
2023-09-07,2029.8877,8514.0898,5411.8984,5245.7026,2502.5173,1062.2,3996.4988,2495.0332,6161.1572,21367.2988,2887.6279,1154.0764,785.9006,2260.4609,161.1565,6280.9517
2023-09-08,2036.3246,8404.3047,5268.8145,5177.1631,2451.9915,1058.0,3948.0447,2462.8638,6151.4824,20549.9727,2844.0027,1139.0394,780.8321,2240.4023,160.8747,6294.7969
2023-09-11,2008.7383,8509.3574,5206.519,5157.2969,2469.824,1054.0,3927.6938,2455.2944,6163.0918,19936.9746,2873.7048,1187.9093,831.8994,2360.1064,160.6869,6538.0835
2023-09-12,2013.3359,8413.7676,5300.9351,5201.9966,2499.5452,1066.0,3963.55,2513.9565,6162.125,20175.3633,2845.8589,1200.1267,833.2382,2384.0469,162.3773,6666.6499
2023-09-13,2011.4971,8442.1621,5267.8413,5131.4707,2465.8613,1075.8,3954.8281,2561.7375,6104.0737,20053.7363,2861.6382,1237.7189,834.2902,2400.2231,163.6921,6557.8628
2023-09-14,2025.2902,8480.0186,5302.8823,5145.3774,2505.4897,1113.6,3922.8484,2600.0574,6147.6123,20661.8691,2888.5559,1240.0682,844.2358,2413.1641,163.9739,6508.4146
2023-09-15,2045.98,8501.7871,5398.2715,5191.0698,2561.9595,1142.6,3936.4155,2669.6003,6132.1318,21304.0547,2932.1814,1213.7538,825.3964,2392.1353,168.2,6643.9038
2023-09-19,2021.1522,8455.4111,5421.6328,5066.9053,2537.1921,1135.6,3923.8176,2724.9509,6241.4614,20189.957,2985.0889,1244.7672,839.0718,2458.781,169.9844,6425.3413
2023-09-20,2001.3823,8373.0723,5361.2837,5067.8989,2496.5732,1136.2,3971.3027,2648.3118,6062.4707,20165.6348,2968.3813,1222.6819,823.7707,2465.575,169.6087,6390.7275
2023-09-21,1966.8994,8036.1426,5305.8022,4980.4868,2441.094,1118.0,3883.116,2635.5386,5953.1411,19946.7051,2970.2378,1238.6586,824.8226,2495.3391,169.0452,6187.9888
2023-09-22,1927.359,8024.7856,5192.8921,5019.2261,2417.3169,1101.8,3843.3838,2638.377,5951.2056,19859.1348,2932.1814,1250.876,832.2819,2523.8093,170.1722,6129.6387
2023-09-25,1982.9912,8181.8936,5230.853,4987.4395,2454.9636,1112.2,3831.7549,2612.8308,6021.8345,20374.8301,2941.4634,1219.3926,815.642,2441.3105,170.454,6353.1465
2023-09-26,1965.9799,7756.0,5219.1729,4995.3867,2431.1865,1082.4,3775.5479,2570.2534,6056.665,19620.7461,2932.1814,1231.1401,821.4755,2481.4277,170.2661,6299.7417
2023-09-27,1991.7268,8008.6968,5276.6011,4987.4395,2457.9358,1092.0,3768.7644,2600.0574,6022.8022,19752.1016,2924.7556,1233.9596,816.5984,2464.928,172.0505,6348.2017
2023-09-28,1952.9391,7950.4131,5193.8652,4877.0723,2430.1062,1083.6,3786.6448,2588.5781,6029.6631,19529.6094,2916.7065,1238.733,820.9579,2425.1345,170.5271,6249.9565
2023-09-29,1938.4521,7934.1699,5171.478,4881.0493,2433.0881,1108.4,3812.1045,2561.3149,6106.1118,20034.3887,2825.7961,1211.0466,802.4539,2376.9294,168.1467,6286.6738
2023-10-02,1938.4521,7921.749,5100.4229,4912.8672,2426.1306,1118.2,3870.8577,2570.4026,6008.1006,19779.5488,2807.8037,1229.6632,813.8856,2394.0764,166.6233,6202.3228
2023-10-03,1897.3278,7777.4741,5018.6597,4779.6299,2437.0637,1092.2,3855.1902,2491.9609,6037.5039,19578.6172,2758.5603,1217.2522,802.1632,2375.6355,166.6233,6155.6812
2023-10-04,1885.6447,7757.4097,4949.5508,4814.4302,2407.2466,1052.0,3829.7305,2369.9937,5986.5381,18975.8203,2614.1455,1151.8547,774.6494,2287.6367,163.1004,6027.6655
2023-10-05,1894.5239,7796.5835,4988.4854,4882.0435,2448.9907,1071.2,3865.9617,2477.6116,6096.311,19362.9824,2661.4946,1198.1581,793.8316,2367.5471,165.6712,6035.6045
2023-10-06,1897.3278,7844.3564,4971.9385,4872.1006,2437.0637,1064.4,3838.5435,2460.3928,6120.814,19054.2324,2694.6392,1182.8827,796.8348,2356.5474,164.8143,6032.6274
2023-10-10,1924.8997,7874.9312,5076.0889,4878.0659,2505.6433,1091.6,3867.9199,2510.6147,6185.501,19701.1367,2807.3301,1202.9315,820.861,2414.7817,168.0515,6242.0176
2023-10-11,1906.207,7875.8867,5089.7153,4822.3853,2525.5215,1107.8,3867.9199,2535.9648,6183.541,20152.0078,2812.5386,1196.7258,813.4982,2387.9292,167.8611,6406.7515
2023-10-12,1907.6089,8051.6924,5141.3037,4854.2026,2605.0342,1156.4,3971.7175,2621.1028,6223.7261,20745.002,2872.1985,1205.7957,810.8824,2395.6936,167.4802,6477.2095
2023-10-13,1845.9224,7866.3325,5050.7808,4772.6699,2554.3447,1137.2,3972.6965,2570.8809,6072.7881,20789.1094,2845.6829,1181.4506,790.0533,2359.1357,167.4802,6458.3545
2023-10-16,1780.9645,7925.5708,4957.3379,4606.6206,2506.6372,1123.0,3885.5461,2544.5742,6076.7085,19990.2812,2838.1069,1180.4958,780.2684,2348.136,163.9574,6326.3691
2023-10-17,1799.6575,7852.9561,4997.2466,4694.1196,2545.3997,1158.2,3883.5876,2564.6631,6001.2397,20465.6562,2841.8948,1183.8374,784.8218,2363.9885,165.0999,6494.0801
2023-10-18,1799.1901,8015.3843,4964.1514,4638.4385,2538.4421,1163.4,3875.7539,2553.1836,5988.498,20754.8027,2839.0542,1199.5901,806.2322,2393.1057,164.0526,6400.7974
2023-10-19,1765.0756,7790.8506,4891.1499,4509.1782,2512.6006,1127.0,3778.811,2530.2249,5970.856,19779.5488,2782.7085,1182.4054,791.0221,2351.0474,165.0047,6336.2925
2023-10-20,1759.0005,7724.9238,4847.3481,4551.9336,2495.7043,1121.2,3743.5593,2503.4402,5979.6772,19686.4336,2794.5457,1179.0638,782.206,2326.1362,165.2903,6207.2852
2023-10-23,1807.1345,7755.4985,4879.4697,4553.9224,2472.8442,1120.0,3698.5149,2496.7437,5946.3535,19666.8301,2747.6702,1168.0846,772.9056,2313.8423,165.0047,6083.2383
2023-10-24,1828.6315,7820.4697,4829.8276,4628.4951,2496.698,1135.6,3711.2446,2484.7864,5960.0747,19622.7227,2757.6133,1160.447,759.2456,2295.7249,165.1951,6185.4521
2023-10-25,1826.7621,7809.0044,4832.748,4655.3418,2504.6494,1131.2,3674.0344,2525.4421,6057.1064,19960.877,2795.0193,1182.4054,765.8334,2330.9893,166.4329,6258.8877
2023-10-26,1798.2555,7777.4741,4821.0674,4633.4668,2434.0818,1089.0,3569.2578,2481.9165,5994.3789,18956.2168,2779.8674,1170.9489,756.8235,2302.5188,165.1951,5997.894
2023-10-27,1802.4614,7682.8828,4860.002,4694.1196,2409.2341,1115.8,3604.5098,2524.0073,6097.291,19220.8594,2830.0576,1197.6805,780.8497,2364.959,167.0042,6093.1616
2023-10-30,1769.7489,7422.042,4770.4531,4700.0854,2429.1123,1124.2,3577.0918,2462.3062,5995.3589,19407.0898,2792.1782,1174.2903,762.1519,2304.1365,165.3855,6069.3452
2023-10-31,1775.824,7606.4463,4915.4834,4829.3452,2469.8628,1111.6,3577.0918,2477.6116,6097.291,19362.9824,2782.7085,1200.0673,778.4277,2335.842,168.3372,6077.2842
2023-11-01,1816.9485,7723.0127,5188.0254,5033.1782,2543.4119,1157.8,3726.9124,2594.3176,6184.521,19985.3828,2850.4177,1233.9596,806.426,2409.9287,169.7654,6139.8032
2023-11-02,1730.0264,7762.1865,5268.8145,5204.1987,2554.3447,1140.0,3733.7668,2640.2351,6230.5864,20642.0859,2897.7671,1235.3916,800.8069,2421.8992,169.0989,6232.0942
2023-11-06,1667.8726,7808.0493,5201.6528,5261.8687,2601.0586,1210.0,3932.5488,2722.5032,6304.0947,21083.1562,3029.3975,1212.0013,769.321,2374.6648,168.4324,6360.1099
2023-11-07,1666.4706,7403.8877,5173.4248,5070.9614,2614.9734,1189.6,3858.1277,2709.1106,6258.0298,20794.0098,3036.9734,1202.9315,768.3522,2357.8413,166.5281,6377.9727
2023-11-08,1673.9479,7684.7939,5296.0688,4969.5425,2652.7417,1186.4,3765.1018,2637.365,6639.2944,20838.1172,2969.7378,1152.8093,720.5906,2240.4023,160.244,6190.4141
2023-11-09,1689.3694,7654.2192,5276.6011,5062.0127,2631.8696,1207.8,3778.811,2695.2395,7008.7974,21411.5098,3036.9734,1167.13,727.3721,2240.4023,161.577,6256.9038
2023-11-10,1673.0132,7439.2397,5286.335,5059.0298,2578.1987,1229.8,3800.3538,2681.3691,6724.564,21749.6621,3093.7922,1188.1335,739.579,2274.696,164.5286,5745.832
2023-11-13,1645.4413,7573.96,5380.751,5060.0244,2515.5825,1266.0,3749.4343,2694.7615,6874.5215,22127.0234,3052.125,1196.2485,757.0173,2286.6665,165.7664,5718.0454
2023-11-14,1640.7678,7480.3252,5375.8843,5021.2466,2502.6616,1259.4,3719.0786,2720.1116,6868.6411,22769.0254,3080.5347,1225.8445,783.2717,2315.1365,166.4329,5682.3203
2023-11-15,1655.2549,7556.7617,5405.0854,5040.1382,2627.894,1320.2,3916.8811,2735.8955,6854.9189,23636.4609,3080.5347,1201.9768,754.5953,2313.8423,163.9574,5977.0547
2023-11-16,1637.0294,7382.8677,5332.083,5066.9844,2624.9124,1316.8,3930.5901,2754.0713,6912.7461,23611.959,3052.125,1206.7504,745.9731,2374.9883,163.7669,6065.3755
2023-11-17,1664.134,7444.0171,5398.2715,5190.2783,2601.0586,1315.6,3958.9875,2766.9851,6807.874,23636.4609,3072.9587,1206.7504,757.1143,2407.9878,167.0042,6026.6729
2023-11-20,1690.3041,7377.1348,5329.1626,5127.6372,2570.2473,1301.0,3959.9668,2659.3669,6664.7773,23430.6289,3029.3975,1218.2069,758.858,2415.429,165.1951,6113.0093
2023-11-21,1689.3694,7412.4873,5346.6836,5132.6084,2563.29,1294.8,3967.8005,2616.3196,6709.8623,23690.3711,2984.8894,1198.1581,760.6988,2387.2822,165.576,6167.5898
2023-11-22,1690.3041,7357.0703,5430.3926,5200.2212,2587.1438,1311.4,3985.4265,2610.1021,6782.3911,23469.8359,2986.7834,1207.2277,761.8613,2393.1057,164.8143,6150.7192
2023-11-24,1698.2485,7429.6855,5518.9683,5087.8647,2554.3447,1347.2,4024.5952,2681.3691,6717.7031,23528.6445,3001.9351,1208.1824,765.4459,2374.6648,164.1478,6180.4907
2023-11-27,1705.2584,7349.4263,5481.9805,5030.1953,2546.3936,1340.0,4064.7434,2649.801,6722.604,23469.8359,2981.1013,1235.8689,764.6708,2424.4875,165.0047,6076.2915
2023-11-28,1684.6963,7323.6284,5484.9014,5047.0981,2549.3752,1331.8,4009.907,2635.4517,6688.2998,23415.9277,3009.5107,1231.5728,764.574,2413.4878,165.0047,6093.1616
2023-11-29,1671.1439,7257.7017,5471.2739,4959.5991,2531.4849,1344.2,4021.6575,2680.8906,6690.2598,23479.6367,2962.1619,1196.7258,743.6479,2350.0769,163.7669,6002.856
2023-11-30,1680.0231,7330.3169,5537.4624,4996.3892,2548.3813,1374.0,4028.5122,2673.2378,6774.5503,23548.248,2935.6462,1198.1581,744.5199,2348.136,164.8143,5974.0771
2023-12-01,1688.4349,7366.6245,5571.5308,5045.1099,2528.5032,1352.4,4016.7615,2710.0671,6771.6094,23376.7207,2996.2532,1215.3428,758.083,2373.3706,164.9095,5874.8403
2023-12-04,1676.2845,7185.0864,5526.7559,5016.2749,2494.7104,1364.8,3991.3018,2647.4094,6678.4985,23239.5,2966.8967,1187.6562,745.1981,2330.0186,163.2908,5807.3589
2023-12-05,1673.4806,7095.2734,5533.5688,5028.207,2510.6128,1324.0,4046.1382,2634.0168,6677.5186,22318.1523,2942.2751,1180.4958,742.9698,2313.1951,162.6244,5710.1064
2023-12-06,1691.2388,7187.9531,5603.6514,5148.5171,2610.0039,1338.4,4039.2837,2704.3274,6738.2856,22808.2305,2992.4651,1187.6562,754.7891,2329.0481,165.0047,5744.8398
2023-12-07,1670.2092,7129.6694,5576.397,5170.3921,2567.2656,1326.4,3986.4055,2673.2378,6725.5444,21989.8008,2943.2222,1197.2032,755.7578,2338.4302,164.3382,5648.5796
2023-12-08,1630.9542,7090.4951,5434.2861,5181.3301,2538.4421,1304.4,3876.7329,2564.1846,6662.8164,21798.6699,2888.2969,1200.0673,769.7086,2341.9888,162.3387,5608.8843
2023-12-11,1616.4672,7231.9043,5543.3027,5269.8228,2587.1438,1322.0,3933.5278,2588.0999,6752.9873,22548.4883,2951.7451,1222.5031,787.7281,2382.1057,163.7669,5720.0303
2023-12-12,1590.2971,7227.1274,5549.1431,5241.9824,2592.1135,1350.4,3936.4656,2565.1414,6806.8936,22881.7422,2924.2825,1202.9315,758.1799,2353.6357,163.6717,5740.8701
2023-12-13,1577.6794,7069.4751,5412.8721,5225.0786,2604.0403,1332.4,3905.1304,2557.4885,6788.2715,23959.9141,2917.6536,1214.3881,756.436,2385.0176,163.6717,5836.1377
2023-12-14,1551.0421,7047.4995,5275.6279,5167.4092,2576.2109,1297.6,3913.9436,2459.9146,6722.604,23558.0508,2846.6299,1171.4261,720.7843,2259.8137,162.1483,5886.7485
2023-12-15,1508.5157,6886.0269,5090.689,5239.9937,2656.7175,1315.0,4025.5747,2487.656,6643.2148,23886.4023,2851.3647,1149.9453,698.502,2187.0208,161.6722,6041.5581
2023-12-18,1525.8066,6786.6582,5045.9141,5252.9199,2599.0708,1322.2,3986.4055,2505.8315,6677.5186,23901.1055,2849.4707,1144.2169,695.7894,2146.5806,160.8153,6000.8711
2023-12-19,1560.3885,6789.5244,5067.3286,5236.0166,2610.0039,1331.0,4019.6992,2525.9207,6798.0723,24778.3438,2883.5623,1131.3285,690.2673,2160.4919,160.9105,6052.4746
2023-12-20,1562.7251,6755.1284,5132.5439,5278.772,2614.9734,1361.0,4099.9951,2529.2686,6826.4956,24753.8398,2898.7139,1133.7152,686.2952,2168.5801,161.1962,6026.6729
2023-12-21,1545.4342,6635.6948,5114.0493,5240.9878,2599.0708,1342.0,4075.5149,2427.3899,6807.874,24209.8535,2875.0393,1127.9869,678.3511,2153.051,162.3387,5973.085
2023-12-22,1560.8558,6672.0029,5175.3716,5232.0391,2581.1804,1341.4,4068.6602,2406.8228,6807.874,24410.7871,2893.032,1160.9243,694.9175,2212.9028,163.6717,5978.0469
2023-12-25,1562.2578,6676.7798,5282.4414,5278.772,2608.0159,1331.6,4064.7434,2426.9114,6796.1123,24528.4043,2882.6152,1152.3319,692.5924,2198.0208,163.1004,6052.4746
2023-12-26,1558.5193,6702.5776,5270.7612,5213.1479,2613.9792,1341.6,4071.5977,2430.738,6848.0586,24797.9473,2890.1909,1148.9905,692.3986,2191.5503,162.6244,6052.4746
2023-12-27,1567.8657,6698.7554,5291.2017,5256.8965,2651.748,1355.8,4102.9331,2470.9155,6984.2944,25111.5977,2928.0703,1154.7188,695.4019,2215.1675,163.3861,6308.5063
2023-12-28,1574.4081,6734.1079,5210.4951,5230.0508,2658.7053,1341.4,4112.7251,2445.0872,6991.1548,24959.6719,2922.3884,1148.9905,692.6893,2209.0208,163.6717,6275.7583
2023-12-29,1575.8102,6737.9297,5205.5742,5221.1021,2665.6626,1343.4,4060.8267,2478.0898,7212.6606,24753.8398,2912.9187,1156.6282,694.1425,2225.8438,164.0526,6244.9946
