Date,AZN.L,BARC.L,BHP.L,BP.L,CRH,DGE.L,HSBA.L,LLOY.L,MRO.L,NG.L,RIO.L,SGE.L,SHEL.L,TSCO.L,ULVR.L,VOD.L
2023-07-14,10319.6298828125,154.97532653808594,2369.767822265625,456.1610412597656,55.268802642822266,3358.5068359375,612.62939453125,44.31279754638672,496.30145263671875,1020.8921508789062,5206.5908203125,927.7412109375,2312.06884765625,249.8702392578125,3990.103515625,72.18087768554688
2023-07-17,10195.6826171875,155.93453979492188,2322.79248046875,452.1136169433594,55.44224548339844,3346.01220703125,617.4257202148438,44.79228210449219,499.9007568359375,1016.8944702148438,5080.72119140625,927.34130859375,2306.57177734375,248.7707977294922,4017.087158203125,71.87096405029297
2023-07-18,10275.6474609375,159.25189208984375,2339.283935546875,458.2596740722656,55.92401123046875,3352.009765625,623.2213134765625,45.64137649536133,511.2984619140625,1012.8969116210938,5104.69677734375,928.3410034179688,2321.06298828125,251.06961059570312,4013.08935546875,71.40109252929688
2023-07-19,10497.5556640625,164.14793395996094,2348.77880859375,469.25274658203125,56.04927062988281,3445.46826171875,628.3173217773438,46.64530944824219,525.8955688476562,1039.381103515625,5090.71142578125,943.5368041992188,2367.034423828125,256.966552734375,4082.5478515625,73.43054962158203
2023-07-20,10691.47265625,164.22787475585938,2380.76220703125,471.9510192871094,56.5599479675293,3398.489013671875,639.5087280273438,46.28569030761719,526.2955322265625,1043.87841796875,5168.63037109375,940.3377075195312,2394.01806640625,259.7651062011719,4049.5673828125,73.8504409790039
2023-07-21,10765.44140625,163.12875366210938,2349.7783203125,475.498779296875,56.76229476928711,3435.97216796875,641.5072021484375,45.80619812011719,529.894775390625,1053.3726806640625,5134.666015625,937.5385131835938,2416.50390625,260.06494140625,4079.549560546875,73.49053955078125
2023-07-24,10775.4365234375,164.22787475585938,2395.254638671875,483.3937683105469,56.868282318115234,3437.971435546875,642.2066650390625,45.99599838256836,532.8941650390625,1059.3692626953125,5171.62744140625,919.1436157226562,2441.488525390625,261.2643127441406,4016.08740234375,76.48974609375
2023-07-25,10715.462890625,163.3885498046875,2489.70556640625,480.6954650878906,57.33078384399414,3455.46337890625,643.805419921875,46.04594802856445,518.2971801757812,1050.37451171875,5388.40185546875,927.941162109375,2408.509033203125,259.8650207519531,4190.4833984375,75.90989685058594
2023-07-26,10665.484375,163.92813110351562,2443.229736328125,478.2969970703125,57.24406051635742,3397.9892578125,643.6056518554688,45.281768798828125,513.498046875,1050.37451171875,5223.57275390625,927.941162109375,2395.017578125,263.163330078125,4181.48828125,77.50946807861328
2023-07-27,10695.4716796875,155.27508544921875,2436.733154296875,479.39630126953125,57.20552444458008,3428.9755859375,641.8069458007812,45.00205993652344,526.2955322265625,1042.8790283203125,5207.58984375,942.7369995117188,2362.537109375,260.564697265625,4177.990234375,76.13983917236328
2023-07-28,11053.3193359375,155.6148223876953,2399.752197265625,475.0989990234375,57.88964080810547,3431.97412109375,646.3035888671875,45.07697677612305,524.6958618164062,1030.8861083984375,5119.68115234375,939.7378540039062,2340.051513671875,261.2643127441406,4220.96435546875,75.72994232177734
2023-07-31,11181.265625,154.83544921875,2425.2392578125,482.6942138671875,58.101619720458984,3395.989990234375,645.803955078125,44.887184143066406,529.894775390625,1030.8861083984375,5144.65478515625,936.3388061523438,2364.536376953125,257.8660583496094,4188.4833984375,74.41029357910156
2023-08-01,11191.26171875,151.29827880859375,2396.254150390625,481.44500732421875,57.62948226928711,3406.485595703125,654.3973388671875,44.292816162109375,523.4959716796875,1016.8944702148438,5089.71240234375,938.5382080078125,2350.044921875,258.6656494140625,4198.9775390625,73.86043548583984
2023-08-02,11091.3037109375,146.34228515625,2346.77978515625,473.3001708984375,56.55031204223633,3382.995849609375,636.4111328125,43.213958740234375,519.8967895507812,995.2073974609375,4958.84814453125,929.9406127929688,2317.065673828125,254.86764526367188,4178.990234375,73.88043212890625
2023-08-03,10895.3857421875,149.04010009765625,2356.774658203125,477.5474548339844,56.95499801635742,3330.51904296875,638.7093505859375,42.8884391784668,517.0973510742188,972.0211791992188,4994.3115234375,930.140625,2337.552978515625,251.26950073242188,4119.39013671875,72.35084533691406
2023-08-04,10905.3828125,150.61883544921875,2363.271240234375,486.1420593261719,57.1380729675293,3330.01953125,635.9114990234375,43.10325622558594,529.294921875,979.0170288085938,5004.80029296875,931.5401000976562,2387.022216796875,250.36996459960938,4088.406494140625,73.60050964355469
2023-08-07,10881.392578125,150.69876098632812,2345.28076171875,482.794189453125,57.85109329223633,3312.02734375,643.6056518554688,43.13323211669922,543.0921630859375,964.8255615234375,4961.34521484375,935.739013671875,2375.029296875,251.6693115234375,4088.406494140625,72.66075897216797
2023-08-08,11025.33203125,146.96177673339844,2316.295654296875,479.6961364746094,57.6005744934082,3313.027099609375,634.1129150390625,42.64864730834961,526.8953857421875,975.2192993164062,4901.40771484375,936.5387573242188,2370.5322265625,251.86920166015625,4085.407958984375,71.94094848632812
2023-08-09,11177.267578125,148.7803192138672,2336.78515625,492.3381042480469,56.58885192871094,3338.01611328125,635.5118408203125,42.74356460571289,526.8953857421875,976.21875,4949.85791015625,944.7365112304688,2426.997314453125,251.4694061279297,4109.39599609375,72.56078338623047
2023-08-10,11157.9921875,147.90785217285156,2348.279052734375,490.64630126953125,56.27088928222656,3404.986328125,631.5941162109375,42.96337890625,529.094970703125,989.0111083984375,4789.3564453125,954.7337036132812,2431.25634765625,254.66773986816406,4138.380859375,73.1606216430664
2023-08-11,11026.0390625,146.5087127685547,2316.295654296875,486.1486511230469,55.98181915283203,3354.0087890625,624.3988037109375,42.913421630859375,524.495849609375,980.416259765625,4722.4072265625,945.7362060546875,2414.7646484375,251.06961059570312,4080.41064453125,72.68074798583984
2023-08-14,11110.0087890625,145.7891845703125,2275.81689453125,481.50103759765625,56.06854248046875,3377.498291015625,621.1009521484375,42.80351257324219,527.2952880859375,974.6196899414062,4643.46728515625,953.1342163085938,2392.2763671875,250.27001953125,4093.903564453125,72.17089080810547
2023-08-15,10872.0947265625,143.45062255859375,2241.334716796875,473.705078125,55.45186996459961,3330.01953125,599.9144897460938,42.43882369995117,518.2971801757812,959.4287109375,4583.5126953125,951.9345092773438,2366.789794921875,247.87127685546875,4046.927734375,70.91122436523438
2023-08-16,10874.09375,144.9097137451172,2201.855224609375,472.7055969238281,55.37479019165039,3307.029541015625,589.4212646484375,42.05415344238281,520.0967407226562,955.231201171875,4555.5341796875,951.1347045898438,2355.794921875,249.6703338623047,4034.43408203125,70.72126770019531
2023-08-17,10788.1240234375,145.3294677734375,2221.844970703125,474.2547607421875,54.26671600341797,3256.552001953125,592.0195922851562,42.378875732421875,503.1001281738281,945.8368530273438,4632.4755859375,938.1383666992188,2363.791015625,246.37205505371094,4013.9443359375,70.81124877929688
2023-08-18,10654.173828125,144.15020751953125,2186.36328125,473.2053527832031,54.38234329223633,3258.551513671875,583.5250854492188,42.209022521972656,495.7015686035156,950.8338623046875,4597.00244140625,943.1370239257812,2358.793701171875,249.57037353515625,3977.963134765625,70.88123321533203
2023-08-21,10670.1669921875,143.57057189941406,2200.85595703125,478.0528259277344,54.49797058105469,3265.048583984375,582.9254150390625,42.05415344238281,496.70135498046875,945.4370727539062,4613.98974609375,945.9362182617188,2368.28857421875,251.86920166015625,3966.96826171875,70.34136962890625
2023-08-22,10694.158203125,142.6111602783203,2181.36572265625,477.65301513671875,55.124267578125,3255.552734375,580.2271728515625,41.68946075439453,489.602783203125,942.2389526367188,4671.44580078125,947.7356567382812,2367.288818359375,250.66983032226562,3959.47216796875,70.61129760742188
2023-08-23,10766.1328125,142.95094299316406,2228.84130859375,470.906494140625,55.76984405517578,3269.54638671875,584.4244995117188,41.8343391418457,499.1009216308594,962.8267211914062,4756.38134765625,955.33349609375,2351.797119140625,253.1685333251953,3995.4541015625,71.52105712890625
2023-08-24,10746.1396484375,144.4499969482422,2195.8583984375,473.3552551269531,54.77739334106445,3263.539794921875,588.7216796875,42.0941162109375,501.70037841796875,970.0223999023438,4748.3876953125,950.135009765625,2365.2900390625,255.06752014160156,4016.94287109375,71.71101379394531
2023-08-25,10656.1728515625,143.89035034179688,2184.8642578125,475.3542175292969,55.21098327636719,3266.538818359375,587.4224853515625,41.7593994140625,508.698974609375,977.2180786132812,4741.892578125,951.3346557617188,2377.283935546875,259.9649963378906,4034.43408203125,71.26112365722656
2023-08-28,,,,,55.38442611694336,,,,,,,,,,,
2023-08-29,10800.1201171875,149.86663818359375,2250.330078125,485.448974609375,55.6927604675293,3305.52734375,595.3174438476562,42.86845779418945,523.2960205078125,986.2127075195312,4820.33251953125,972.1287841796875,2404.77001953125,263.4631652832031,4058.921142578125,72.6707534790039
2023-08-30,10730.146484375,148.94720458984375,2266.821533203125,488.9472351074219,55.2591667175293,3319.5234375,590.3206787109375,42.78852844238281,521.8963012695312,992.6089477539062,4848.31103515625,977.7272338867188,2411.266357421875,264.0628662109375,4063.419189453125,73.2605972290039
2023-08-31,10658.171875,147.26824951171875,2272.818359375,487.248046875,55.47114181518555,3242.546142578125,582.7255859375,42.31892776489258,512.498291015625,989.6107177734375,4868.7958984375,970.729248046875,2410.26708984375,265.56207275390625,4039.931396484375,73.19061279296875
2023-09-01,10696.158203125,148.96719360351562,2302.802978515625,500.5411682128906,55.08572769165039,3199.058837890625,587.9221801757812,42.079132080078125,516.0974731445312,985.0134887695312,4968.7197265625,969.7294921875,2443.25,264.5625915527344,4026.93798828125,73.58051300048828
2023-09-04,10686.1611328125,150.7061004638672,2341.28271484375,501.44073486328125,,3181.06396484375,585.4238891601562,41.93925094604492,513.298095703125,977.617919921875,4996.19921875,972.7286376953125,2443.25,263.6630554199219,4023.939453125,72.43081665039062
2023-09-05,10732.14453125,149.5468292236328,2334.786376953125,511.2356872558594,53.40916442871094,3146.574462890625,587.1227416992188,41.72443389892578,505.2996520996094,968.42333984375,4971.2177734375,972.7286376953125,2467.73779296875,256.16693115234375,3992.45556640625,73.43054962158203
2023-09-06,10602.19140625,149.12709045410156,2328.789306640625,515.6334228515625,53.100830078125,3174.56591796875,584.9241943359375,41.459659576416016,508.89892578125,972.620849609375,4974.71484375,990.1238403320312,2487.7275390625,256.8666076660156,3979.4619140625,73.340576171875
2023-09-07,10820.1123046875,147.8878631591797,2222.4560546875,514.533935546875,53.01411056518555,3174.06591796875,584.3245849609375,40.99505615234375,537.0933227539062,994.2080078125,4843.31494140625,1008.7185668945312,2500.720703125,255.36737060546875,4017.442626953125,73.90042877197266
2023-09-08,10842.10546875,148.147705078125,2206.4599609375,517.0325927734375,52.763587951660156,3199.058837890625,584.0247192382812,41.30479049682617,510.6985778808594,995.8070678710938,4830.82470703125,1019.715576171875,2501.220703125,258.4657897949219,4040.4306640625,73.20061492919922
2023-09-11,10498.2294921875,149.80665588378906,2255.447998046875,517.0325927734375,52.56124496459961,3174.56591796875,589.62109375,41.54458999633789,485.4035949707031,996.4066772460938,4997.1982421875,1022.2149047851562,2508.717041015625,259.5652160644531,4046.427734375,75.110107421875
2023-09-12,10680.1630859375,153.48439025878906,2264.94580078125,522.5298461914062,51.55915832519531,3161.06982421875,596.9163818359375,42.443817138671875,479.2048034667969,999.005126953125,4998.197265625,1027.2135009765625,2528.706298828125,262.3637390136719,4033.934326171875,77.35951232910156
2023-09-13,10578.201171875,157.14210510253906,2254.4482421875,507.9373779296875,52.00239181518555,3147.073974609375,610.6076049804688,42.56371307373047,501.10052490234375,1001.4036865234375,4981.21044921875,1026.2137451171875,2519.711181640625,263.5631408691406,4030.935791015625,78.80912780761719
2023-09-14,10810.1171875,159.98033142089844,2360.42236328125,523.8291015625,53.678955078125,3167.56787109375,626.4974365234375,43.193180084228516,505.5147705078125,1025.88916015625,5217.03076171875,1038.7103271484375,2580.179931640625,266.761474609375,4061.420166015625,79.91883850097656
2023-09-15,10936.0712890625,161.35948181152344,2381.417236328125,522.9296264648438,52.773223876953125,3161.06982421875,628.8958740234375,43.1632080078125,505.31475830078125,1021.8915405273438,5284.97900390625,1028.2132568359375,2578.680908203125,270.5594787597656,4101.39892578125,79.78886413574219
2023-09-18,10724.1474609375,158.7011260986328,2360.922119140625,518.9317016601562,51.55915832519531,3149.073486328125,622.5999145507812,42.11909484863281,500.31561279296875,1017.3942260742188,5234.01806640625,1020.2154541015625,2589.67529296875,271.35906982421875,4100.8994140625,79.40897369384766
2023-09-19,10612.1875,159.12086486816406,2339.92724609375,524.5287475585938,51.694061279296875,3161.06982421875,630.2949829101562,42.863460540771484,494.8165588378906,1015.3953857421875,5225.0244140625,1016.216552734375,2611.663818359375,272.958251953125,4076.412353515625,80.04879760742188
2023-09-20,10946.0673828125,159.4806365966797,2353.424072265625,523.1295166015625,52.985206604003906,3198.55908203125,632.9932861328125,44.52204895019531,485.9180908203125,1033.8843994140625,5279.98291015625,1023.214599609375,2593.173583984375,270.3595886230469,4113.39306640625,80.99854278564453
2023-09-21,10882.08984375,156.60243225097656,2276.44287109375,520.1310424804688,51.5206184387207,3138.57666015625,635.6915283203125,44.38716125488281,471.5204772949219,1028.3875732421875,5136.0927734375,1019.715576171875,2594.6728515625,269.360107421875,4132.8837890625,81.03853607177734
2023-09-22,11042.033203125,155.2233123779297,2333.428955078125,525.4282836914062,52.590152740478516,3152.572509765625,642.6869506835938,45.301387786865234,467.9210510253906,1021.8915405273438,5179.0595703125,1023.7144165039062,2606.1669921875,270.7593994140625,4113.89306640625,81.008544921875
2023-09-25,11189.98046875,153.54434204101562,2300.936767578125,527.0275268554688,54.29561996459961,3101.58740234375,638.1898193359375,44.711883544921875,472.3203430175781,1002.4031372070312,5081.13427734375,1016.7164306640625,2603.668212890625,268.66046142578125,4078.910888671875,79.97882080078125
2023-09-26,11159.9912109375,159.58056640625,2282.941162109375,530.6256713867188,53.77531433105469,3067.597412109375,638.7894897460938,44.88673400878906,474.22003173828125,1004.9016723632812,5050.15771484375,1000.7208862304688,2598.171142578125,269.9598083496094,4061.91943359375,80.68862915039062
2023-09-27,11114.0078125,158.02154541015625,2297.437744140625,538.2217407226562,54.34379959106445,3021.111083984375,639.4890747070312,44.53204345703125,473.8200988769531,982.2151489257812,5070.142578125,991.5234375,2628.155517578125,265.16229248046875,4029.936279296875,79.29899597167969
2023-09-28,11002.0478515625,158.98095703125,2339.427490234375,540.8203735351562,54.13181686401367,3037.1064453125,644.4859008789062,44.2223014831543,474.8199157714844,965.8248901367188,5182.0576171875,979.5267333984375,2659.139892578125,264.4626770019531,4032.435302734375,77.72941589355469
2023-09-29,11098.013671875,158.84104919433594,2338.927490234375,531.1254272460938,52.734683990478516,3033.107666015625,644.4859008789062,44.332210540771484,469.1208801269531,979.4168090820312,5170.06689453125,988.7241821289062,2604.667724609375,264.0628662109375,4059.9208984375,76.7996597290039
2023-10-02,10946.0673828125,155.72299194335938,2309.434814453125,518.8317260742188,52.07947540283203,3007.115234375,639.3890991210938,43.233150482177734,463.3218688964844,949.2348022460938,5116.107421875,979.9266357421875,2580.6796875,261.6640625,4022.43994140625,76.7996597290039
2023-10-03,10904.0830078125,154.18394470214844,2278.942138671875,515.5333862304688,51.46281051635742,3014.613037109375,644.7857055664062,42.778533935546875,451.72381591796875,931.4453735351562,5031.17236328125,972.7286376953125,2576.18212890625,259.4652404785156,4051.42529296875,75.93988800048828
2023-10-04,10888.0888671875,153.78419494628906,2258.586181640625,499.19189453125,52.50343704223633,3032.607666015625,640.0886840820312,42.42383575439453,446.72467041015625,936.6422729492188,4927.7509765625,978.127197265625,2520.211181640625,270.5594787597656,4010.44580078125,75.15009307861328
2023-10-05,10898.0849609375,152.425048828125,2267.945068359375,498.7920837402344,53.33207702636719,3054.601318359375,644.086181640625,42.13407897949219,447.3245849609375,947.0360717773438,4953.7314453125,981.5261840820312,2531.205078125,280.2544250488281,4028.43701171875,76.07984924316406
2023-10-06,10938.0712890625,154.66363525390625,2314.43359375,505.3387145996094,54.517242431640625,3043.104736328125,654.2796630859375,42.58869552612305,456.42303466796875,935.043212890625,5004.19287109375,994.1227416992188,2580.179931640625,278.2554931640625,3923.490966796875,74.78019714355469
2023-10-09,10852.1015625,151.92535400390625,2285.9404296875,520.0311279296875,54.75812530517578,3049.602783203125,644.5858154296875,42.074134826660156,454.5233459472656,948.2354125976562,4940.74072265625,984.5253295898438,2647.64599609375,274.257568359375,3907.498779296875,76.07984924316406
2023-10-10,10974.05859375,156.68238830566406,2329.429931640625,524.8286743164062,55.4036979675293,3093.58984375,657.3775634765625,43.33306121826172,469.32086181640625,964.4257202148438,5059.15087890625,994.5225830078125,2661.638427734375,280.2544250488281,3951.476318359375,77.3695068359375
2023-10-11,10940.0703125,157.08213806152344,2322.931396484375,520.0311279296875,57.06099319458008,3096.089111328125,658.5768432617188,43.23814392089844,473.22015380859375,968.0235595703125,5051.15673828125,1000.7208862304688,2644.647216796875,280.9541015625,3928.48828125,77.4894790649414
2023-10-12,11116.0068359375,152.18519592285156,2320.931884765625,535.8228759765625,56.00109100341797,3089.09130859375,657.4775390625,43.383018493652344,481.4188232421875,964.0259399414062,5074.1396484375,1019.715576171875,2679.62939453125,279.09332275390625,3921.991455078125,77.59944915771484
