Date,AZN.L,BARC.L,BHP.L,BP.L,CRH,DGE.L,HSBA.L,LLOY.L,MRO.L,NG.L,RIO.L,SGE.L,SHEL.L,TSCO.L,ULVR.L,VOD.L
2023-07-31,11181.2656,154.8354,2425.2393,482.6942,58.1016,3395.99,645.804,44.8872,529.8948,1030.8861,5144.6548,936.3388,2364.5364,257.8661,4188.4834,74.4103
2023-08-01,11191.2617,151.2983,2396.2542,481.445,57.6295,3406.4856,654.3973,44.2928,523.496,1016.8945,5089.7124,938.5382,2350.0449,258.6656,4198.9775,73.8604
2023-08-02,11091.3037,146.3423,2346.7798,473.3002,56.5503,3382.9958,636.4111,43.214,519.8968,995.2074,4958.8481,929.9406,2317.0657,254.8676,4178.9902,73.8804
2023-08-03,10895.3857,149.0401,2356.7747,477.5475,56.955,3330.519,638.7094,42.8884,517.0974,972.0212,4994.3115,930.1406,2337.553,251.2695,4119.3901,72.3508
2023-08-04,10905.3828,150.6188,2363.2712,486.1421,57.1381,3330.0195,635.9115,43.1033,529.2949,979.017,5004.8003,931.5401,2387.0222,250.37,4088.4065,73.6005
2023-08-07,10881.3926,150.6988,2345.2808,482.7942,57.8511,3312.0273,643.6057,43.1332,543.0922,964.8256,4961.3452,935.739,2375.0293,251.6693,4088.4065,72.6608
2023-08-08,11025.332,146.9618,2316.2957,479.6961,57.6006,3313.0271,634.1129,42.6486,526.8954,975.2193,4901.4077,936.5388,2370.5322,251.8692,4085.408,71.9409
2023-08-09,11177.2676,148.7803,2336.7852,492.3381,56.5889,3338.0161,635.5118,42.7436,526.8954,976.2188,4949.8579,944.7365,2426.9973,251.4694,4109.396,72.5608
2023-08-10,11157.9922,147.9079,2348.2791,490.6463,56.2709,3404.9863,631.5941,42.9634,529.095,989.0111,4789.3564,954.7337,2431.2563,254.6677,4138.3809,73.1606
2023-08-11,11026.0391,146.5087,2316.2957,486.1487,55.9818,3354.0088,624.3988,42.9134,524.4958,980.4163,4722.4072,945.7362,2414.7646,251.0696,4080.4106,72.6807
2023-08-14,11110.0088,145.7892,2275.8169,481.501,56.0685,3377.4983,621.101,42.8035,527.2953,974.6197,4643.4673,953.1342,2392.2764,250.27,4093.9036,72.1709
2023-08-15,10872.0947,143.4506,2241.3347,473.7051,55.4519,3330.0195,599.9145,42.4388,518.2972,959.4287,4583.5127,951.9345,2366.7898,247.8713,4046.9277,70.9112
2023-08-16,10874.0938,144.9097,2201.8552,472.7056,55.3748,3307.0295,589.4213,42.0542,520.0967,955.2312,4555.5342,951.1347,2355.7949,249.6703,4034.4341,70.7213
2023-08-17,10788.124,145.3295,2221.845,474.2548,54.2667,3256.552,592.0196,42.3789,503.1001,945.8369,4632.4756,938.1384,2363.791,246.3721,4013.9443,70.8112
2023-08-18,10654.1738,144.1502,2186.3633,473.2054,54.3823,3258.5515,583.5251,42.209,495.7016,950.8339,4597.0024,943.137,2358.7937,249.5704,3977.9631,70.8812
2023-08-21,10670.167,143.5706,2200.856,478.0528,54.498,3265.0486,582.9254,42.0542,496.7014,945.4371,4613.9897,945.9362,2368.2886,251.8692,3966.9683,70.3414
2023-08-22,10694.1582,142.6112,2181.3657,477.653,55.1243,3255.5527,580.2272,41.6895,489.6028,942.239,4671.4458,947.7357,2367.2888,250.6698,3959.4722,70.6113
2023-08-23,10766.1328,142.9509,2228.8413,470.9065,55.7698,3269.5464,584.4245,41.8343,499.1009,962.8267,4756.3813,955.3335,2351.7971,253.1685,3995.4541,71.5211
2023-08-24,10746.1396,144.45,2195.8584,473.3553,54.7774,3263.5398,588.7217,42.0941,501.7004,970.0224,4748.3877,950.135,2365.29,255.0675,4016.9429,71.711
2023-08-25,10656.1729,143.8904,2184.8643,475.3542,55.211,3266.5388,587.4225,41.7594,508.699,977.2181,4741.8926,951.3347,2377.2839,259.965,4034.4341,71.2611
2023-08-28,10728.1465,146.8785,2217.5972,480.4016,55.3844,3286.0331,591.37,42.3139,515.9975,981.7154,4781.1125,961.7317,2391.027,261.7141,4046.6776,71.9659
2023-08-29,10800.1201,149.8666,2250.3301,485.449,55.6928,3305.5273,595.3174,42.8685,523.296,986.2127,4820.3325,972.1288,2404.77,263.4632,4058.9211,72.6708
2023-08-30,10730.1465,148.9472,2266.8215,488.9472,55.2592,3319.5234,590.3207,42.7885,521.8963,992.6089,4848.311,977.7272,2411.2664,264.0629,4063.4192,73.2606
2023-08-31,10658.1719,147.2682,2272.8184,487.248,55.4711,3242.5461,582.7256,42.3189,512.4983,989.6107,4868.7959,970.7292,2410.2671,265.5621,4039.9314,73.1906
2023-09-01,10696.1582,148.9672,2302.803,500.5412,55.0857,3199.0588,587.9222,42.0791,516.0975,985.0135,4968.7197,969.7295,2443.25,264.5626,4026.938,73.5805
2023-09-04,10686.1611,150.7061,2341.2827,501.4407,54.2474,3181.064,585.4239,41.9393,513.2981,977.6179,4996.1992,972.7286,2443.25,263.6631,4023.9395,72.4308
2023-09-05,10732.1445,149.5468,2334.7864,511.2357,53.4092,3146.5745,587.1227,41.7244,505.2997,968.4233,4971.2178,972.7286,2467.7378,256.1669,3992.4556,73.4305
2023-09-06,10602.1914,149.1271,2328.7893,515.6334,53.1008,3174.5659,584.9242,41.4597,508.8989,972.6208,4974.7148,990.1238,2487.7275,256.8666,3979.4619,73.3406
2023-09-07,10820.1123,147.8879,2222.4561,514.5339,53.0141,3174.0659,584.3246,40.9951,537.0933,994.208,4843.3149,1008.7186,2500.7207,255.3674,4017.4426,73.9004
2023-09-08,10842.1055,148.1477,2206.46,517.0326,52.7636,3199.0588,584.0247,41.3048,510.6986,995.8071,4830.8247,1019.7156,2501.2207,258.4658,4040.4307,73.2006
2023-09-11,10498.2295,149.8067,2255.448,517.0326,52.5612,3174.5659,589.6211,41.5446,485.4036,996.4067,4997.1982,1022.2149,2508.717,259.5652,4046.4277,75.1101
2023-09-12,10680.1631,153.4844,2264.9458,522.5298,51.5592,3161.0698,596.9164,42.4438,479.2048,999.0051,4998.1973,1027.2135,2528.7063,262.3637,4033.9343,77.3595
2023-09-13,10578.2012,157.1421,2254.4482,507.9374,52.0024,3147.074,610.6076,42.5637,501.1005,1001.4037,4981.2104,1026.2137,2519.7112,263.5631,4030.9358,78.8091
2023-09-14,10810.1172,159.9803,2360.4224,523.8291,53.679,3167.5679,626.4974,43.1932,505.5148,1025.8892,5217.0308,1038.7103,2580.1799,266.7615,4061.4202,79.9188
2023-09-15,10936.0713,161.3595,2381.4172,522.9296,52.7732,3161.0698,628.8959,43.1632,505.3148,1021.8915,5284.979,1028.2133,2578.6809,270.5595,4101.3989,79.7889
2023-09-18,10724.1475,158.7011,2360.9221,518.9317,51.5592,3149.0735,622.5999,42.1191,500.3156,1017.3942,5234.0181,1020.2155,2589.6753,271.3591,4100.8994,79.409
2023-09-19,10612.1875,159.1209,2339.9272,524.5287,51.6941,3161.0698,630.295,42.8635,494.8166,1015.3954,5225.0244,1016.2166,2611.6638,272.9583,4076.4124,80.0488
2023-09-20,10946.0674,159.4806,2353.4241,523.1295,52.9852,3198.5591,632.9933,44.522,485.9181,1033.8844,5279.9829,1023.2146,2593.1736,270.3596,4113.3931,80.9985
2023-09-21,10882.0898,156.6024,2276.4429,520.131,51.5206,3138.5767,635.6915,44.3872,471.5205,1028.3876,5136.0928,1019.7156,2594.6729,269.3601,4132.8838,81.0385
2023-09-22,11042.0332,155.2233,2333.429,525.4283,52.5902,3152.5725,642.687,45.3014,467.9211,1021.8915,5179.0596,1023.7144,2606.167,270.7594,4113.8931,81.0085
2023-09-25,11189.9805,153.5443,2300.9368,527.0275,54.2956,3101.5874,638.1898,44.7119,472.3203,1002.4031,5081.1343,1016.7164,2603.6682,268.6605,4078.9109,79.9788
2023-09-26,11159.9912,159.5806,2282.9412,530.6257,53.7753,3067.5974,638.7895,44.8867,474.22,1004.9017,5050.1577,1000.7209,2598.1711,269.9598,4061.9194,80.6886
2023-09-27,11114.0078,158.0215,2297.4377,538.2217,54.3438,3021.1111,639.4891,44.532,473.8201,982.2151,5070.1426,991.5234,2628.1555,265.1623,4029.9363,79.299
2023-09-28,11002.0479,158.981,2339.4275,540.8204,54.1318,3037.1064,644.4859,44.2223,474.8199,965.8249,5182.0576,979.5267,2659.1399,264.4627,4032.4353,77.7294
2023-09-29,11098.0137,158.841,2338.9275,531.1254,52.7347,3033.1077,644.4859,44.3322,469.1209,979.4168,5170.0669,988.7242,2604.6677,264.0629,4059.9209,76.7997
2023-10-02,10946.0674,155.723,2309.4348,518.8317,52.0795,3007.1152,639.3891,43.2332,463.3219,949.2348,5116.1074,979.9266,2580.6797,261.6641,4022.4399,76.7997
2023-10-03,10904.083,154.1839,2278.9421,515.5334,51.4628,3014.613,644.7857,42.7785,451.7238,931.4454,5031.1724,972.7286,2576.1821,259.4652,4051.4253,75.9399
2023-10-04,10888.0889,153.7842,2258.5862,499.1919,52.5034,3032.6077,640.0887,42.4238,446.7247,936.6423,4927.751,978.1272,2520.2112,270.5595,4010.4458,75.1501
2023-10-05,10898.085,152.425,2267.9451,498.7921,53.3321,3054.6013,644.0862,42.1341,447.3246,947.0361,4953.7314,981.5262,2531.2051,280.2544,4028.437,76.0798
2023-10-06,10938.0713,154.6636,2314.4336,505.3387,54.5172,3043.1047,654.2797,42.5887,456.423,935.0432,5004.1929,994.1227,2580.1799,278.2555,3923.491,74.7802
2023-10-09,10852.1016,151.9254,2285.9404,520.0311,54.7581,3049.6028,644.5858,42.0741,454.5233,948.2354,4940.7407,984.5253,2647.646,274.2576,3907.4988,76.0798
2023-10-10,10974.0586,156.6824,2329.4299,524.8287,55.4037,3093.5898,657.3776,43.3331,469.3209,964.4257,5059.1509,994.5226,2661.6384,280.2544,3951.4763,77.3695
2023-10-11,10940.0703,157.0821,2322.9314,520.0311,57.061,3096.0891,658.5768,43.2381,473.2202,968.0236,5051.1567,1000.7209,2644.6472,280.9541,3928.4883,77.4895
2023-10-12,11116.0068,152.1852,2320.9319,535.8229,56.0011,3089.0913,657.4775,43.383,481.4188,964.0259,5074.1396,1019.7156,2679.6294,279.0933,3921.9915,77.5994
2023-10-13,10970.0596,152.9847,2329.4299,547.4169,55.4326,3046.1038,652.181,43.1932,478.0194,978.8172,5069.1436,1014.217,2720.6082,275.4947,3924.4902,77.2395
2023-10-16,10968.0605,153.1646,2377.4182,548.7163,56.454,3083.0928,650.8818,43.4729,478.4193,973.0206,5213.0337,1021.2151,2749.0935,274.1952,3935.9844,77.4395
2023-10-17,11265.9531,154.7036,2378.418,554.7132,55.8758,3102.5872,652.5807,43.7627,472.9203,975.819,5212.0347,1015.7167,2770.0833,275.9945,3973.4651,77.5395
2023-10-18,10608.1904,151.5456,2347.4255,557.7116,53.4959,3103.5869,649.8824,42.8135,461.9221,970.4222,5083.1328,996.1222,2771.0825,275.1948,3985.459,77.6594
2023-10-19,10484.2334,147.708,2319.4324,552.6143,52.8184,3113.084,640.7883,41.8443,460.6223,971.2217,5048.1592,987.5245,2756.5901,273.7953,3986.4587,76.6697
2023-10-20,10426.2549,144.7698,2265.4456,545.1182,53.2249,3091.5906,615.5046,41.5496,456.623,963.4264,4926.752,950.7348,2726.1055,272.5958,3987.9578,75.68
2023-10-23,10096.374,143.9503,2251.949,531.925,53.0507,3084.0928,612.1067,41.3797,458.5227,956.6304,4886.7822,952.1344,2729.104,271.8961,3985.9587,74.8002
2023-10-24,10434.252,134.5562,2300.9368,534.1238,52.6925,3118.0825,612.4066,40.5404,466.3214,968.8231,5056.1528,950.5349,2715.1113,272.4958,3982.9604,75.42
2023-10-25,10542.2129,133.1371,2352.4243,534.4237,51.7827,3142.5754,614.705,41.4247,467.1212,975.819,5153.0796,964.5309,2716.6106,272.1959,4011.4458,73.8804
2023-10-26,10388.2686,132.1577,2337.428,533.5241,50.6115,3108.5854,608.7089,41.1349,467.5211,987.0123,5141.0884,960.532,2687.1257,272.9956,3898.0042,74.7902
2023-10-27,10120.3643,129.1196,2357.9229,530.2258,50.6696,3024.1104,600.6141,39.7211,463.5218,980.6161,5196.0469,967.73,2699.1196,272.2959,3819.0442,76.0798
2023-10-30,10214.3301,130.5786,2363.9214,526.4279,51.773,3086.092,586.9228,40.0009,466.6213,975.819,5235.0171,974.7281,2685.6262,269.8968,3860.5232,76.7097
2023-10-31,10246.3193,131.5181,2337.428,502.3403,51.8504,3106.0862,591.9196,39.906,466.9213,978.0176,5251.0049,970.3293,2645.147,269.597,3887.0093,75.68
2023-11-01,10332.2881,129.2595,2360.9221,494.1445,54.909,3136.0774,589.721,40.1108,482.4186,991.6096,5257.9995,981.3263,2655.6414,270.8964,3884.5107,75.1101
2023-11-02,10358.2783,133.157,2408.4106,498.3424,54.9381,3183.5632,600.9138,41.7394,487.8177,999.405,5349.9297,991.1235,2766.585,273.8953,3899.5029,77.1996
2023-11-03,10266.3125,136.2551,2388.4155,489.5968,55.0542,3192.061,601.8133,42.3989,489.7174,996.2068,5325.9478,969.7295,2651.1438,275.6946,3852.5273,78.6892
2023-11-06,10272.3105,136.2151,2379.9175,491.246,55.8382,3176.5654,608.9087,42.0941,506.9145,982.6149,5330.9438,962.3315,2672.1333,275.7946,3852.5273,78.8391
2023-11-07,10226.3271,136.1352,2337.9277,480.8014,56.2544,3187.0623,607.9094,42.0142,506.7145,989.6107,5227.0234,981.7261,2624.6575,276.8941,3888.0088,78.1493
2023-11-08,10166.3486,135.9353,2324.4312,476.9034,57.0287,3219.5527,606.91,41.9542,511.1138,969.2228,5199.0444,994.5226,2595.1726,277.8937,3902.0017,76.9996
2023-11-09,10432.2529,136.8947,2369.9199,475.1615,56.5157,3244.0457,602.7916,42.244,516.5129,980.816,5257.9995,1002.2204,2613.6636,279.1932,3982.4604,77.5595
2023-11-10,10086.376,135.4956,2360.4224,477.6605,57.9386,2849.1619,598.8937,41.7144,514.9131,983.8143,5255.002,993.7228,2628.1555,277.5939,3946.9788,76.3598
2023-11-13,10244.3193,136.6549,2379.9175,484.5078,57.7934,2887.6504,607.5892,41.9842,530.3106,979.4168,5295.9707,988.9241,2655.1421,281.3924,3945.9792,77.3795
2023-11-14,10182.3418,138.3738,2421.9072,480.7593,58.1999,2897.6475,604.5908,42.219,531.9103,987.8118,5407.8857,982.3259,2619.1599,278.4935,3911.4968,73.0906
2023-11-15,10086.376,139.7929,2439.4031,481.9088,57.2126,2844.6628,616.6845,43.0583,532.5101,988.6113,5427.8701,984.1255,2634.1528,273.3955,3890.5076,72.6708
2023-11-16,10162.3496,138.9534,2423.9067,468.2142,57.2901,2791.6787,608.4888,42.7386,522.5118,1009.399,5393.896,985.1252,2554.4485,275.1948,3833.9026,73.2006
2023-11-17,10256.3154,142.7111,2441.4026,477.5106,58.2773,2808.6736,615.0854,43.3381,521.9119,1015.3954,5441.8599,984.1255,2607.4265,275.8945,3814.4109,75.0301
2023-11-20,10102.3711,142.4512,2458.3984,480.2594,56.8545,2802.6755,615.8849,43.0133,517.3127,1019.8927,5509.8081,989.1241,2639.9131,274.595,3774.4272,74.7402
2023-11-21,10188.3398,141.6318,2488.3911,476.361,59.1678,2797.6768,612.9864,42.5138,514.1133,1036.8826,5527.7944,996.9219,2611.9246,276.3943,3802.9155,74.4903
2023-11-22,10082.3789,139.8928,2479.3933,465.9651,59.2646,2834.166,606.3898,42.264,515.913,1032.885,5504.812,1129.6849,2555.448,279.6931,3820.4082,74.9002
2023-11-23,10170.3467,140.1527,2468.396,473.3122,59.5211,2824.1689,611.3873,42.3089,520.3123,1003.9023,5497.8174,1130.1847,2584.936,279.893,3785.4229,70.8512
2023-11-24,10176.3447,141.5518,2459.8979,476.311,59.7776,2823.1694,609.1884,42.4388,516.9128,1008.8992,5481.8291,1103.6921,2593.9321,283.6915,3798.4177,71.721
2023-11-27,9972.417,140.1127,2436.4038,474.8616,59.9808,2807.6741,607.0895,42.0142,514.9131,1013.8963,5457.8477,1118.688,2569.4424,284.4912,3799.9167,71.0212
2023-11-28,9896.4443,140.0328,2425.9062,474.8116,59.6904,2773.6841,606.8896,42.4138,518.3127,1023.3906,5427.8701,1131.1844,2579.4385,283.6915,3784.4233,70.8412
2023-11-29,10028.3984,140.2126,2393.9141,471.7628,60.5132,2739.1941,594.4959,43.413,522.9119,1024.8898,5395.895,1129.6849,2552.4495,284.2913,3751.937,70.7913
2023-11-30,10122.3643,140.9522,2403.4119,478.91,60.7358,2762.687,601.7921,43.433,518.5125,1026.8885,5394.8955,1130.1847,2558.947,285.6908,3767.9299,71.3111
2023-12-01,10194.3379,142.2714,2473.8945,478.2102,62.4199,2815.1716,603.7911,44.4521,533.71,1032.3853,5594.7432,1148.6797,2566.9434,279.4931,3778.9258,71.651
2023-12-04,10262.3135,142.891,2433.4045,471.7628,60.939,2803.1753,603.7911,45.0916,527.3111,1035.3834,5443.8579,1129.6849,2535.4563,281.0926,3815.4104,71.2811
2023-12-05,10140.3574,139.3732,2416.4087,471.7128,61.0649,2811.6729,603.0916,44.9717,536.1096,1034.3842,5415.8794,1133.1838,2524.9609,283.9914,3800.4167,71.5411
2023-12-06,10126.3623,140.1527,2460.3979,465.7652,60.9294,2773.6841,614.3857,45.766,541.3088,1050.8743,5487.8247,1145.1807,2488.9756,286.5905,3801.416,72.1709
2023-12-07,10094.374,140.0527,2484.3921,460.0674,61.936,2761.1877,612.0869,45.6761,548.9074,1065.3657,5563.7671,1154.678,2479.9792,288.3897,3806.4143,69.7815
2023-12-08,10118.3652,143.1908,2492.3901,468.0643,62.8652,2828.168,618.8835,46.2955,559.3058,1059.3693,5578.7554,1174.1725,2519.4629,287.79,3784.9229,69.2317
2023-12-11,10092.374,142.4113,2464.397,467.0647,63.2426,2808.6736,616.0848,46.0757,568.3042,1062.8672,5479.8311,1187.6687,2515.4646,290.389,3777.926,68.5319
2023-12-12,10168.3467,141.5918,2474.3945,460.7672,63.5233,2809.1736,618.4836,45.8609,563.105,1067.3645,5512.8062,1194.1667,2497.9717,289.1894,3784.9229,67.0922
2023-12-13,10386.2695,140.9922,2485.3918,459.6676,64.9849,2809.1736,616.8845,46.1457,567.9042,1072.8612,5491.8218,1188.6683,2492.9739,288.8896,3796.918,65.1227
2023-12-14,10464.2422,149.9066,2558.3738,465.7152,66.1457,2868.156,615.9849,47.4995,563.105,1078.8577,5648.7026,1172.173,2518.9629,287.9899,3761.4329,66.4324
2023-12-15,10182.3418,146.5487,2583.3677,457.6684,65.8112,2832.6667,608.6887,46.975,550.1072,1065.3657,5693.6685,1168.674,2501.9705,282.5919,3753.936,64.7029
2023-12-18,10352.2812,146.4088,2610.3611,465.0155,65.6833,2846.6626,612.4867,46.96,554.9064,1047.8761,5760.6177,1173.6726,2535.9561,283.3917,3762.9324,67.2122
2023-12-19,10342.2852,147.5681,2641.3535,463.4661,67.1589,2837.6653,612.7865,46.6852,558.7057,1053.8726,5781.6011,1171.6732,2541.4536,285.9907,3760.9333,66.8323
2023-12-20,10480.2354,151.5456,2636.3547,466.8148,65.9883,2856.1597,619.0834,47.4246,562.1052,1065.3657,5778.6035,1173.6726,2579.9382,288.4897,3787.4221,67.4621
2023-12-21,10476.2373,151.3257,2664.3479,466.0651,67.1786,2848.1621,622.1818,47.1498,566.5045,1060.8684,5807.5815,1179.671,2555.948,287.1902,3777.426,68.9817
2023-12-22,10432.2529,151.6855,2658.8494,467.0147,67.1589,2840.6641,627.479,48.0041,566.5045,1060.3685,5834.561,1179.171,2565.4441,286.5905,3785.4229,69.1417
2023-12-26,10478.2363,152.6249,2666.0975,467.0147,67.7393,2846.6624,629.3281,48.0465,568.0042,1060.3685,5827.5662,1180.6706,2560.196,287.84,3785.6729,68.8418
2023-12-27,10524.2197,153.5643,2673.3457,467.0147,67.9065,2852.6606,631.1771,48.089,569.504,1060.3685,5820.5713,1182.1702,2554.948,289.0895,3785.9229,68.5418
2023-12-28,10570.2031,153.4044,2697.3398,465.0155,67.7983,2847.6621,631.2771,47.9291,570.5038,1056.8707,5855.5454,1181.1704,2547.9514,288.8896,3810.9121,68.2919
2023-12-29,10596.1934,153.6842,2688.842,465.9651,68.0344,2855.1599,635.1751,47.6694,567.3044,1057.3704,5837.5586,1172.173,2570.4421,290.389,3798.4177,68.5418
